Referência;09/2011;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 183,00;R$ 73,20;R$ 3.660,00;R$ 0,00;5.00% do Bruto
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;10.50% do Líquido
Araçatuba - SP;R$ 36,19;R$ 14,48;R$ 723,80;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 99,25;R$ 39,70;R$ 1.985,00;R$ 0,00;5.00% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barretos - SP e Bebedouro-SP;R$ 57,45;R$ 22,98;R$ 1.149,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 12,35;R$ 4,94;R$ 247,00;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 242,37;R$ 46,17;R$ 5.485,14;R$ 2.930,00;10.50% do Líquido
Belém - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Belo Horizonte - MG;R$ 142,16;R$ 56,86;R$ 2.843,14;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 19,00;R$ 7,60;R$ 380,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 33,15;R$ 13,26;R$ 663,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 50,31;R$ 20,12;R$ 1.006,23;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 12,65;R$ 5,06;R$ 253,00;R$ 0,00;5.00% do Bruto
Cachoeirinha - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Campinas - SP;R$ 512,80;R$ 205,12;R$ 10.256,00;R$ 0,00;5.00% do Bruto
Campo Grande - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 11,00;R$ 4,40;R$ 220,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 51,45;R$ 20,58;R$ 1.029,01;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 23,26;R$ 9,31;R$ 465,25;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 223,25;R$ 89,30;R$ 4.465,00;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Curitiba - PR;R$ 26,56;R$ 10,62;R$ 531,14;R$ 0,00;5.00% do Bruto
