Referência;05/2011;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Aparecida de Goiânia - GO;R$ 12,93;R$ 2,46;R$ 175,00;R$ 44,00;10.50% do Líquido
Araçatuba - SP;R$ 8,00;R$ 3,20;R$ 160,00;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 89,14;R$ 35,66;R$ 1.782,84;R$ 0,00;5.00% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barretos - SP e Bebedouro-SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 7,40;R$ 2,96;R$ 148,00;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 379,20;R$ 72,23;R$ 8.536,58;R$ 4.541,00;10.50% do Líquido
Belo Horizonte - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 56,95;R$ 22,78;R$ 1.139,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bragança Paulista - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 43,74;R$ 17,50;R$ 874,89;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cachoeirinha - RS;R$ 1.500,00;R$ 8,86;R$ 443,00;R$ 0,00;Fixo terceiro semestre
Campinas - SP;R$ 557,03;R$ 222,81;R$ 11.140,50;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 10,50;R$ 4,20;R$ 210,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 75,00;R$ 30,00;R$ 1.500,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 24,65;R$ 9,86;R$ 493,03;R$ 0,00;5.00% do Bruto
