Referência;06/2011;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 10,00;R$ 4,00;R$ 200,00;R$ 0,00;5.00% do Bruto
Aparecida de Goiânia - GO;R$ 3,31;R$ 0,63;R$ 100,00;R$ 64,00;10.50% do Líquido
Araçatuba - SP;R$ 44,75;R$ 17,90;R$ 895,00;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 74,30;R$ 29,72;R$ 1.486,00;R$ 0,00;5.00% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barretos - SP e Bebedouro-SP;R$ 8,50;R$ 3,40;R$ 170,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 3,47;R$ 1,39;R$ 69,34;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 158,25;R$ 30,14;R$ 3.960,40;R$ 2.275,00;10.50% do Líquido
Belo Horizonte - MG;R$ 1,73;R$ 0,69;R$ 34,54;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 11,00;R$ 4,40;R$ 220,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 19,40;R$ 7,76;R$ 388,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 24,80;R$ 9,92;R$ 495,92;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Cachoeirinha - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Campinas - SP;R$ 290,35;R$ 116,14;R$ 5.806,90;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 6,50;R$ 2,60;R$ 130,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 70,50;R$ 28,20;R$ 1.410,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 11,04;R$ 4,42;R$ 220,87;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 272,85;R$ 109,14;R$ 5.457,00;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 9,15;R$ 3,66;R$ 183,00;R$ 0,00;5.00% do Bruto
Curitiba - PR;R$ 6,85;R$ 2,74;R$ 136,97;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 233,19;R$ 93,27;R$ 4.663,73;R$ 0,00;5.00% do Bruto
Dourados - MS;R$ 18,30;R$ 7,32;R$ 366,00;R$ 0,00;5.00% do Bruto
Feira de Santana - BA;R$ 79,40;R$ 31,76;R$ 1.588,00;R$ 0,00;5.00% do Bruto
Florianópolis - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Goiânia - GO;R$ -1,73;R$ -0,69;R$ 777,42;R$ 777,00;5.00% do Líquido
Guarulhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Hortolândia - SP;R$ 15,87;R$ 6,35;R$ 317,45;R$ 0,00;5.00% do Bruto
Ilhéus - BA;R$ 28,00;R$ 11,20;R$ 560,00;R$ 0,00;5.00% do Bruto
Indaiatuba - SP;R$ 215,07;R$ 86,03;R$ 4.301,30;R$ 0,00;5.00% do Bruto
Itabuna - BA;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo segundo semestre
Itaguaí - RJ;R$ 47,50;R$ 19,00;R$ 950,00;R$ 0,00;5.00% do Bruto
Itaperuna - RJ;R$ 8,00;R$ 3,20;R$ 160,00;R$ 0,00;5.00% do Bruto
Itu - SP;R$ 18,05;R$ 7,22;R$ 361,00;R$ 0,00;5.00% do Bruto
Jacareí - SP;R$ 3,25;R$ 1,30;R$ 65,00;R$ 0,00;5.00% do Bruto
Jaraguá do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
João Pessoa - PB;R$ 2,75;R$ 1,10;R$ 55,00;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 445,47;R$ 178,19;R$ 8.909,41;R$ 0,00;5.00% do Bruto
Lajeado - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Limeira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Londrina - PR;R$ 166,22;R$ 31,66;R$ 3.555,00;R$ 1.812,00;10.50% do Líquido
Maceió - AL;R$ 14,90;R$ 5,96;R$ 298,00;R$ 0,00;5.00% do Bruto
Maringá - PR;R$ 87,68;R$ 35,07;R$ 1.753,61;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 40,00;R$ 16,00;R$ 800,00;R$ 0,00;5.00% do Bruto
Olímpia - SP;R$ 1.500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo terceiro semestre
Osasco - SP;R$ 228,06;R$ 91,22;R$ 4.561,15;R$ 0,00;5.00% do Bruto
Ourinhos - SP;R$ 13,50;R$ 5,40;R$ 270,00;R$ 0,00;5.00% do Bruto
Patos de Minas - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Piracicaba - SP;R$ 168,52;R$ 67,41;R$ 8.428,74;R$ 4.679,00;5.00% do Líquido
Porto Alegre - RS;R$ 342,67;R$ 65,27;R$ 7.567,00;R$ 3.963,00;10.50% do Líquido
Presidente Prudente - SP;R$ 11,00;R$ 4,40;R$ 220,00;R$ 0,00;5.00% do Bruto
Recife - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Ribeirão Preto - SP;R$ 0,00;R$ 53,50;R$ 2.675,00;R$ 0,00;0.00% do Bruto
Rio de Janeiro - RJ;R$ 152,04;R$ 60,82;R$ 7.206,13;R$ 3.841,00;5.00% do Líquido
Rio Grande da Serra – SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;10.50% do Líquido
Rondonópolis - MT;R$ 16,85;R$ 6,74;R$ 337,00;R$ 0,00;5.00% do Bruto
Salto - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Salvador - BA;R$ 1.500,00;R$ 5,73;R$ 300,00;R$ 246,00;Fixo terceiro semestre
Santa Bárbara d´Oeste - SP;R$ 144,48;R$ 57,79;R$ 2.889,63;R$ 0,00;5.00% do Bruto
São Bernardo do Campo - SP;R$ 172,46;R$ 68,98;R$ 3.449,10;R$ 0,00;5.00% do Bruto
São Caetano do Sul - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Carlos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
São José - SC;R$ 305,31;R$ 58,15;R$ 5.507,58;R$ 2.352,00;10.50% do Líquido
São José do Rio Preto - SP;R$ 3.251,45;R$ 619,32;R$ 56.099,80;R$ 18.166,00;10.50% do Líquido
São José dos Campos - SP;R$ 984,36;R$ 393,74;R$ 19.687,12;R$ 0,00;5.00% do Bruto
São José dos Pinhais - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Luis - MA;R$ 962,06;R$ 384,82;R$ 19.241,10;R$ 0,00;5.00% do Bruto
Simões Filho - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sorocaba - SP;R$ 412,75;R$ 78,62;R$ 6.175,90;R$ 1.967,00;10.50% do Líquido
Sumaré - SP;R$ 36,16;R$ 14,46;R$ 723,20;R$ 0,00;5.00% do Bruto
Suzano / Itaquaquecetuba / Arujá / Mogi- SP;R$ 526,70;R$ 210,68;R$ 10.534,00;R$ 0,00;5.00% do Bruto
Taubaté - SP;R$ 430,07;R$ 172,03;R$ 8.601,47;R$ 0,00;5.00% do Bruto
Teresópolis - RJ;R$ 77,71;R$ 14,80;R$ 3.178,11;R$ 2.295,00;10.50% do Líquido
Timóteo - MG;R$ 30,00;R$ 6,00;R$ 300,00;R$ 0,00;10.00% do Bruto
Tocantins - TO;R$ 9,04;R$ 3,62;R$ 180,83;R$ 0,00;5.00% do Bruto
Uberlândia - MG;R$ 464,55;R$ 185,82;R$ 9.291,04;R$ 0,00;5.00% do Bruto
