Referência;08/2013;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Águas de Lindóia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Alfenas - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amapá - AP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amazonas - AM;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Americana - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Américo Brasiliense - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Anália Franco - SP;R$ 800,00;R$ 80,00;R$ 2.230,00;R$ 0,00;Fixo 800.00 semestre
Ananindeua - PA;R$ 500,00;R$ 0,00;R$ 4.657,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia - GO;R$ 500,00;R$ 50,00;R$ 3.772,00;R$ 0,00;Fixo 500.00 semestre
Apucarana - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aracajú - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 26,00;R$ 10,40;R$ 520,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 15,56;R$ 777,85;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 61,29;R$ 3.064,50;R$ 0,00;Fixo 500.00 semestre
Arapongas - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 193,55;R$ 77,42;R$ 3.871,00;R$ 0,00;5.00% do Bruto
Araras - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araruama - RJ;R$ 400,00;R$ 16,72;R$ 836,00;R$ 0,00;Fixo 400.00 semestre
Araxá - MG;R$ 500,00;R$ 10,32;R$ 516,05;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 500,00;R$ 43,40;R$ 2.170,15;R$ 0,00;Fixo 500.00 semestre
Atibaia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Barra da Tijuca - RJ;R$ 875,00;R$ 80,52;R$ 4.026,00;R$ 0,00;Fixo 875.00 semestre
Barreiras - BA;R$ 300,00;R$ 61,21;R$ 3.060,65;R$ 0,00;Fixo 300.00 semestre
Barretos - SP;R$ 171,41;R$ 68,56;R$ 3.428,11;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 1.000,00;R$ 100,00;R$ 9.512,40;R$ 0,00;Fixo 1000.00 semestre
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 400,04;R$ 76,20;R$ 11.466,90;R$ 7.141,00;10.50% do Líquido
Bebedouro - SP;R$ 500,00;R$ 2,92;R$ 146,00;R$ 0,00;Fixo 500.00 semestre
Bebedouro - SP (Antigo);R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belém - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 01 - MG;R$ 16,15;R$ 6,46;R$ 323,00;R$ 0,00;5.00% do Bruto
Belo Horizonte LJ 02 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 03 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 04 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 6,00;R$ 2,40;R$ 120,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 24,85;R$ 9,94;R$ 497,00;R$ 0,00;5.00% do Bruto
Boa Vista - RR;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Boituva - SP;R$ 500,00;R$ 18,90;R$ 945,00;R$ 0,00;Fixo 500.00 semestre
Bom Jesus da Lapa - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
