Referência;06/2013;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Águas de Lindóia - SP;R$ 0,00;R$ 0,97;R$ 48,58;R$ 0,00;0.00% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Américo Brasiliense - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Anália Franco - SP;R$ 800,00;R$ 80,00;R$ 1.246,00;R$ 0,00;Fixo 800.00 semestre
Ananindeua - PA;R$ 500,00;R$ 61,40;R$ 3.070,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia - GO;R$ 500,00;R$ 50,00;R$ 8.136,69;R$ 0,00;Fixo 500.00 semestre
Araçatuba - SP;R$ 24,75;R$ 9,90;R$ 495,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 31,88;R$ 1.594,00;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 31,20;R$ 12,48;R$ 624,00;R$ 0,00;5.00% do Bruto
Araruama - RJ;R$ 400,00;R$ 19,04;R$ 952,15;R$ 0,00;Fixo 400.00 semestre
Araxá - MG;R$ 500,00;R$ 23,26;R$ 1.163,07;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 500,00;R$ 17,41;R$ 870,30;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Barra da Tijuca - Rio de Janeiro - RJ;R$ 875,00;R$ 120,60;R$ 6.030,00;R$ 0,00;Fixo 875.00 semestre
Barreiras - BA;R$ 300,00;R$ 38,96;R$ 1.948,00;R$ 0,00;Fixo 300.00 semestre
Barretos - SP;R$ 45,50;R$ 18,20;R$ 910,00;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 750,00;R$ 75,00;R$ 4.361,18;R$ 0,00;Fixo 750.00 semestre
Bauru - SP;R$ 681,65;R$ 129,84;R$ 14.295,22;R$ 7.160,00;10.50% do Líquido
Bebedouro - SP;R$ 500,00;R$ 24,80;R$ 1.239,99;R$ 0,00;Fixo 500.00 semestre
Belo Horizonte LJ 01 - MG;R$ 10,75;R$ 4,30;R$ 215,00;R$ 0,00;5.00% do Bruto
Belo Horizonte LJ 04 - MG;R$ 3.500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 3500.00 semestre
Betim - MG;R$ 24,50;R$ 9,80;R$ 490,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Boa Vista - RR;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Boituva - SP;R$ 500,00;R$ 26,23;R$ 1.311,40;R$ 0,00;Fixo 500.00 semestre
Botafogo - Rio de Janeiro - RJ;R$ 500,00;R$ 34,65;R$ 1.732,28;R$ 0,00;Fixo 500.00 semestre
