Referência;10/2012;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Águas de Lindóia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alfenas - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amapá - AP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Amazonas - AM;R$ 33,50;R$ 13,40;R$ 670,00;R$ 0,00;5.00% do Bruto
Anália Franco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 22,50;R$ 1.125,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Apucarana - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 20,05;R$ 8,02;R$ 401,06;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 22,18;R$ 1.108,81;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Arapongas - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 113,50;R$ 45,40;R$ 2.270,00;R$ 0,00;5.00% do Bruto
Araruama - RJ;R$ 500,00;R$ 6,38;R$ 318,84;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 500,00;R$ 3,06;R$ 153,00;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Atibaia - SP;R$ 500,00;R$ 19,44;R$ 972,00;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barra da Tijuca - Rio de Janeiro - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barreiras - BA;R$ 500,00;R$ 35,42;R$ 1.771,00;R$ 0,00;Fixo 500.00 semestre
Barretos - SP;R$ 5,00;R$ 2,00;R$ 100,00;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 26,37;R$ 10,55;R$ 527,43;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 214,19;R$ 40,80;R$ 4.955,91;R$ 2.693,00;10.50% do Líquido
Belém - PA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Belo Horizonte LJ 01 - MG;R$ 15,75;R$ 6,30;R$ 315,00;R$ 0,00;5.00% do Bruto
Belo Horizonte LJ 02 - MG;R$ 3.000,00;R$ 4,60;R$ 230,00;R$ 0,00;Fixo 3000.00 semestre
Belo Horizonte LJ 04 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 91,00;R$ 36,40;R$ 1.820,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 69,50;R$ 27,80;R$ 1.390,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Boa Vista - RR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Boituva - SP;R$ 500,00;R$ 107,18;R$ 5.358,98;R$ 0,00;Fixo 500.00 semestre
Botafogo - Rio de Janeiro - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bragança Paulista - SP;R$ 131,72;R$ 52,69;R$ 2.634,44;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 66,80;R$ 26,72;R$ 1.336,00;R$ 0,00;5.00% do Bruto
Brasília - LJ 02  - DF;R$ 1.000,00;R$ 6,84;R$ 342,00;R$ 0,00;Fixo 1000.00 semestre
Cabo Frio - RJ;R$ 50,00;R$ 20,00;R$ 1.000,00;R$ 0,00;5.00% do Bruto
Cajamar - SP;R$ 200,00;R$ 12,50;R$ 625,00;R$ 0,00;Fixo 200.00 semestre
Camaçari - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Campinas - SP;R$ 806,50;R$ 322,60;R$ 16.130,08;R$ 0,00;5.00% do Bruto
Campinas LJ 03 - SP;R$ 1.000,00;R$ 41,28;R$ 2.064,00;R$ 0,00;Fixo 1000.00 semestre
Campo Grande - Rio de Janeiro - RJ;R$ 500,00;R$ 99,03;R$ 4.951,55;R$ 0,00;Fixo 500.00 semestre
Campo Mourão - PR;R$ 400,00;R$ 8,05;R$ 402,64;R$ 0,00;Fixo 400.00 semestre
Canaã dos Carajás - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 105,10;R$ 42,04;R$ 2.102,02;R$ 0,00;5.00% do Bruto
Cartorio Postal - Teste;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cascavel - PR;R$ 34,70;R$ 13,88;R$ 694,06;R$ 0,00;5.00% do Bruto
Ceará - CE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Centro - Rio de Janeiro - RJ;R$ 756,58;R$ 302,63;R$ 15.131,67;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 146,83;R$ 58,73;R$ 2.936,50;R$ 0,00;5.00% do Bruto
Conselheiro Lafaiete - MG;R$ 200,00;R$ 4,00;R$ 200,00;R$ 0,00;Fixo 200.00 semestre
Cotia - SP;R$ 1.000,00;R$ 32,80;R$ 1.640,00;R$ 0,00;Fixo 1000.00 semestre
Criciúma - SC;R$ 5,10;R$ 2,04;R$ 102,00;R$ 0,00;5.00% do Bruto
Cristalina - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 241,20;R$ 96,48;R$ 4.824,00;R$ 0,00;5.00% do Bruto
Dracena - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Duque de Caxias - RJ;R$ 153,98;R$ 61,59;R$ 3.079,59;R$ 0,00;5.00% do Bruto
Embu das Artes - SP;R$ 1.000,00;R$ 43,33;R$ 2.166,49;R$ 0,00;Fixo 1000.00 semestre
Extrema - MG;R$ 500,00;R$ 2,60;R$ 130,00;R$ 0,00;Fixo 500.00 semestre
