Referência;11/2010;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 33,23;R$ 13,29;R$ 664,59;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barretos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 41,80;R$ 7,96;R$ 1.172,90;R$ 722,00;10.50% do Líquido
Betim - MG;R$ 98,20;R$ 39,28;R$ 1.964,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 1.500,00;R$ 39,28;R$ 1.400,12;R$ 0,00;Fixo  semestre
Cachoeirinha - RS;R$ 1.000,00;R$ 39,28;R$ 1.553,00;R$ 0,00;Fixo  semestre
Campinas - SP;R$ 738,68;R$ 295,47;R$ 14.773,54;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 28,25;R$ 11,30;R$ 565,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 2,30;R$ 0,92;R$ 46,00;R$ 0,00;5.00% do Bruto
Catanduva - SP;R$ 3,71;R$ 0,71;R$ 115,50;R$ 75,00;10.50% do Líquido
Chapecó - SC;R$ 221,85;R$ 88,74;R$ 4.437,00;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Diadema - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Dourados - MS;R$ 66,50;R$ 26,60;R$ 1.330,00;R$ 0,00;5.00% do Bruto
Feira de Santana - BA;R$ 139,85;R$ 55,94;R$ 2.796,90;R$ 0,00;5.00% do Bruto
Goiânia - GO;R$ 14,66;R$ 5,86;R$ 1.075,50;R$ 734,00;5.00% do Líquido
Guarulhos - SP;R$ 396,45;R$ 79,29;R$ 3.964,50;R$ 0,00;10.00% do Bruto
Guaxupé - MG;R$ 20,06;R$ 3,82;R$ 200,00;R$ 0,00;10.50% do Líquido
Ilhéus - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Indaiatuba - SP;R$ 150,75;R$ 60,30;R$ 3.015,00;R$ 0,00;5.00% do Bruto
Itabuna - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaguaí - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaquaquecetuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Itu - SP;R$ 43,79;R$ 17,52;R$ 875,87;R$ 0,00;5.00% do Bruto
Jaraguá do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jundiaí - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lajeado - RS;R$ 1.000,00;R$ 0,00;R$ 323,00;R$ 0,00;Fixo  semestre
Londrina - PR;R$ 84,27;R$ 16,05;R$ 1.031,00;R$ 182,00;10.50% do Líquido
Maceió - AL;R$ 10,00;R$ 4,00;R$ 200,00;R$ 0,00;5.00% do Bruto
Maringá - PR;R$ 54,75;R$ 21,90;R$ 1.094,95;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Olímpia - SP;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo  semestre
Osasco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Paulínia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
