Referência;12/2015;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
 - ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Açailandia - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Afrânio - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Americana - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Américo Brasiliense - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Anápolis - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Angra dos Reis - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia  - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araguaína - TO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araguari - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araras - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araxá - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ariquemes - RO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Assis - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Assis Chateaubriand - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
