Referência;12/2010;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia - GO;R$ 4,25;R$ 0,81;R$ 100,00;R$ 55,00;10.50% do Líquido
Araçatuba - SP;R$ 19,33;R$ 7,73;R$ 386,58;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Atibaia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Barretos - SP e Bebedouro-SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Bauru - SP;R$ 71,15;R$ 13,55;R$ 2.276,00;R$ 1.496,00;10.50% do Líquido
Belém - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 72,70;R$ 29,08;R$ 1.454,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bragança Paulista - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Brasília - DF;R$ 1.500,00;R$ 11,63;R$ 581,40;R$ 0,00;Fixo primeiro semestre
Cabo Frio - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cachoeirinha - RS;R$ 1.500,00;R$ 24,28;R$ 1.214,00;R$ 0,00;Fixo terceiro semestre
Campinas - SP;R$ 622,35;R$ 248,94;R$ 12.447,08;R$ 0,00;5.00% do Bruto
Campo Grande - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Capivari - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Caraguatatuba - SP;R$ 26,15;R$ 10,46;R$ 523,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 8,88;R$ 3,55;R$ 177,53;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 224,75;R$ 89,90;R$ 4.495,00;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Diadema - SP;R$ 80,62;R$ 32,25;R$ 1.612,35;R$ 0,00;5.00% do Bruto
Dourados - MS;R$ 18,00;R$ 7,20;R$ 360,00;R$ 0,00;5.00% do Bruto
Florianópolis - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Funchal - São Paulo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Goiânia - GO;R$ 11,09;R$ 2,11;R$ 298,00;R$ 179,00;10.50% do Líquido
Guarulhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Hortolândia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ilhéus - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Indaiatuba - SP;R$ 165,05;R$ 66,02;R$ 3.301,00;R$ 0,00;5.00% do Bruto
Itaguaí - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
