Referência;11/2013;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Americana - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Américo Brasiliense - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Anália Franco - SP;R$ 800,00;R$ 80,00;R$ 547,72;R$ 0,00;Fixo 800.00 semestre
Ananindeua - PA;R$ 500,00;R$ 83,14;R$ 4.157,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Angra dos Reis - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia - GO;R$ 500,00;R$ 50,00;R$ 7.228,70;R$ 0,00;Fixo 500.00 semestre
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 10,57;R$ 528,38;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 49,40;R$ 2.470,15;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 136,60;R$ 54,64;R$ 2.732,00;R$ 0,00;5.00% do Bruto
Araras - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araruama - RJ;R$ 500,00;R$ 7,54;R$ 377,00;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 500,00;R$ 17,56;R$ 878,00;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 500,00;R$ 22,88;R$ 1.143,75;R$ 0,00;Fixo 500.00 semestre
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bacabal - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bagé - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Balsas - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barra da Tijuca - RJ;R$ 875,00;R$ 39,04;R$ 1.952,00;R$ 0,00;Fixo 875.00 semestre
Barretos - SP;R$ 102,95;R$ 41,18;R$ 2.058,98;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 1.250,00;R$ 125,00;R$ 9.686,90;R$ 0,00;Fixo 1250.00 semestre
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 634,90;R$ 120,93;R$ 11.644,65;R$ 5.074,00;10.50% do Líquido
Bebedouro - SP;R$ 500,00;R$ 3,00;R$ 150,00;R$ 0,00;Fixo 500.00 semestre
Belém - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belford Roxo - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 01 - MG;R$ 58,05;R$ 23,22;R$ 1.161,00;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 13,00;R$ 5,20;R$ 260,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Blumenau - SC;R$ 5,00;R$ 2,00;R$ 100,00;R$ 0,00;5.00% do Bruto
Boa Esperança - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Boa Vista - RR;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Boituva - SP;R$ 500,00;R$ 34,95;R$ 1.747,30;R$ 0,00;Fixo 500.00 semestre
Bom Jesus da Lapa - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Botucatu - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bragança Paulista - SP;R$ 35,75;R$ 14,30;R$ 715,00;R$ 0,00;5.00% do Bruto
Brasília - LJ 02  - DF;R$ 1.000,00;R$ 3,26;R$ 163,00;R$ 0,00;Fixo 1000.00 semestre
Brasília - LJ 03  - DF;R$ 1.500,00;R$ 150,00;R$ 2.074,24;R$ 0,00;Fixo 1500.00 semestre
Bruxelas - Bélgica;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Cabo de Santo Agostinho - PE;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Cabo Frio - RJ;R$ 3,75;R$ 1,50;R$ 75,00;R$ 0,00;5.00% do Bruto
Caçapava - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caeté - MG;R$ 500,00;R$ 3,50;R$ 175,00;R$ 0,00;Fixo 500.00 semestre
Camaçari - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Camaçari LJ 02 - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Campinas - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Campinas LJ 03 - SP;R$ 1.000,00;R$ 23,90;R$ 1.194,77;R$ 0,00;Fixo 1000.00 semestre
Campo Grande - RJ;R$ 500,00;R$ 50,00;R$ 4.568,00;R$ 0,00;Fixo 500.00 semestre
Campo Mourão - PR;R$ 500,00;R$ 2,65;R$ 132,42;R$ 0,00;Fixo 500.00 semestre
Campos do Jordão - SP;R$ 300,00;R$ 30,00;R$ 187,53;R$ 0,00;Fixo 300.00 semestre
Campos dos Goytacazes - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Canaã dos Carajás - PA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Canoas - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 500,00;R$ 33,24;R$ 1.662,00;R$ 0,00;Fixo 500.00 semestre
Carrão - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Uruçui - PI;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caruaru - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cascavel - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Catalão - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caxias do Sul - RS;R$ 500,00;R$ 50,00;R$ 5.273,50;R$ 0,00;Fixo 500.00 semestre
Ceará - CE;R$ 1.000,00;R$ 10,20;R$ 510,01;R$ 0,00;Fixo 1000.00 semestre
Chapadinha - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Chapecó - SC;R$ 145,00;R$ 58,00;R$ 2.900,00;R$ 0,00;5.00% do Bruto
Cianorte - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cidade Líder - SP;R$ 1.300,00;R$ 0,70;R$ 35,00;R$ 0,00;Fixo 1300.00 semestre
Conselheiro Lafaiete - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Consolação - SP;R$ 1.000,00;R$ 100,00;R$ 920,00;R$ 0,00;Fixo 1000.00 semestre
Contagem - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cotia - SP;R$ 1.000,00;R$ 14,60;R$ 730,00;R$ 0,00;Fixo 1000.00 semestre
Cubatão - SP;R$ 500,00;R$ 50,00;R$ 3.530,90;R$ 0,00;Fixo 500.00 semestre
Cuiabá - MT;R$ 1.000,00;R$ 29,37;R$ 1.468,43;R$ 0,00;Fixo 1000.00 semestre
Curitiba - PR;R$ 16,18;R$ 6,47;R$ 323,52;R$ 0,00;5.00% do Bruto
Curitiba Lj 02 - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Diadema - SP;R$ 193,90;R$ 77,56;R$ 3.878,00;R$ 0,00;5.00% do Bruto
Dracena - SP;R$ 500,00;R$ 15,58;R$ 778,75;R$ 0,00;Fixo 500.00 semestre
Duque de Caxias - RJ;R$ 28,50;R$ 11,40;R$ 570,00;R$ 0,00;5.00% do Bruto
Extrema - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Fazenda Rio Grande - PR;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Feira de Santana - BA;R$ 1.000,00;R$ 142,10;R$ 7.105,00;R$ 0,00;Fixo 1000.00 semestre
Florianópolis  - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Foz do Iguaçu - PR;R$ 1.750,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1750.00 semestre
Franca - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Goianésia - GO;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Governador Valadares - MG;R$ 1.000,00;R$ 32,77;R$ 1.638,50;R$ 0,00;Fixo 1000.00 semestre
Guanambi - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Guarapari - ES;R$ 66,00;R$ 26,40;R$ 1.320,00;R$ 0,00;5.00% do Bruto
Guarapuava - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Guaratinguetá - SP;R$ 500,00;R$ 26,82;R$ 1.341,04;R$ 0,00;Fixo 500.00 semestre
Guariba - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Guarujá  - SP;R$ 1.500,00;R$ 150,00;R$ 5.286,71;R$ 0,00;Fixo 1500.00 semestre
Guarulhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Guaxupé - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ilha do Governador - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ilhéus - BA;R$ 500,00;R$ 50,00;R$ 5.356,20;R$ 0,00;Fixo 500.00 semestre
Imperatriz - MA;R$ 500,00;R$ 50,00;R$ 9.410,00;R$ 0,00;Fixo 500.00 semestre
Indaial - SC;R$ 300,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 300.00 semestre
Indaiatuba - SP;R$ 347,10;R$ 138,84;R$ 6.941,98;R$ 0,00;5.00% do Bruto
Interlagos - SP;R$ 0,00;R$ 0,00;R$ 670,00;R$ 0,00;Fixo 0 semestre
Irajá - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itabira - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaboraí - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaguaí - RJ;R$ 36,87;R$ 14,75;R$ 737,40;R$ 0,00;5.00% do Bruto
Itaim Bibi - SP;R$ 0,00;R$ 0,00;R$ 94,00;R$ 0,00;0.00% do Bruto
Itajubá - MG;R$ 500,00;R$ 23,00;R$ 1.150,00;R$ 0,00;Fixo 500.00 semestre
Itanhaem - SP;R$ 500,00;R$ 50,00;R$ 197,50;R$ 0,00;Fixo 500.00 semestre
Itaperuna - RJ;R$ 15,00;R$ 6,00;R$ 300,00;R$ 0,00;5.00% do Bruto
Itapira - SP;R$ 500,00;R$ 12,62;R$ 630,76;R$ 0,00;Fixo 500.00 semestre
Itaquera - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itatiba - SP;R$ 500,00;R$ 8,80;R$ 440,00;R$ 0,00;Fixo 500.00 semestre
Itu - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Ituiutaba - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jacareí - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jacarepaguá - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jaguariúna - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jales - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jardim Paulista - São Paulo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jaú - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jequié - BA;R$ 500,00;R$ 9,90;R$ 495,00;R$ 0,00;Fixo 500.00 semestre
João Pessoa - PB;R$ 81,55;R$ 32,62;R$ 1.631,00;R$ 0,00;5.00% do Bruto
Joinville - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Juazeiro - BA;R$ 500,00;R$ 57,60;R$ 2.880,00;R$ 0,00;Fixo 500.00 semestre
Juazeiro do Norte - CE;R$ 500,00;R$ 50,00;R$ 150,00;R$ 0,00;Fixo 500.00 semestre
Juiz de Fora - MG;R$ 90,50;R$ 36,20;R$ 1.810,00;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 378,10;R$ 151,24;R$ 7.562,02;R$ 0,00;5.00% do Bruto
Lajeado - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lauro de Freitas - BA;R$ 500,00;R$ 13,32;R$ 666,10;R$ 0,00;Fixo 500.00 semestre
Leblon - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Leme - SP;R$ 500,00;R$ 50,00;R$ 936,30;R$ 0,00;Fixo 500.00 semestre
Liberdade - SP;R$ 1.000,00;R$ 100,00;R$ 9.094,87;R$ 0,00;Fixo 1000.00 semestre
Limeira - SP;R$ 10,00;R$ 4,00;R$ 200,00;R$ 0,00;5.00% do Bruto
Lisboa - Portugal;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Londres - Inglaterra;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Luis Eduardo Magalhães - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Macaé - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Maceió - AL;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Magé - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Manaus - AM;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Manaus LJ 02 - AM;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Maracanaú - CE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Marília - SP;R$ 1.000,00;R$ 96,98;R$ 4.848,96;R$ 0,00;Fixo 1000.00 semestre
Maringá - PR;R$ 33,00;R$ 13,20;R$ 660,00;R$ 0,00;5.00% do Bruto
Matão - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Mauá - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Mogi das Cruzes - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Mogi Mirim - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Monte Carmelo - MG;R$ 500,00;R$ 50,00;R$ 1.829,20;R$ 0,00;Fixo 500.00 semestre
Monte Sião - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Montes Claros - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Natal - RN;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Niterói - RJ;R$ 7,94;R$ 3,18;R$ 158,86;R$ 0,00;5.00% do Bruto
Nova Friburgo - RJ;R$ 1.000,00;R$ 93,13;R$ 4.656,57;R$ 0,00;Fixo 1000.00 semestre
Nova Iguaçu - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Novo Repartimento - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Orlândia - SP;R$ 350,00;R$ 35,00;R$ 1.427,40;R$ 0,00;Fixo 350.00 semestre
Osasco - SP;R$ 1.750,00;R$ 175,00;R$ 3.080,00;R$ 0,00;Fixo 1750.00 semestre
Ourinhos - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Pará de Minas - MG;R$ 400,00;R$ 26,39;R$ 1.319,63;R$ 0,00;Fixo 400.00 semestre
Paracatú - MG;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Paraguaçu Paulista - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Paranavaí­ - PR;R$ 400,00;R$ 7,50;R$ 375,00;R$ 0,00;Fixo 400.00 semestre
Parauapebas - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Parnamirim - RN;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Pato Branco - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Patos de Minas - MG;R$ 23,13;R$ 9,25;R$ 462,60;R$ 0,00;5.00% do Bruto
Paulo Afonso - BA;R$ 500,00;R$ 50,00;R$ 1.778,00;R$ 0,00;Fixo 500.00 semestre
Pederneiras - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Pedra de Guaratiba - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Penha - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Penha - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Perdizes - SP;R$ 0,00;R$ 66,97;R$ 3.348,72;R$ 0,00;0.00% do Bruto
Peruibe - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Petrolina - PE;R$ 500,00;R$ 8,65;R$ 432,45;R$ 0,00;Fixo 500.00 semestre
Piauí - PI;R$ 500,00;R$ 59,94;R$ 2.997,09;R$ 0,00;Fixo 500.00 semestre
Picos - PI;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Piracicaba - SP;R$ 0,00;R$ 0,00;R$ 9.767,53;R$ 0,00;0.00% do Bruto
Pontes e Lacerda - MT;R$ 500,00;R$ 2,00;R$ 100,00;R$ 0,00;Fixo 500.00 semestre
Porto Alegre - RS;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000 semestre
Porto Alegre LJ02 - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Porto Ferreira - SP;R$ 10,75;R$ 4,30;R$ 215,00;R$ 0,00;5.00% do Bruto
Pouso Alegre - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Praia Grande - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Presidente Prudente - SP;R$ 7,25;R$ 2,90;R$ 145,00;R$ 0,00;5.00% do Bruto
Recife - PE;R$ 500,00;R$ 3,00;R$ 150,00;R$ 0,00;Fixo 500 semestre
Recife LJ 02 - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Resende - RJ;R$ 111,93;R$ 44,77;R$ 2.238,63;R$ 0,00;5.00% do Bruto
Ribeirão Pires - SP;R$ 400,00;R$ 66,36;R$ 3.318,00;R$ 0,00;Fixo 400.00 semestre
Ribeirão Preto - SP;R$ 794,54;R$ 151,34;R$ 15.022,00;R$ 6.779,00;10.50% do Líquido
Ribeirão Preto LJ 02 - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rio Claro - SP;R$ 400,00;R$ 40,00;R$ 0,00;R$ 0,00;Fixo 400.00 semestre
Rio das Ostras - RJ;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Rio de Janeiro - RJ;R$ 623,14;R$ 249,25;R$ 12.462,72;R$ 0,00;5.00% do Bruto
Rio do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rio Grande - RS;R$ 600,00;R$ 15,36;R$ 767,79;R$ 0,00;Fixo 600.00 semestre
Rio Grande da Serra – SP;R$ 11,10;R$ 2,11;R$ 184,00;R$ 70,00;10.50% do Líquido
Rio Verde - GO;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
RJ - Conde de Bonfim;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
RJ - Tijuca;R$ 1.500,00;R$ 150,00;R$ 3.068,00;R$ 0,00;Fixo 1500.00 semestre
Rolim de Moura - RO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rondonópolis - MT;R$ 12,00;R$ 4,80;R$ 240,00;R$ 0,00;5.00% do Bruto
Salto - SP;R$ 136,48;R$ 54,59;R$ 2.729,68;R$ 0,00;5.00% do Bruto
