Referência;02/2012;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 206,27;R$ 82,51;R$ 5.225,42;R$ 0,00;5.00% do Bruto
Araçatuba - SP;R$ 27,96;R$ 11,19;R$ 559,26;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 81,75;R$ 32,70;R$ 1.635,07;R$ 0,00;5.00% do Bruto
Atibaia - SP;R$ 500,00;R$ 32,80;R$ 1.640,00;R$ 0,00;Fixo 500.00 semestre
Barretos - SP e Bebedouro-SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 8,00;R$ 3,20;R$ 160,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 4,50;R$ 1,80;R$ 90,00;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 104,82;R$ 19,97;R$ 2.613,89;R$ 1.498,00;10.50% do Líquido
Belém - PA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Belo Horizonte - MG;R$ 78,44;R$ 31,38;R$ 1.568,80;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 117,15;R$ 46,86;R$ 2.343,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Blumenau - SC;R$ 6,40;R$ 2,56;R$ 128,00;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 94,56;R$ 37,82;R$ 1.891,20;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 26,36;R$ 10,54;R$ 527,13;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 43,50;R$ 17,40;R$ 870,00;R$ 0,00;5.00% do Bruto
Campinas - SP;R$ 345,71;R$ 138,28;R$ 6.914,10;R$ 0,00;5.00% do Bruto
Campo Grande - MS;R$ 76,85;R$ 30,74;R$ 1.537,05;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 24,50;R$ 9,80;R$ 490,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 53,40;R$ 21,36;R$ 1.068,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 38,69;R$ 15,47;R$ 773,73;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 232,75;R$ 93,10;R$ 4.655,00;R$ 0,00;5.00% do Bruto
Curitiba - PR;R$ 108,41;R$ 43,36;R$ 2.168,14;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 144,40;R$ 57,76;R$ 2.888,00;R$ 0,00;5.00% do Bruto
Funchal - São Paulo - SP;R$ 500,00;R$ 36,82;R$ 1.841,00;R$ 0,00;Fixo 500.00 semestre
Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Líquido
Guarapari - ES;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Guarulhos - SP;R$ 500,00;R$ 156,59;R$ 7.829,58;R$ 0,00;Fixo 500.00 semestre
Hortolândia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Ilhéus - BA;R$ 44,80;R$ 17,92;R$ 896,00;R$ 0,00;5.00% do Bruto
Indaiatuba - SP;R$ 114,15;R$ 45,66;R$ 2.283,00;R$ 0,00;5.00% do Bruto
Itaguaí - RJ;R$ 14,20;R$ 5,68;R$ 284,00;R$ 0,00;5.00% do Bruto
Itaperuna - RJ;R$ 78,00;R$ 31,20;R$ 1.559,94;R$ 0,00;5.00% do Bruto
Itapetininga - SP;R$ 500,00;R$ 4,40;R$ 220,00;R$ 0,00;Fixo 500.00 semestre
Itu - SP;R$ 231,15;R$ 92,46;R$ 4.623,00;R$ 0,00;5.00% do Bruto
João Pessoa - PB;R$ 10,50;R$ 4,20;R$ 210,00;R$ 0,00;5.00% do Bruto
Juiz de Fora - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 169,90;R$ 67,96;R$ 3.398,01;R$ 0,00;5.00% do Bruto
Lages - SC;R$ 500,00;R$ 4,00;R$ 200,00;R$ 0,00;Fixo 500.00 semestre
Lauro de Freitas - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Limeira - SP;R$ 16,00;R$ 6,40;R$ 320,00;R$ 0,00;5.00% do Bruto
Londrina - PR;R$ 133,43;R$ 25,41;R$ 2.695,00;R$ 1.303,00;10.50% do Líquido
Lucas do Rio Verde - MT;R$ 500,00;R$ 55,19;R$ 2.759,43;R$ 0,00;Fixo 500.00 semestre
Marajoara - São Paulo - SP;R$ 500,00;R$ 83,72;R$ 4.185,90;R$ 0,00;Fixo 500.00 semestre
Maringá - PR;R$ 56,51;R$ 22,60;R$ 1.130,23;R$ 0,00;5.00% do Bruto
Monte Sião - MG;R$ 500,00;R$ 23,90;R$ 1.195,00;R$ 0,00;Fixo 500.00 semestre
Montes Claros - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Olímpia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Osasco - SP;R$ 390,80;R$ 156,32;R$ 7.816,00;R$ 0,00;5.00% do Bruto
Ourinhos - SP;R$ 41,09;R$ 16,44;R$ 821,84;R$ 0,00;5.00% do Bruto
Pará - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Paraíba - PB;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Patos de Minas - MG;R$ 7,85;R$ 3,14;R$ 157,00;R$ 0,00;5.00% do Bruto
Perdizes - São Paulo - SP;R$ 500,00;R$ 86,60;R$ 4.330,19;R$ 0,00;Fixo 500.00 semestre
Piauí - PI;R$ 500,00;R$ 15,47;R$ 773,56;R$ 0,00;Fixo 500.00 semestre
Piracicaba - SP;R$ 209,05;R$ 83,62;R$ 8.045,00;R$ 3.502,00;5.00% do Líquido
Ponta Grossa - PR;R$ 17,90;R$ 7,16;R$ 358,00;R$ 0,00;5.00% do Bruto
Pontes e Lacerda - MT;R$ 145,38;R$ 58,15;R$ 2.907,60;R$ 0,00;5.00% do Bruto
Porto Ferreira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Presidente Prudente - SP;R$ 8,40;R$ 3,36;R$ 167,90;R$ 0,00;5.00% do Bruto
Recife - PE;R$ 452,51;R$ 181,00;R$ 9.050,11;R$ 0,00;5.00% do Bruto
Resende - RJ;R$ 47,40;R$ 18,96;R$ 947,93;R$ 0,00;5.00% do Bruto
Ribeirão Preto - SP;R$ 65,02;R$ 12,39;R$ 2.159,46;R$ 1.443,00;10.50% do Líquido
Rio de Janeiro - RJ;R$ 656,44;R$ 262,58;R$ 13.128,81;R$ 0,00;5.00% do Bruto
Rio Grande da Serra – SP;R$ 15,39;R$ 2,93;R$ 232,00;R$ 75,00;10.50% do Líquido
Rondonópolis - MT;R$ 0,00;R$ 0,00;R$ 0,01;R$ 0,00;5.00% do Bruto
Salto - SP;R$ 10,77;R$ 4,31;R$ 215,43;R$ 0,00;5.00% do Bruto
Santa Bárbara d´Oeste - SP;R$ 301,96;R$ 120,79;R$ 6.039,28;R$ 0,00;5.00% do Bruto
São Bernardo do Campo - SP;R$ 186,42;R$ 74,57;R$ 3.728,42;R$ 0,00;5.00% do Bruto
