Referência;02/2013;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Águas de Lindóia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Alfenas - MG;R$ 500,00;R$ 5,82;R$ 291,09;R$ 0,00;Fixo 500.00 semestre
Amazonas - AM;R$ 21,50;R$ 8,60;R$ 430,00;R$ 0,00;5.00% do Bruto
Anália Franco - SP;R$ 800,00;R$ 80,00;R$ 900,00;R$ 0,00;Fixo 800.00 semestre
Ananindeua - PA;R$ 500,00;R$ 40,60;R$ 2.030,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia - GO;R$ 500,00;R$ 98,17;R$ 4.908,71;R$ 0,00;Fixo 500.00 semestre
Apucarana - PR;R$ 500,00;R$ 8,95;R$ 447,31;R$ 0,00;Fixo 500.00 semestre
Araçatuba - SP;R$ 70,98;R$ 28,39;R$ 1.419,53;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 2,97;R$ 148,35;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 4,00;R$ 200,00;R$ 0,00;Fixo 500.00 semestre
Arapongas - PR;R$ 500,00;R$ 25,78;R$ 1.288,77;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 77,50;R$ 31,00;R$ 1.550,00;R$ 0,00;5.00% do Bruto
Araruama - RJ;R$ 200,00;R$ 28,31;R$ 1.415,34;R$ 0,00;Fixo 200.00 semestre
Araxá - MG;R$ 500,00;R$ 9,40;R$ 470,00;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Atibaia - SP;R$ 500,00;R$ 25,04;R$ 1.252,00;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 500,00;R$ 4,00;R$ 200,00;R$ 0,00;Fixo 500.00 semestre
