Referência;05/2015;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Afrânio - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Águas Claras - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Americana - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Américo Brasiliense - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 10,00;R$ 1.380,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 500,00;R$ 50,00;R$ 350,00;R$ 0,00;Fixo 500.00 semestre
Angra dos Reis - RJ;R$ 500,00;R$ 50,00;R$ 200,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia  - GO;R$ 0,00;R$ 0,00;R$ 7.710,00;R$ 0,00;0.00% do Bruto
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araguaína - TO;R$ 500,00;R$ 10,00;R$ 1.385,00;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 500,00;R$ 50,00;R$ 170,00;R$ 0,00;Fixo 500.00 semestre
Araras - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 500,00;R$ 6,40;R$ 320,00;R$ 0,00;Fixo 500.00 semestre
Ariquemes - RO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Artur Alvim - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Assis - SP;R$ 0,00;R$ 0,00;R$ 2.118,16;R$ 0,00;Fixo 0.00 semestre
Assis Chateaubriand - PR;R$ 500,00;R$ 50,00;R$ 3.612,00;R$ 0,00;Fixo 500.00 semestre
Atibaia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bacabal - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bagé - RS;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 500,00;R$ 50,00;R$ 3.632,15;R$ 0,00;Fixo 500.00 semestre
Balsas - MA;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
