Referência;10/2011;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 185,25;R$ 74,10;R$ 3.705,00;R$ 0,00;5.00% do Bruto
Aparecida de Goiânia - GO;R$ 20,06;R$ 3,82;R$ 200,00;R$ 0,00;10.50% do Líquido
Araçatuba - SP;R$ 29,50;R$ 11,80;R$ 590,00;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 101,50;R$ 40,60;R$ 2.030,01;R$ 0,00;5.00% do Bruto
Atibaia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barretos - SP e Bebedouro-SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 11,57;R$ 4,63;R$ 231,40;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 415,59;R$ 79,16;R$ 7.627,24;R$ 3.326,00;10.50% do Líquido
Belém - PA;R$ 500,00;R$ 2,50;R$ 125,00;R$ 0,00;5.00% do Bruto
Belo Horizonte - MG;R$ 95,39;R$ 38,16;R$ 1.907,76;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 51,10;R$ 20,44;R$ 1.022,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 37,00;R$ 14,80;R$ 740,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 32,00;R$ 12,80;R$ 640,00;R$ 0,00;5.00% do Bruto
Cachoeirinha - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;6.00% do Bruto
Campinas - SP;R$ 642,84;R$ 257,14;R$ 12.856,81;R$ 0,00;5.00% do Bruto
Campo Grande - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 90,40;R$ 36,16;R$ 1.808,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 46,78;R$ 18,71;R$ 935,65;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 157,90;R$ 63,16;R$ 3.158,00;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 27,75;R$ 11,10;R$ 555,00;R$ 0,00;5.00% do Bruto
Curitiba - PR;R$ 5,75;R$ 2,30;R$ 115,00;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 114,50;R$ 45,80;R$ 2.290,00;R$ 0,00;5.00% do Bruto
Dourados - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Florianópolis - SC;R$ 48,44;R$ 19,38;R$ 968,85;R$ 0,00;5.00% do Bruto
Goiânia - GO;R$ -0,16;R$ -0,06;R$ 72,10;R$ 72,00;5.00% do Líquido
Guarulhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Hortolândia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Ilhéus - BA;R$ 38,00;R$ 15,20;R$ 760,00;R$ 0,00;5.00% do Bruto
Indaiatuba - SP;R$ 84,50;R$ 33,80;R$ 1.690,00;R$ 0,00;5.00% do Bruto
Itaguaí - RJ;R$ 210,22;R$ 84,09;R$ 4.204,31;R$ 0,00;5.00% do Bruto
Itaperuna - RJ;R$ 65,50;R$ 26,20;R$ 1.310,00;R$ 0,00;5.00% do Bruto
Itapetininga - SP;R$ 500,00;R$ 15,61;R$ 780,40;R$ 0,00;5.00% do Bruto
Itu - SP;R$ 105,05;R$ 42,02;R$ 2.101,00;R$ 0,00;5.00% do Bruto
Jacareí - SP;R$ 111,50;R$ 44,60;R$ 2.230,00;R$ 0,00;5.00% do Bruto
Jaraguá do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
João Pessoa - PB;R$ 34,70;R$ 13,88;R$ 694,00;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 154,79;R$ 61,92;R$ 3.095,79;R$ 0,00;5.00% do Bruto
Limeira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Londrina - PR;R$ 313,54;R$ 59,72;R$ 7.775,00;R$ 4.439,00;10.50% do Líquido
Lucas do Rio Verde - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Marajoara - São Paulo - SP;R$ 500,00;R$ 3,60;R$ 180,00;R$ 0,00;5.00% do Bruto
Maringá - PR;R$ 35,90;R$ 14,36;R$ 718,00;R$ 0,00;5.00% do Bruto
Monte Sião - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Montes Claros - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 9,90;R$ 3,96;R$ 198,05;R$ 0,00;5.00% do Bruto
Nova Iguaçu - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Olímpia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Osasco - SP;R$ 672,95;R$ 269,18;R$ 13.459,00;R$ 0,00;5.00% do Bruto
Ourinhos - SP;R$ 33,95;R$ 13,58;R$ 679,06;R$ 0,00;5.00% do Bruto
Paraíba - PB;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Patos de Minas - MG;R$ 2,45;R$ 0,98;R$ 49,00;R$ 0,00;5.00% do Bruto
Perdizes - São Paulo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Piauí - PI;R$ 500,00;R$ 7,54;R$ 377,00;R$ 0,00;5.00% do Bruto
Piracicaba - SP;R$ 124,48;R$ 49,79;R$ 5.041,50;R$ 2.325,00;5.00% do Líquido
Presidente Prudente - SP;R$ 4,95;R$ 1,98;R$ 99,00;R$ 0,00;5.00% do Bruto
Recife - PE;R$ 8,00;R$ 3,20;R$ 160,00;R$ 0,00;5.00% do Bruto
Resende - RJ;R$ 10,39;R$ 4,16;R$ 207,79;R$ 0,00;5.00% do Bruto
Ribeirão Preto - SP;R$ 307,94;R$ 58,66;R$ 2.932,79;R$ 0,00;10.50% do Bruto
Rio de Janeiro - RJ;R$ 645,60;R$ 258,24;R$ 12.912,08;R$ 0,00;5.00% do Bruto
Rio Grande da Serra – SP;R$ 9,84;R$ 1,87;R$ 140,00;R$ 40,00;10.50% do Líquido
Rondonópolis - MT;R$ 5,17;R$ 2,07;R$ 103,39;R$ 0,00;5.00% do Bruto
Salto - SP;R$ 51,20;R$ 20,48;R$ 1.024,01;R$ 0,00;5.00% do Bruto
Salvador - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;10.50% do Líquido
Santa Bárbara d´Oeste - SP;R$ 86,50;R$ 34,60;R$ 1.730,04;R$ 0,00;5.00% do Bruto
São Bernardo do Campo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
São Caetano do Sul - SP;R$ 29,84;R$ 11,94;R$ 596,77;R$ 0,00;5.00% do Bruto
São Carlos - SP;R$ 144,65;R$ 57,86;R$ 2.893,01;R$ 0,00;5.00% do Bruto
São José - SC;R$ 393,23;R$ 74,90;R$ 15.745,64;R$ 11.292,00;10.50% do Líquido
São José do Rio Preto - SP;R$ 2.317,29;R$ 441,39;R$ 44.647,68;R$ 17.033,00;10.50% do Líquido
