Relatório ;0;;;;;;;
Entre ;01/09/2013 00:00:00 e 11/09/2013 23:59:59 ;tirado em 11/09/2013 11:53:42;;;;;;
Data/Hora;Ordem;Descrição;Pago;Troco;Valor;Forma;Feito;
00/00/0000 00:00:00;#255420/4;Certidão de Falência e Concordata ;;;10.00;Dinheiro;Não;
00/00/0000 00:00:00;#255420/4;Certidão de Falência e Concordata ;;;128.15;Dinheiro;Não;
;

00/00/0000 00:00:00;#256422/2;Certidão de Matrícula Atualizada ;;;78.40;Dinheiro;Não;
00/00/0000 00:00:00;#256422/1;Certidão de Matrícula Atualizada ;;;135.40;Dinheiro;Não;
;

00/00/0000 00:00:00;#255420/3;Distribuidor Civel ;;;163.15;Dinheiro;Não;
00/00/0000 00:00:00;#255420/3;Distribuidor Civel ;;;27.50;Dinheiro;Não;
;

00/00/0000 00:00:00;#255420/1;Justiça do Trabalho ;;;113.68;Dinheiro;Não;
00/00/0000 00:00:00;#256417/1;Justiça do Trabalho ;;;85.00;Dinheiro;Não;
;;;;Total;741.28;;;
