Referência;03/2011;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Araçatuba - SP;R$ 12,85;R$ 5,14;R$ 257,00;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Barretos - SP;R$ 44,75;R$ 17,90;R$ 895,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Bauru - SP;R$ 128,36;R$ 24,45;R$ 3.153,36;R$ 1.789,00;10.50% do Líquido
Belo Horizonte - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 75,50;R$ 30,20;R$ 1.510,00;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Brasília - DF;R$ 2.000,00;R$ 6,05;R$ 302,64;R$ 0,00;Fixo segundo semestre
Cachoeirinha - RS;R$ 1.500,00;R$ 20,60;R$ 1.030,00;R$ 0,00;Fixo terceiro semestre
Campinas - SP;R$ 795,43;R$ 318,17;R$ 15.908,60;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Caraguatatuba - SP;R$ 34,30;R$ 13,72;R$ 686,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 50,87;R$ 20,35;R$ 1.017,43;R$ 0,00;5.00% do Bruto
Catanduva - SP;R$ 2,21;R$ 0,42;R$ 65,00;R$ 41,00;10.50% do Líquido
Chapecó - SC;R$ 255,94;R$ 102,38;R$ 5.118,80;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
