Referência;12/2014;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 500,00;R$ 50,00;R$ 611,00;R$ 0,00;Fixo 500.00 semestre
Afrânio - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Águas Claras - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Americana - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Américo Brasiliense - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 10,00;R$ 880,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 500,00;R$ 50,00;R$ 1.520,00;R$ 0,00;Fixo 500.00 semestre
Angra dos Reis - RJ;R$ 500,00;R$ 50,00;R$ 643,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia  - GO;R$ 0,00;R$ 0,00;R$ 10.344,98;R$ 0,00;0.00% do Bruto
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araguaína - TO;R$ 500,00;R$ 10,00;R$ 1.117,20;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 5,60;R$ 280,00;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 50,50;R$ 20,20;R$ 1.010,00;R$ 0,00;5.00% do Bruto
Araras - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 500,00;R$ 16,22;R$ 811,00;R$ 0,00;Fixo 500.00 semestre
Ariquemes - RO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Artur Alvim - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Assis - SP;R$ 500,00;R$ 25,00;R$ 2.251,75;R$ 0,00;Fixo 500.00 semestre
Assis Chateaubriand - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Atibaia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bacabal - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bagé - RS;R$ 500,00;R$ 50,00;R$ 137,97;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 500,00;R$ 50,00;R$ 2.389,20;R$ 0,00;Fixo 500.00 semestre
Balsas - MA;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Barra da Tijuca - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barra do Garças - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barretos - SP;R$ 500,00;R$ 50,00;R$ 931,75;R$ 0,00;Fixo 500.00 semestre
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 1.500,00;R$ 150,00;R$ 5.407,02;R$ 0,00;Fixo 1500.00 semestre
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 500,00;R$ 50,00;R$ 3.845,50;R$ 0,00;Fixo 500.00 semestre
Bebedouro - SP;R$ 500,00;R$ 50,00;R$ 838,00;R$ 0,00;Fixo 500.00 semestre
Belém - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 01 - MG;R$ 158,00;R$ 63,20;R$ 3.160,00;R$ 0,00;5.00% do Bruto
Belo Horizonte LJ 02 - MG;R$ 1.000,00;R$ 100,00;R$ 309,00;R$ 0,00;Fixo 1000.00 semestre
Belo Horizonte LJ 03 - MG;R$ 500,00;R$ 50,00;R$ 260,00;R$ 0,00;Fixo 500.00 semestre
Bento Gonçalves - RS;R$ 500,00;R$ 50,00;R$ 700,00;R$ 0,00;Fixo 500.00 semestre
Betim - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Boa Esperança - MG;R$ 500,00;R$ 50,00;R$ 1.161,00;R$ 0,00;Fixo 500.00 semestre
Boa Vista - RR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Boituva - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Bom Jesus da Lapa - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bonsucesso - RJ;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Bragança Paulista - SP;R$ 0,00;R$ 50,00;R$ 10.090,35;R$ 0,00;Fixo 500.00 semestre
Brasília - LJ 03  - DF;R$ 1.500,00;R$ 150,00;R$ 1.553,87;R$ 0,00;Fixo 1500.00 semestre
Brasília LJ 04 - DF;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Brasília LJ 05 - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bruxelas - Bélgica;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Cabo de Santo Agostinho - PE;R$ 300,00;R$ 30,00;R$ 0,00;R$ 0,00;Fixo 300.00 semestre
Cabo Frio - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cáceres - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caetité - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Camaçari - BA;R$ 500,00;R$ 10,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Campina Grande - PB;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Campinas - SP;R$ 1.000,00;R$ 100,00;R$ 3.036,00;R$ 0,00;Fixo 1000.00 semestre
Campinas LJ 03 - SP;R$ 1.000,00;R$ 50,00;R$ 749,76;R$ 0,00;Fixo 1000.00 semestre
Campo Grande - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Campo Grande - RJ;R$ 500,00;R$ 50,00;R$ 9.442,00;R$ 0,00;Fixo 500.00 semestre
Campo Mourão - PR;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Campos do Jordão - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Campos dos Goytacazes - RJ;R$ 1.000,00;R$ 100,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
