Referência;01/2015;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 500,00;R$ 50,00;R$ 535,00;R$ 0,00;Fixo 500.00 semestre
Afrânio - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Águas Claras - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Americana - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Américo Brasiliense - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 10,00;R$ 1.320,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 500,00;R$ 50,00;R$ 1.845,00;R$ 0,00;Fixo 500.00 semestre
Angra dos Reis - RJ;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia  - GO;R$ 0,00;R$ 0,00;R$ 7.027,60;R$ 0,00;0.00% do Bruto
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 500,00;R$ 50,00;R$ 120,00;R$ 0,00;Fixo 500.00 semestre
Araguaína - TO;R$ 500,00;R$ 10,00;R$ 588,00;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 2,60;R$ 130,00;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 13,30;R$ 5,32;R$ 266,00;R$ 0,00;5.00% do Bruto
Araras - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 500,00;R$ 20,90;R$ 1.045,00;R$ 0,00;Fixo 500.00 semestre
Ariquemes - RO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Assis - SP;R$ 500,00;R$ 25,00;R$ 1.212,32;R$ 0,00;Fixo 500.00 semestre
Assis Chateaubriand - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Atibaia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bacabal - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bagé - RS;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 500,00;R$ 50,00;R$ 1.854,00;R$ 0,00;Fixo 500.00 semestre
Balsas - MA;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Barra da Tijuca - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barra do Garças - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barretos - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 1.500,00;R$ 150,00;R$ 13.178,00;R$ 0,00;Fixo 1500.00 semestre
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
