Referência;04/2011;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia - GO;R$ 11,87;R$ 2,26;R$ 200,00;R$ 78,00;10.50% do Líquido
Araçatuba - SP;R$ 9,50;R$ 3,80;R$ 190,00;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 4,65;R$ 1,86;R$ 93,00;R$ 0,00;5.00% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barretos - SP e Bebedouro-SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 123,85;R$ 23,59;R$ 3.093,76;R$ 1.775,00;10.50% do Líquido
Belo Horizonte - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 54,70;R$ 21,88;R$ 1.094,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bragança Paulista - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Brasília - DF;R$ 33,00;R$ 13,20;R$ 659,98;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cachoeirinha - RS;R$ 1.500,00;R$ 35,18;R$ 1.759,00;R$ 0,00;Fixo terceiro semestre
Campinas - SP;R$ 565,89;R$ 226,36;R$ 11.317,75;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 3,50;R$ 1,40;R$ 70,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 32,75;R$ 13,10;R$ 655,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 7,76;R$ 3,10;R$ 155,12;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 371,63;R$ 148,65;R$ 7.432,50;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 110,48;R$ 44,19;R$ 2.209,53;R$ 0,00;5.00% do Bruto
Dourados - MS;R$ 25,00;R$ 10,00;R$ 500,00;R$ 0,00;5.00% do Bruto
Feira de Santana - BA;R$ 95,10;R$ 38,04;R$ 1.902,00;R$ 0,00;5.00% do Bruto
Florianópolis - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Goiânia - GO;R$ 1,83;R$ 0,73;R$ 539,84;R$ 479,00;5.00% do Líquido
Guarulhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Hortolândia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ilhéus - BA;R$ 12,00;R$ 4,80;R$ 240,00;R$ 0,00;5.00% do Bruto
Indaiatuba - SP;R$ 186,87;R$ 74,75;R$ 3.737,40;R$ 0,00;5.00% do Bruto
Itabuna - BA;R$ 700,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo primeiro semestre
Itaguaí - RJ;R$ 55,95;R$ 22,38;R$ 1.119,00;R$ 0,00;5.00% do Bruto
Itaperuna - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Itu - SP;R$ 24,58;R$ 9,83;R$ 491,53;R$ 0,00;5.00% do Bruto
Jacareí - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jaraguá do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
João Pessoa - PB;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;6.00% do Bruto
Jundiaí - SP;R$ 120,45;R$ 48,18;R$ 2.409,00;R$ 0,00;5.00% do Bruto
Lajeado - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Limeira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Londrina - PR;R$ 0,14;R$ 0,03;R$ 38,00;R$ 35,00;10.50% do Líquido
Maceió - AL;R$ 7,00;R$ 2,80;R$ 140,00;R$ 0,00;5.00% do Bruto
Maringá - PR;R$ 93,91;R$ 37,56;R$ 1.878,10;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 3,25;R$ 1,30;R$ 65,00;R$ 0,00;5.00% do Bruto
Olímpia - SP;R$ 1.500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo terceiro semestre
Osasco - SP;R$ 152,65;R$ 61,06;R$ 3.053,00;R$ 0,00;5.00% do Bruto
Ourinhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Patos de Minas - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Piracicaba - SP;R$ 247,49;R$ 99,00;R$ 9.829,17;R$ 4.437,00;5.00% do Líquido
Porto Alegre - RS;R$ 406,63;R$ 77,45;R$ 7.494,90;R$ 3.285,00;10.50% do Líquido
