Referência;05/2010;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barretos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 9,00;R$ 3,60;R$ 180,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cachoeirinha - RS;R$ 700,00;R$ 0,00;R$ 1.882,30;R$ 0,00;Fixo  semestre
Campinas - SP;R$ 627,12;R$ 250,85;R$ 12.542,38;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 21,80;R$ 8,72;R$ 436,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 5,00;R$ 2,00;R$ 100,00;R$ 0,00;5.00% do Bruto
Catanduva - SP;R$ 27,24;R$ 5,19;R$ 533,47;R$ 250,00;10.50% do Líquido
Chapecó - SC;R$ 477,00;R$ 190,80;R$ 9.540,00;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Diadema - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Dourados - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Feira de Santana - BA;R$ 2,75;R$ 1,10;R$ 55,00;R$ 0,00;5.00% do Bruto
Goiânia - GO;R$ 13,22;R$ 5,29;R$ 512,50;R$ 225,00;5.00% do Líquido
Guarulhos - SP;R$ 967,62;R$ 193,52;R$ 9.676,20;R$ 0,00;10.00% do Bruto
Guaxupé - MG;R$ 188,62;R$ 35,93;R$ 1.881,00;R$ 0,00;10.50% do Líquido
Ilhéus - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Indaiatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itabuna - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaguaí - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaquaquecetuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Itu - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jaraguá do Sul - SC;R$ 61,74;R$ 24,69;R$ 1.234,70;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lajeado - RS;R$ 700,00;R$ 0,00;R$ 250,01;R$ 0,00;Fixo  semestre
Londrina - PR;R$ 178,82;R$ 34,06;R$ 1.783,25;R$ 0,00;10.50% do Líquido
Maceió - AL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Maringá - PR;R$ 3,00;R$ 1,20;R$ 60,00;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Olímpia - SP;R$ 700,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo  semestre
Osasco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Paulínia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
