Referência;01/2012;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Acre - AC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amapá - AP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amazonas - AM;R$ 136,92;R$ 54,77;R$ 2.738,40;R$ 0,00;5.00% do Bruto
Araçatuba - SP;R$ 12,49;R$ 5,00;R$ 249,80;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 32,50;R$ 13,00;R$ 650,02;R$ 0,00;5.00% do Bruto
Atibaia - SP;R$ 500,00;R$ 4,12;R$ 206,00;R$ 0,00;Fixo 500.00 semestre
Barretos - SP e Bebedouro-SP;R$ 9,50;R$ 3,80;R$ 190,00;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 176,24;R$ 33,57;R$ 4.080,10;R$ 2.218,00;10.50% do Líquido
Belém - PA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Belo Horizonte - MG;R$ 70,50;R$ 28,20;R$ 1.409,99;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 62,60;R$ 25,04;R$ 1.252,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Blumenau - SC;R$ 10,20;R$ 4,08;R$ 203,92;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 54,05;R$ 21,62;R$ 1.081,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 148,11;R$ 59,25;R$ 2.962,29;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Campinas - SP;R$ 639,74;R$ 255,90;R$ 12.794,84;R$ 0,00;5.00% do Bruto
Campo Grande - MS;R$ 11,35;R$ 4,54;R$ 227,00;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 23,00;R$ 9,20;R$ 460,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 95,20;R$ 38,08;R$ 1.904,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 8,95;R$ 3,58;R$ 179,00;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 257,99;R$ 103,19;R$ 5.159,70;R$ 0,00;5.00% do Bruto
Curitiba - PR;R$ 186,89;R$ 74,76;R$ 3.737,78;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 335,00;R$ 134,00;R$ 6.700,00;R$ 0,00;5.00% do Bruto
Funchal - São Paulo - SP;R$ 500,00;R$ 12,44;R$ 622,00;R$ 0,00;Fixo 500.00 semestre
Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Líquido
Guarapari - ES;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Guarulhos - SP;R$ 500,00;R$ 92,40;R$ 4.620,00;R$ 0,00;Fixo 500.00 semestre
Hortolândia - SP;R$ 36,52;R$ 14,61;R$ 730,31;R$ 0,00;5.00% do Bruto
Ilhéus - BA;R$ 21,00;R$ 8,40;R$ 420,00;R$ 0,00;5.00% do Bruto
Indaiatuba - SP;R$ 67,75;R$ 27,10;R$ 1.355,00;R$ 0,00;5.00% do Bruto
Itaguaí - RJ;R$ 97,01;R$ 38,80;R$ 1.940,12;R$ 0,00;5.00% do Bruto
Itaperuna - RJ;R$ 119,01;R$ 47,60;R$ 2.380,20;R$ 0,00;5.00% do Bruto
Itapetininga - SP;R$ 500,00;R$ 28,97;R$ 1.448,70;R$ 0,00;Fixo 500.00 semestre
Itu - SP;R$ 4,25;R$ 1,70;R$ 85,00;R$ 0,00;5.00% do Bruto
João Pessoa - PB;R$ 203,75;R$ 81,50;R$ 4.075,00;R$ 0,00;5.00% do Bruto
Juiz de Fora - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jundiaí - SP;R$ 108,40;R$ 43,36;R$ 2.168,00;R$ 0,00;5.00% do Bruto
Lages - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lauro de Freitas - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Limeira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Londrina - PR;R$ 151,70;R$ 28,90;R$ 2.707,60;R$ 1.141,00;10.50% do Líquido
Lucas do Rio Verde - MT;R$ 500,00;R$ 10,00;R$ 500,00;R$ 0,00;Fixo 500.00 semestre
Marajoara - São Paulo - SP;R$ 500,00;R$ 82,34;R$ 4.116,81;R$ 0,00;Fixo 500.00 semestre
Maringá - PR;R$ 56,47;R$ 22,59;R$ 1.129,47;R$ 0,00;5.00% do Bruto
Monte Sião - MG;R$ 500,00;R$ 7,40;R$ 370,00;R$ 0,00;Fixo 500.00 semestre
Montes Claros - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 44,46;R$ 17,78;R$ 889,16;R$ 0,00;5.00% do Bruto
Olímpia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Osasco - SP;R$ 649,50;R$ 259,80;R$ 12.990,00;R$ 0,00;5.00% do Bruto
Ourinhos - SP;R$ 26,50;R$ 10,60;R$ 530,00;R$ 0,00;5.00% do Bruto
Pará - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Paraíba - PB;R$ 500,00;R$ 9,00;R$ 450,00;R$ 0,00;Fixo 500.00 semestre
Patos de Minas - MG;R$ 12,83;R$ 5,13;R$ 256,65;R$ 0,00;5.00% do Bruto
Perdizes - São Paulo - SP;R$ 500,00;R$ 23,96;R$ 1.197,95;R$ 0,00;Fixo 500.00 semestre
Piauí - PI;R$ 500,00;R$ 1,20;R$ 60,00;R$ 0,00;Fixo 500.00 semestre
Piracicaba - SP;R$ 139,77;R$ 55,91;R$ 4.842,37;R$ 1.829,00;5.00% do Líquido
Ponta Grossa - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Pontes e Lacerda - MT;R$ 50,50;R$ 20,20;R$ 1.010,00;R$ 0,00;5.00% do Bruto
Porto Ferreira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Presidente Prudente - SP;R$ 0,98;R$ 0,39;R$ 19,53;R$ 0,00;5.00% do Bruto
Recife - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Resende - RJ;R$ 42,01;R$ 16,81;R$ 840,27;R$ 0,00;5.00% do Bruto
Ribeirão Preto - SP;R$ 123,01;R$ 23,43;R$ 3.143,00;R$ 1.830,00;10.50% do Líquido
Rio de Janeiro - RJ;R$ 717,48;R$ 286,99;R$ 14.349,49;R$ 0,00;5.00% do Bruto
Rio Grande da Serra – SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;10.50% do Líquido
Rondonópolis - MT;R$ 16,85;R$ 6,74;R$ 336,95;R$ 0,00;5.00% do Bruto
Salto - SP;R$ 76,57;R$ 30,63;R$ 1.531,34;R$ 0,00;5.00% do Bruto
Santa Bárbara d´Oeste - SP;R$ 32,25;R$ 12,90;R$ 645,00;R$ 0,00;5.00% do Bruto
São Bernardo do Campo - SP;R$ 117,03;R$ 46,81;R$ 2.340,58;R$ 0,00;5.00% do Bruto
São Caetano do Sul - SP;R$ 20,82;R$ 8,33;R$ 416,34;R$ 0,00;5.00% do Bruto
São Carlos - SP;R$ 53,80;R$ 21,52;R$ 1.075,98;R$ 0,00;5.00% do Bruto
São José - SC;R$ 382,89;R$ 72,93;R$ 7.652,96;R$ 3.662,00;10.50% do Líquido
São José do Rio Preto - SP;R$ 2.522,81;R$ 480,53;R$ 45.964,54;R$ 16.229,00;10.50% do Líquido
São José dos Campos - SP;R$ 662,04;R$ 264,82;R$ 13.240,89;R$ 0,00;5.00% do Bruto
São José dos Pinhais - PR;R$ 6,00;R$ 2,40;R$ 120,00;R$ 0,00;5.00% do Bruto
São Luis - MA;R$ 701,69;R$ 280,68;R$ 14.033,80;R$ 0,00;5.00% do Bruto
Saúde -  São Paulo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sorocaba - SP;R$ 8,79;R$ 1,67;R$ 140,00;R$ 50,00;10.50% do Líquido
Sumaré - SP;R$ 21,62;R$ 8,65;R$ 432,40;R$ 0,00;5.00% do Bruto
Suzano / Itaquaquecetuba / Arujá / Mogi- SP;R$ 667,57;R$ 267,03;R$ 13.351,49;R$ 0,00;5.00% do Bruto
Tatuapé - São Paulo - SP;R$ 500,00;R$ 44,20;R$ 2.210,00;R$ 0,00;Fixo 500.00 semestre
Taubaté - SP;R$ 160,00;R$ 64,00;R$ 3.200,00;R$ 0,00;5.00% do Bruto
Teresópolis - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;10.50% do Líquido
Timóteo - MG;R$ 12,00;R$ 2,40;R$ 120,00;R$ 0,00;10.00% do Bruto
Tocantins - TO;R$ 397,24;R$ 158,90;R$ 7.944,76;R$ 0,00;5.00% do Bruto
Uberaba - MG;R$ 500,00;R$ 40,29;R$ 2.014,34;R$ 0,00;Fixo 500.00 semestre
Uberlândia - MG;R$ 1.142,15;R$ 456,86;R$ 22.842,92;R$ 0,00;5.00% do Bruto
Varginha - MG;R$ 290,35;R$ 1,01;R$ 50,35;R$ 0,00;Fixo 500.00 semestre
Vinhedo - SP;R$ 500,00;R$ 22,72;R$ 1.136,00;R$ 0,00;Fixo 500.00 semestre
Vitória - ES;R$ 240,38;R$ 96,15;R$ 4.807,62;R$ 0,00;5.00% do Bruto
