Referência;08/2011;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 104,38;R$ 41,75;R$ 2.087,68;R$ 0,00;5.00% do Bruto
Aparecida de Goiânia - GO;R$ 38,10;R$ 7,26;R$ 380,00;R$ 0,00;10.50% do Líquido
Araçatuba - SP;R$ 29,69;R$ 11,87;R$ 593,71;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 71,90;R$ 28,76;R$ 1.438,00;R$ 0,00;5.00% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barretos - SP e Bebedouro-SP;R$ 39,70;R$ 15,88;R$ 794,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 23,11;R$ 9,24;R$ 462,20;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 199,51;R$ 38,00;R$ 4.558,26;R$ 2.453,00;10.50% do Líquido
Belém - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte - MG;R$ 172,46;R$ 68,98;R$ 3.449,11;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 44,50;R$ 17,80;R$ 890,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 89,61;R$ 35,84;R$ 1.792,20;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 32,76;R$ 13,10;R$ 655,11;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 18,20;R$ 7,28;R$ 364,00;R$ 0,00;5.00% do Bruto
Cachoeirinha - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Campinas - SP;R$ 737,44;R$ 294,98;R$ 14.748,80;R$ 0,00;5.00% do Bruto
Campo Grande - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Capivari - SP;R$ 18,50;R$ 7,40;R$ 370,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 106,80;R$ 42,72;R$ 2.136,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 36,97;R$ 14,79;R$ 739,31;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 252,30;R$ 100,92;R$ 5.046,00;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 5,00;R$ 2,00;R$ 100,00;R$ 0,00;5.00% do Bruto
Curitiba - PR;R$ 113,58;R$ 45,43;R$ 2.271,69;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 216,66;R$ 86,66;R$ 4.333,15;R$ 0,00;5.00% do Bruto
Dourados - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Florianópolis - SC;R$ 9,44;R$ 3,77;R$ 188,70;R$ 0,00;5.00% do Bruto
Goiânia - GO;R$ -0,92;R$ -0,37;R$ 416,40;R$ 416,00;5.00% do Líquido
Guarulhos - SP;R$ 0,00;R$ 275,98;R$ 13.798,80;R$ 0,00;0.00% do Bruto
Hortolândia - SP;R$ 22,75;R$ 9,10;R$ 455,00;R$ 0,00;5.00% do Bruto
Ilhéus - BA;R$ 46,75;R$ 18,70;R$ 935,00;R$ 0,00;5.00% do Bruto
Indaiatuba - SP;R$ 94,57;R$ 37,83;R$ 1.891,47;R$ 0,00;5.00% do Bruto
Itabuna - BA;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo segundo semestre
Itaguaí - RJ;R$ 212,12;R$ 84,85;R$ 4.242,30;R$ 0,00;5.00% do Bruto
Itaperuna - RJ;R$ 39,50;R$ 15,80;R$ 790,00;R$ 0,00;5.00% do Bruto
Itapetininga - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Itu - SP;R$ 123,95;R$ 49,58;R$ 2.479,00;R$ 0,00;5.00% do Bruto
Jacareí - SP;R$ 100,63;R$ 40,25;R$ 2.012,66;R$ 0,00;5.00% do Bruto
Jaraguá do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
João Pessoa - PB;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 187,65;R$ 75,06;R$ 3.752,95;R$ 0,00;5.00% do Bruto
Limeira - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Londrina - PR;R$ 320,01;R$ 60,95;R$ 6.428,00;R$ 3.091,00;10.50% do Líquido
Maceió - AL;R$ 35,50;R$ 14,20;R$ 710,00;R$ 0,00;5.00% do Bruto
Marajoara - São Paulo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Maringá - PR;R$ 132,85;R$ 53,14;R$ 2.656,90;R$ 0,00;5.00% do Bruto
Montes Claros - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Niterói - RJ;R$ 2,80;R$ 1,12;R$ 56,00;R$ 0,00;5.00% do Bruto
Nova Iguaçu - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
