Referência;08/2012;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Águas de Lindóia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alfenas - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amapá - AP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Amazonas - AM;R$ 99,25;R$ 39,70;R$ 1.985,00;R$ 0,00;5.00% do Bruto
Anália Franco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Apucarana - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 37,53;R$ 15,01;R$ 750,53;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 19,86;R$ 993,09;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Arapongas - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 93,00;R$ 37,20;R$ 1.860,00;R$ 0,00;5.00% do Bruto
Araruama - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araxá - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Assis - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Atibaia - SP;R$ 500,00;R$ 29,07;R$ 1.453,44;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barra da Tijuca - Rio de Janeiro - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barreiras - BA;R$ 500,00;R$ 57,00;R$ 2.849,95;R$ 0,00;Fixo 500.00 semestre
Barretos - SP;R$ 4,75;R$ 1,90;R$ 95,00;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 31,44;R$ 12,57;R$ 628,72;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 294,94;R$ 56,18;R$ 8.122,49;R$ 4.948,00;10.50% do Líquido
Belém - PA;R$ 500,00;R$ 5,30;R$ 265,00;R$ 0,00;Fixo 500.00 semestre
Belo Horizonte LJ 01 - MG;R$ 191,45;R$ 76,58;R$ 3.829,00;R$ 0,00;5.00% do Bruto
Belo Horizonte LJ 02 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 04 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 39,75;R$ 15,90;R$ 795,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 115,75;R$ 46,30;R$ 2.315,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 1,90;R$ 0,76;R$ 38,00;R$ 0,00;5.00% do Bruto
Boa Vista - RR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Boituva - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Botafogo - Rio de Janeiro - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bragança Paulista - SP;R$ 230,45;R$ 92,18;R$ 4.609,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 431,31;R$ 172,53;R$ 8.626,28;R$ 0,00;5.00% do Bruto
Brasília - LJ 02  - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cabo Frio - RJ;R$ 25,00;R$ 10,00;R$ 500,00;R$ 0,00;5.00% do Bruto
Cajamar - SP;R$ 1.000,00;R$ 7,70;R$ 385,00;R$ 0,00;Fixo 1000.00 semestre
Camaçari - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Campinas - SP;R$ 65,87;R$ 26,35;R$ 1.317,36;R$ 0,00;5.00% do Bruto
Campinas LJ 03 - SP;R$ 500,00;R$ 22,51;R$ 1.125,27;R$ 0,00;Fixo 500.00 semestre
Campo Grande - Rio de Janeiro - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Campo Mourão - PR;R$ 500,00;R$ 27,41;R$ 1.370,66;R$ 0,00;Fixo 500.00 semestre
Canaã dos Carajás - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 111,10;R$ 44,44;R$ 2.222,00;R$ 0,00;5.00% do Bruto
Cartorio Postal - Teste;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cascavel - PR;R$ 12,51;R$ 5,01;R$ 250,29;R$ 0,00;5.00% do Bruto
Ceará - CE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Centro - Rio de Janeiro - RJ;R$ 959,26;R$ 383,70;R$ 19.185,24;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 246,65;R$ 98,66;R$ 4.933,00;R$ 0,00;5.00% do Bruto
Conselheiro Lafaiete - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Cotia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Criciúma - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cristalina - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Curitiba - PR;R$ 105,28;R$ 42,11;R$ 2.105,50;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 233,50;R$ 93,40;R$ 4.670,00;R$ 0,00;5.00% do Bruto
Dracena - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Duque de Caxias - RJ;R$ 38,37;R$ 15,35;R$ 767,32;R$ 0,00;5.00% do Bruto
Embu das Artes - SP;R$ 0,00;R$ 5,91;R$ 295,60;R$ 0,00;0.00% do Bruto
Extrema - MG;R$ 500,00;R$ 60,26;R$ 3.013,20;R$ 0,00;Fixo 500.00 semestre
Fazenda Rio Grande - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
