Referência;04/2010;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barretos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Brasília - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cachoeirinha - RS;R$ 700,00;R$ 0,00;R$ 1.729,20;R$ 0,00;Fixo  semestre
Campinas - SP;R$ 964,16;R$ 385,66;R$ 19.283,15;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 28,00;R$ 11,20;R$ 560,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 15,50;R$ 6,20;R$ 310,00;R$ 0,00;5.00% do Bruto
Catanduva - SP;R$ 68,85;R$ 13,11;R$ 846,81;R$ 153,00;10.50% do Líquido
Chapecó - SC;R$ 304,50;R$ 121,80;R$ 6.090,00;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Diadema - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Dourados - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Feira de Santana - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Guarulhos - SP;R$ 640,75;R$ 128,15;R$ 6.407,45;R$ 0,00;10.00% do Bruto
Guaxupé - MG;R$ 93,66;R$ 17,84;R$ 934,00;R$ 0,00;10.50% do Líquido
Ilhéus - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Indaiatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itabuna - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaguaí - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaperuna - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaquaquecetuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Itu - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jaraguá do Sul - SC;R$ 43,87;R$ 17,55;R$ 877,37;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lajeado - RS;R$ 700,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo  semestre
Londrina - PR;R$ 147,36;R$ 28,07;R$ 1.469,55;R$ 0,00;10.50% do Líquido
Maceió - AL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Maringá - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Niterói - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Olímpia - SP;R$ 700,00;R$ 0,00;R$ 139,00;R$ 0,00;Fixo  semestre
Osasco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
