Referência;01/2013;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Águas de Lindóia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Alfenas - MG;R$ 500,00;R$ 13,84;R$ 692,05;R$ 0,00;Fixo 500.00 semestre
Amazonas - AM;R$ 41,82;R$ 16,73;R$ 836,30;R$ 0,00;5.00% do Bruto
Anália Franco - SP;R$ 800,00;R$ 32,98;R$ 1.649,00;R$ 0,00;Fixo 800.00 semestre
Ananindeua - PA;R$ 500,00;R$ 32,60;R$ 1.630,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia - GO;R$ 500,00;R$ 48,41;R$ 4.878,04;R$ 2.238,00;Fixo 500.00 semestre
Apucarana - PR;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 9,63;R$ 481,35;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 2,00;R$ 100,00;R$ 0,00;Fixo 500.00 semestre
Arapongas - PR;R$ 500,00;R$ 24,54;R$ 1.227,09;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 52,03;R$ 20,81;R$ 1.040,50;R$ 0,00;5.00% do Bruto
Araruama - RJ;R$ 200,00;R$ 6,39;R$ 319,41;R$ 0,00;Fixo 200 semestre
Araxá - MG;R$ 500,00;R$ 11,60;R$ 580,00;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Atibaia - SP;R$ 500,00;R$ 12,96;R$ 648,00;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
