Referência;08/2014;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 500,00;R$ 50,00;R$ 50,00;R$ 0,00;Fixo 500.00 semestre
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Americana - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Américo Brasiliense - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 49,20;R$ 2.460,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Angra dos Reis - RJ;R$ 500,00;R$ 50,00;R$ 3.835,33;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia  - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 44,50;R$ 2.225,00;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 53,70;R$ 2.685,00;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 54,65;R$ 21,86;R$ 1.093,00;R$ 0,00;5.00% do Bruto
Araras - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 500,00;R$ 20,70;R$ 1.035,02;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 500,00;R$ 10,52;R$ 526,04;R$ 0,00;Fixo 500.00 semestre
Assis Chateaubriand - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bacabal - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bagé - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balsas - MA;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Barretos - SP;R$ 177,29;R$ 70,92;R$ 3.545,80;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 1.500,00;R$ 150,00;R$ 4.065,00;R$ 0,00;Fixo 1500.00 semestre
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 500,00;R$ 50,00;R$ 3.204,78;R$ 0,00;Fixo 500.00 semestre
Bebedouro - SP;R$ 500,00;R$ 15,20;R$ 760,00;R$ 0,00;Fixo 500.00 semestre
Belém - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 01 - MG;R$ 255,50;R$ 102,20;R$ 5.110,00;R$ 0,00;5.00% do Bruto
Belo Horizonte LJ 02 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 03 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bento Gonçalves - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 8,80;R$ 3,52;R$ 176,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 500,00;R$ 9,00;R$ 450,00;R$ 0,00;Fixo 500.00 semestre
Blumenau - SC;R$ 46,35;R$ 18,54;R$ 927,00;R$ 0,00;5.00% do Bruto
Boa Esperança - MG;R$ 500,00;R$ 50,00;R$ 352,00;R$ 0,00;Fixo 500.00 semestre
Boa Vista - RR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Boituva - SP;R$ 500,00;R$ 43,53;R$ 2.176,44;R$ 0,00;Fixo 500.00 semestre
Bom Jesus da Lapa - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bonsucesso - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Botucatu - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Bragança Paulista - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Brasília - LJ 02  - DF;R$ 1.000,00;R$ 27,29;R$ 1.364,50;R$ 0,00;Fixo 1000.00 semestre
Brasília - LJ 03  - DF;R$ 1.500,00;R$ 150,00;R$ 1.172,22;R$ 0,00;Fixo 1500.00 semestre
Brasília LJ 04 - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bruxelas - Bélgica;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Cabo de Santo Agostinho - PE;R$ 500,00;R$ 50,00;R$ 100,00;R$ 0,00;Fixo 500.00 semestre
Cabo Frio - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caçapava - SP;R$ 300,00;R$ 30,00;R$ 1.775,00;R$ 0,00;Fixo 300.00 semestre
Caeté - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Caetité - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Camaçari - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Camaçari LJ 02 - BA;R$ 500,00;R$ 50,00;R$ 552,00;R$ 0,00;Fixo 500.00 semestre
Campinas - SP;R$ 1.000,00;R$ 16,60;R$ 830,00;R$ 0,00;Fixo 1000.00 semestre
Campinas LJ 03 - SP;R$ 1.000,00;R$ 33,09;R$ 1.654,42;R$ 0,00;Fixo 1000.00 semestre
Campo Grande - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Campo Grande - RJ;R$ 500,00;R$ 50,00;R$ 5.936,00;R$ 0,00;Fixo 500.00 semestre
Campo Mourão - PR;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Campos do Jordão - SP;R$ 500,00;R$ 50,00;R$ 451,13;R$ 0,00;Fixo 500.00 semestre
Campos dos Goytacazes - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Canaã dos Carajás - PA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Canoas - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Caratinga - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
CARATINGA - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Carioca - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Carrão - SP;R$ 1.000,00;R$ 100,00;R$ 4.005,92;R$ 0,00;Fixo 1000.00 semestre
Uruçui - PI;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caruaru - PE;R$ 500,00;R$ 50,00;R$ 420,00;R$ 0,00;Fixo 500.00 semestre
Catalão - GO;R$ 500,00;R$ 50,00;R$ 1.693,00;R$ 0,00;Fixo 500.00 semestre
Caxias do Sul - RS;R$ 500,00;R$ 50,00;R$ 9.963,39;R$ 0,00;Fixo 500.00 semestre
Ceará - CE;R$ 1.000,00;R$ 100,00;R$ 10.278,80;R$ 0,00;Fixo 1000.00 semestre
Chapadinha - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Chapecó - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Cianorte - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Conselheiro Lafaiete - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Consolação - SP;R$ 1.000,00;R$ 100,00;R$ 3.627,54;R$ 0,00;Fixo 1000.00 semestre
Contagem - MG;R$ 500,00;R$ 50,00;R$ 115,00;R$ 0,00;Fixo 500.00 semestre
Copacabana - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cotia - SP;R$ 1.000,00;R$ 128,46;R$ 6.423,20;R$ 0,00;Fixo 1000.00 semestre
Cubatão - SP;R$ 500,00;R$ 50,00;R$ 3.422,00;R$ 0,00;Fixo 500.00 semestre
Cuiabá - MT;R$ 1.500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1500.00 semestre
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Curitiba Lj 02 - PR;R$ 500,00;R$ 50,00;R$ 5.034,90;R$ 0,00;Fixo 500.00 semestre
Diadema - SP;R$ 500,00;R$ 163,39;R$ 8.169,30;R$ 0,00;Fixo 500.00 semestre
Dracena - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
