Referência;11/2012;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Águas de Lindóia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Alfenas - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amazonas - AM;R$ 23,75;R$ 9,50;R$ 475,00;R$ 0,00;5.00% do Bruto
Anália Franco - SP;R$ 500,00;R$ 39,39;R$ 1.969,50;R$ 0,00;Fixo 500.00 semestre
Ananindeua - PA;R$ 500,00;R$ 24,58;R$ 1.229,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Apucarana - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 46,00;R$ 18,40;R$ 920,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 26,03;R$ 1.301,50;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 14,28;R$ 714,00;R$ 0,00;Fixo 500.00 semestre
Arapongas - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 103,00;R$ 41,20;R$ 2.060,00;R$ 0,00;5.00% do Bruto
Araruama - RJ;R$ 500,00;R$ 17,76;R$ 888,00;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 500,00;R$ 18,10;R$ 905,00;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Atibaia - SP;R$ 500,00;R$ 6,96;R$ 348,00;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 1.000,00;R$ 12,18;R$ 609,00;R$ 0,00;Fixo 1000.00 semestre
Barra da Tijuca - Rio de Janeiro - RJ;R$ 875,00;R$ 6,74;R$ 337,00;R$ 0,00;Fixo 875.00 semestre
