Referência;03/2014;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 500,00;R$ 50,00;R$ 1.360,00;R$ 0,00;Fixo 500.00 semestre
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Americana - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Américo Brasiliense - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 50,00;R$ 2.500,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Angra dos Reis - RJ;R$ 500,00;R$ 50,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia  - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia - GO;R$ 700,00;R$ 70,00;R$ 6.682,08;R$ 0,00;Fixo 700.00 semestre
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 4,50;R$ 1,80;R$ 90,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 37,32;R$ 1.866,00;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 82,15;R$ 4.107,65;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 34,95;R$ 13,98;R$ 699,00;R$ 0,00;5.00% do Bruto
Araras - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araxá - MG;R$ 500,00;R$ 27,06;R$ 1.353,03;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 500,00;R$ 28,81;R$ 1.440,30;R$ 0,00;Fixo 500.00 semestre
Assis Chateaubriand - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
