Referência;12/2011;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Amazonas - AM;R$ 219,66;R$ 87,86;R$ 4.393,12;R$ 0,00;5.00% do Bruto
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;10.50% do Líquido
Araçatuba - SP;R$ 10,70;R$ 4,28;R$ 214,00;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 30,50;R$ 12,20;R$ 610,01;R$ 0,00;5.00% do Bruto
Atibaia - SP;R$ 500,00;R$ 12,17;R$ 608,42;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barretos - SP e Bebedouro-SP;R$ 9,50;R$ 3,80;R$ 190,00;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 4,00;R$ 1,60;R$ 80,00;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 233,60;R$ 44,49;R$ 6.425,90;R$ 3.912,00;10.50% do Líquido
Belém - PA;R$ 500,00;R$ 2,40;R$ 120,00;R$ 0,00;Fixo 500.00 semestre
Belo Horizonte - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 52,50;R$ 21,00;R$ 1.050,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 27,26;R$ 10,90;R$ 545,10;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 24,00;R$ 9,60;R$ 480,00;R$ 0,00;5.00% do Bruto
Cachoeirinha - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;6.00% do Bruto
Campinas - SP;R$ 316,92;R$ 126,77;R$ 6.338,42;R$ 0,00;5.00% do Bruto
Campo Grande - MS;R$ 16,03;R$ 6,41;R$ 320,54;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 15,50;R$ 6,20;R$ 310,00;R$ 0,00;5.00% do Bruto
Caraguatatuba - SP;R$ 105,50;R$ 42,20;R$ 2.110,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 3,62;R$ 1,45;R$ 72,40;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 196,56;R$ 78,63;R$ 3.931,27;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Curitiba - PR;R$ 41,58;R$ 16,63;R$ 831,63;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 338,90;R$ 135,56;R$ 6.778,00;R$ 0,00;5.00% do Bruto
Dourados - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Florianópolis - SC;R$ 112,26;R$ 44,91;R$ 2.245,28;R$ 0,00;5.00% do Bruto
Funchal - São Paulo - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Líquido
Guarulhos - SP;R$ 500,00;R$ 41,90;R$ 2.095,00;R$ 0,00;Fixo 500.00 semestre
Hortolândia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Ilhéus - BA;R$ 16,00;R$ 6,40;R$ 320,00;R$ 0,00;5.00% do Bruto
Indaiatuba - SP;R$ 113,65;R$ 45,46;R$ 2.273,00;R$ 0,00;5.00% do Bruto
Itaguaí - RJ;R$ 52,85;R$ 21,14;R$ 1.057,06;R$ 0,00;5.00% do Bruto
Itaperuna - RJ;R$ 64,87;R$ 25,95;R$ 1.297,48;R$ 0,00;5.00% do Bruto
Itapetininga - SP;R$ 500,00;R$ 17,13;R$ 856,70;R$ 0,00;Fixo 500.00 semestre
Itu - SP;R$ 87,70;R$ 35,08;R$ 1.754,00;R$ 0,00;5.00% do Bruto
Jaraguá do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
João Pessoa - PB;R$ 13,70;R$ 5,48;R$ 274,00;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 62,08;R$ 24,83;R$ 1.241,50;R$ 0,00;5.00% do Bruto
Limeira - SP;R$ 11,62;R$ 4,65;R$ 232,40;R$ 0,00;5.00% do Bruto
Londrina - PR;R$ 182,14;R$ 34,69;R$ 3.896,00;R$ 1.986,00;10.50% do Líquido
Lucas do Rio Verde - MT;R$ 500,00;R$ 22,80;R$ 1.140,00;R$ 0,00;Fixo 500.00 semestre
Marajoara - São Paulo - SP;R$ 500,00;R$ 28,92;R$ 1.446,00;R$ 0,00;Fixo 500.00 semestre
Maringá - PR;R$ 64,44;R$ 25,78;R$ 1.288,80;R$ 0,00;5.00% do Bruto
Monte Sião - MG;R$ 500,00;R$ 2,60;R$ 130,00;R$ 0,00;Fixo 500.00 semestre
Montes Claros - MG;R$ 8,40;R$ 3,36;R$ 167,92;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 11,00;R$ 4,40;R$ 219,99;R$ 0,00;5.00% do Bruto
Nova Iguaçu - RJ;R$ 24,75;R$ 9,90;R$ 495,00;R$ 0,00;5.00% do Bruto
Olímpia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Osasco - SP;R$ 439,20;R$ 175,68;R$ 8.784,00;R$ 0,00;5.00% do Bruto
Ourinhos - SP;R$ 40,25;R$ 16,10;R$ 805,00;R$ 0,00;5.00% do Bruto
Paraíba - PB;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Patos de Minas - MG;R$ 20,40;R$ 8,16;R$ 408,00;R$ 0,00;5.00% do Bruto
Perdizes - São Paulo - SP;R$ 500,00;R$ 15,74;R$ 787,00;R$ 0,00;Fixo 500.00 semestre
Piauí - PI;R$ 500,00;R$ 17,42;R$ 871,00;R$ 0,00;Fixo 500.00 semestre
Piracicaba - SP;R$ 262,63;R$ 105,05;R$ 8.279,26;R$ 2.654,00;5.00% do Líquido
Presidente Prudente - SP;R$ 24,42;R$ 9,77;R$ 488,40;R$ 0,00;5.00% do Bruto
Recife - PE;R$ 25,60;R$ 10,24;R$ 512,02;R$ 0,00;5.00% do Bruto
Resende - RJ;R$ 90,37;R$ 36,15;R$ 1.807,36;R$ 0,00;5.00% do Bruto
Ribeirão Preto - SP;R$ 159,18;R$ 30,32;R$ 1.516,00;R$ 0,00;10.50% do Bruto
Rio de Janeiro - RJ;R$ 622,46;R$ 248,98;R$ 12.449,17;R$ 0,00;5.00% do Bruto
Rio Grande da Serra – SP;R$ 30,01;R$ 5,72;R$ 471,00;R$ 164,00;10.50% do Líquido
Rondonópolis - MT;R$ 19,55;R$ 7,82;R$ 391,08;R$ 0,00;5.00% do Bruto
Salto - SP;R$ 10,43;R$ 4,17;R$ 208,58;R$ 0,00;5.00% do Bruto
Salvador - BA;R$ 28,87;R$ 5,50;R$ 1.202,00;R$ 873,00;10.50% do Líquido
Santa Bárbara d´Oeste - SP;R$ 171,02;R$ 68,41;R$ 3.420,38;R$ 0,00;5.00% do Bruto
São Bernardo do Campo - SP;R$ 90,65;R$ 36,26;R$ 1.812,97;R$ 0,00;5.00% do Bruto
São Caetano do Sul - SP;R$ 52,54;R$ 21,01;R$ 1.050,72;R$ 0,00;5.00% do Bruto
São Carlos - SP;R$ 34,55;R$ 13,82;R$ 690,95;R$ 0,00;5.00% do Bruto
São José - SC;R$ -37,48;R$ -7,14;R$ 10.044,03;R$ 9.949,00;10.50% do Líquido
São José do Rio Preto - SP;R$ 2.919,51;R$ 556,10;R$ 57.398,80;R$ 22.465,00;10.50% do Líquido
São José dos Campos - SP;R$ 579,17;R$ 231,67;R$ 11.583,40;R$ 0,00;5.00% do Bruto
São José dos Pinhais - PR;R$ 2,75;R$ 1,10;R$ 55,00;R$ 0,00;5.00% do Bruto
São Luis - MA;R$ 1.257,47;R$ 502,99;R$ 25.149,31;R$ 0,00;5.00% do Bruto
Simões Filho - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sorocaba - SP;R$ 7,43;R$ 1,42;R$ 160,00;R$ 82,00;10.50% do Líquido
Sumaré - SP;R$ 6,50;R$ 2,60;R$ 130,00;R$ 0,00;5.00% do Bruto
Suzano / Itaquaquecetuba / Arujá / Mogi- SP;R$ 291,42;R$ 116,57;R$ 5.828,43;R$ 0,00;5.00% do Bruto
Tatuapé - São Paulo - SP;R$ 500,00;R$ 34,13;R$ 1.706,50;R$ 0,00;Fixo 500.00 semestre
Taubaté - SP;R$ 199,33;R$ 79,73;R$ 3.986,50;R$ 0,00;5.00% do Bruto
Teresópolis - RJ;R$ 99,81;R$ 19,01;R$ 2.162,90;R$ 1.115,00;10.50% do Líquido
Timóteo - MG;R$ 40,00;R$ 8,00;R$ 400,00;R$ 0,00;10.00% do Bruto
Tocantins - TO;R$ 410,14;R$ 164,05;R$ 8.202,73;R$ 0,00;5.00% do Bruto
Uberaba - MG;R$ 500,00;R$ 38,11;R$ 1.905,52;R$ 0,00;Fixo 500.00 semestre
Uberlândia - MG;R$ 586,14;R$ 234,45;R$ 11.722,74;R$ 0,00;5.00% do Bruto
Varginha - MG;R$ 500,00;R$ 0,60;R$ 30,00;R$ 0,00;Fixo 500.00 semestre
Vinhedo - SP;R$ 500,00;R$ 24,82;R$ 1.241,00;R$ 0,00;Fixo 500.00 semestre
Vitória - ES;R$ 395,19;R$ 158,08;R$ 7.903,83;R$ 0,00;5.00% do Bruto
Vitória da Conquista - BA;R$ 3,00;R$ 1,00;R$ 50,00;R$ 0,00;6.00% do Bruto
Total;R$ 18.854,30;R$ 4.033,14;R$ 253.454,52;R$ 43.200,00
