Referência;04/2014;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 500,00;R$ 50,00;R$ 2.428,30;R$ 0,00;Fixo 500.00 semestre
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Americana - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Américo Brasiliense - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 96,20;R$ 4.810,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Angra dos Reis - RJ;R$ 500,00;R$ 50,00;R$ 801,41;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia  - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia - GO;R$ 700,00;R$ 70,00;R$ 6.963,30;R$ 0,00;Fixo 700.00 semestre
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 4,00;R$ 1,60;R$ 80,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 55,50;R$ 2.774,79;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 59,38;R$ 2.969,00;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 11,10;R$ 4,44;R$ 222,00;R$ 0,00;5.00% do Bruto
Araras - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araxá - MG;R$ 500,00;R$ 14,40;R$ 720,24;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 500,00;R$ 40,09;R$ 2.004,35;R$ 0,00;Fixo 500.00 semestre
Assis Chateaubriand - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bacabal - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bagé - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balsas - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barra da Tijuca - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barretos - SP;R$ 41,09;R$ 16,44;R$ 821,88;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 1.500,00;R$ 150,00;R$ 3.306,10;R$ 0,00;Fixo 1500.00 semestre
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
