Referência;03/2012;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Acre - AC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amapá - AP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Amazonas - AM;R$ 70,00;R$ 28,00;R$ 1.400,00;R$ 0,00;5.00% do Bruto
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Araraquara - SP;R$ 32,50;R$ 13,00;R$ 650,00;R$ 0,00;5.00% do Bruto
Atibaia - SP;R$ 500,00;R$ 42,95;R$ 2.147,28;R$ 0,00;Fixo 500.00 semestre
Barretos - SP e Bebedouro-SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 8,06;R$ 3,22;R$ 161,23;R$ 0,00;5.00% do Bruto
Batatais - SP;R$ 3,65;R$ 1,46;R$ 73,03;R$ 0,00;5.00% do Bruto
Bauru - SP;R$ 475,02;R$ 90,48;R$ 9.072,22;R$ 4.140,00;10.50% do Líquido
Belém - PA;R$ 500,00;R$ 9,58;R$ 479,00;R$ 0,00;Fixo 500.00 semestre
Belo Horizonte - MG;R$ 365,84;R$ 146,33;R$ 7.316,71;R$ 0,00;5.00% do Bruto
Betim - MG;R$ 82,50;R$ 33,00;R$ 1.650,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Bragança Paulista - SP;R$ 158,05;R$ 63,22;R$ 3.161,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 15,75;R$ 6,30;R$ 315,00;R$ 0,00;5.00% do Bruto
Cabo Frio - RJ;R$ 6,00;R$ 2,40;R$ 120,00;R$ 0,00;5.00% do Bruto
Campinas - SP;R$ 409,90;R$ 163,96;R$ 8.197,96;R$ 0,00;5.00% do Bruto
Campo Grande - MS;R$ 43,40;R$ 17,36;R$ 868,00;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
