Referência;07/2010;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barretos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 35,31;R$ 6,73;R$ 1.369,96;R$ 972,00;10.50% do Líquido
Betim - MG;R$ 55,75;R$ 22,30;R$ 1.115,00;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cachoeirinha - RS;R$ 1.000,00;R$ 0,00;R$ 1.735,00;R$ 0,00;Fixo  semestre
Campinas - SP;R$ 820,59;R$ 328,24;R$ 16.411,83;R$ 0,00;5.00% do Bruto
Capivari - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 21,00;R$ 8,40;R$ 420,00;R$ 0,00;5.00% do Bruto
Cascavel - PR;R$ 15,50;R$ 6,20;R$ 310,00;R$ 0,00;5.00% do Bruto
Catanduva - SP;R$ 24,32;R$ 4,63;R$ 431,00;R$ 180,00;10.50% do Líquido
Chapecó - SC;R$ 182,94;R$ 73,18;R$ 3.658,80;R$ 0,00;5.00% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Diadema - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Dourados - MS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Feira de Santana - BA;R$ 25,63;R$ 10,25;R$ 512,50;R$ 0,00;5.00% do Bruto
Goiânia - GO;R$ 9,00;R$ 3,60;R$ 556,00;R$ 351,00;5.00% do Líquido
Guarulhos - SP;R$ 708,10;R$ 141,62;R$ 7.081,00;R$ 0,00;10.00% do Bruto
Guaxupé - MG;R$ 54,65;R$ 10,41;R$ 545,00;R$ 0,00;10.50% do Líquido
Ilhéus - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Indaiatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itabuna - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaguaí - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaquaquecetuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Itu - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jaraguá do Sul - SC;R$ 64,55;R$ 25,82;R$ 1.291,03;R$ 0,00;5.00% do Bruto
Jundiaí - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lajeado - RS;R$ 700,00;R$ 0,00;R$ 504,00;R$ 0,00;Fixo  semestre
Londrina - PR;R$ 11,03;R$ 2,10;R$ 110,00;R$ 0,00;10.50% do Líquido
Maceió - AL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Maringá - PR;R$ 12,10;R$ 4,84;R$ 242,00;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Olímpia - SP;R$ 700,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo  semestre
Osasco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Paulínia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
