Referência;01/2014;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Açailandia - MA;R$ 500,00;R$ 50,00;R$ 1.049,00;R$ 0,00;Fixo 500.00 semestre
Alagoinhas - BA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Americana - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Américo Brasiliense - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 60,80;R$ 3.040,00;R$ 0,00;Fixo 500.00 semestre
Anápolis - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Angra dos Reis - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia  - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Aparecida de Goiânia - GO;R$ 700,00;R$ 70,00;R$ 4.312,00;R$ 0,00;Fixo 700.00 semestre
Aracaju - SE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 5,64;R$ 282,00;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 500,00;R$ 49,92;R$ 2.496,00;R$ 0,00;Fixo 500.00 semestre
Araraquara - SP;R$ 89,90;R$ 35,96;R$ 1.798,00;R$ 0,00;5.00% do Bruto
Araras - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 500,00;R$ 81,13;R$ 4.056,67;R$ 0,00;Fixo 500.00 semestre
Assis - SP;R$ 500,00;R$ 15,07;R$ 753,30;R$ 0,00;Fixo 500.00 semestre
Assis Chateaubriand - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Avaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bacabal - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bagé - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Balsas - MA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barra da Tijuca - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barretos - SP;R$ 323,98;R$ 129,59;R$ 6.479,55;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 2,60;R$ 1,04;R$ 52,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 1.500,00;R$ 150,00;R$ 8.312,50;R$ 0,00;Fixo 1500.00 semestre
Batatais - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 500,00;R$ 51,81;R$ 2.590,58;R$ 0,00;Fixo 500.00 semestre
Bebedouro - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Belém - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 01 - MG;R$ 122,55;R$ 49,02;R$ 2.451,00;R$ 0,00;5.00% do Bruto
Belo Horizonte LJ 02 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bento Gonçalves - RS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
