Referência;09/2012;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Águas de Lindóia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alagoinhas - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Alfenas - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Amapá - AP;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Amazonas - AM;R$ 21,50;R$ 8,60;R$ 430,00;R$ 0,00;5.00% do Bruto
Anália Franco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ananindeua - PA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Aparecida de Goiânia - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Apucarana - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araçatuba - SP;R$ 8,50;R$ 3,40;R$ 170,00;R$ 0,00;5.00% do Bruto
Araguaína - TO;R$ 500,00;R$ 1,21;R$ 60,45;R$ 0,00;Fixo 500.00 semestre
Araguari - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Arapongas - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Araraquara - SP;R$ 67,50;R$ 27,00;R$ 1.350,00;R$ 0,00;5.00% do Bruto
Araruama - RJ;R$ 500,00;R$ 8,27;R$ 413,25;R$ 0,00;Fixo 500.00 semestre
Araxá - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Assis - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Atibaia - SP;R$ 500,00;R$ 46,62;R$ 2.330,80;R$ 0,00;Fixo 500.00 semestre
Balneário Camboriú - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barra da Tijuca - Rio de Janeiro - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Barreiras - BA;R$ 500,00;R$ 14,56;R$ 728,00;R$ 0,00;Fixo 500.00 semestre
Barretos - SP;R$ 24,50;R$ 9,80;R$ 490,00;R$ 0,00;5.00% do Bruto
Barueri - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Barueri Lj 02 - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bauru - SP;R$ 511,05;R$ 97,34;R$ 12.588,64;R$ 7.155,00;10.50% do Líquido
Belém - PA;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Belo Horizonte LJ 01 - MG;R$ 92,50;R$ 37,00;R$ 1.850,00;R$ 0,00;5.00% do Bruto
Belo Horizonte LJ 02 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Belo Horizonte LJ 04 - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Betim - MG;R$ 16,00;R$ 6,40;R$ 320,00;R$ 0,00;5.00% do Bruto
Birigui - SP;R$ 27,50;R$ 11,00;R$ 550,00;R$ 0,00;5.00% do Bruto
Blumenau - SC;R$ 3,00;R$ 1,20;R$ 60,00;R$ 0,00;5.00% do Bruto
Boa Vista - RR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Boituva - SP;R$ 500,00;R$ 45,65;R$ 2.282,52;R$ 0,00;Fixo 500.00 semestre
Botafogo - Rio de Janeiro - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Bragança Paulista - SP;R$ 121,38;R$ 48,55;R$ 2.427,55;R$ 0,00;5.00% do Bruto
Brasília - DF;R$ 52,00;R$ 20,80;R$ 1.040,00;R$ 0,00;5.00% do Bruto
Brasília - LJ 02  - DF;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 1000.00 semestre
Cabo Frio - RJ;R$ 29,00;R$ 11,60;R$ 580,00;R$ 0,00;5.00% do Bruto
Cajamar - SP;R$ 1.000,00;R$ 9,40;R$ 470,00;R$ 0,00;Fixo 1000.00 semestre
Camaçari - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Campinas - SP;R$ 124,73;R$ 49,89;R$ 2.494,63;R$ 0,00;5.00% do Bruto
Campinas LJ 03 - SP;R$ 500,00;R$ 64,32;R$ 3.215,75;R$ 0,00;Fixo 500.00 semestre
Campo Grande - Rio de Janeiro - RJ;R$ 500,00;R$ 117,08;R$ 5.854,20;R$ 0,00;Fixo 500.00 semestre
Campo Mourão - PR;R$ 400,00;R$ 21,20;R$ 1.060,17;R$ 0,00;Fixo 400.00 semestre
Canaã dos Carajás - PA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Caraguatatuba - SP;R$ 120,05;R$ 48,02;R$ 2.401,01;R$ 0,00;5.00% do Bruto
Cartorio Postal - Teste;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cascavel - PR;R$ 31,00;R$ 12,40;R$ 620,06;R$ 0,00;5.00% do Bruto
Ceará - CE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Centro - Rio de Janeiro - RJ;R$ 728,26;R$ 291,30;R$ 14.565,12;R$ 0,00;5.00% do Bruto
Chapecó - SC;R$ 244,13;R$ 97,65;R$ 4.882,60;R$ 0,00;5.00% do Bruto
Conselheiro Lafaiete - MG;R$ 500,00;R$ 7,37;R$ 368,68;R$ 0,00;Fixo 500.00 semestre
Cotia - SP;R$ 1.000,00;R$ 4,60;R$ 230,00;R$ 0,00;Fixo 1000.00 semestre
Criciúma - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cristalina - GO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Cuiabá - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Curitiba - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Diadema - SP;R$ 254,65;R$ 101,86;R$ 5.093,00;R$ 0,00;5.00% do Bruto
Dracena - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Duque de Caxias - RJ;R$ 100,59;R$ 40,24;R$ 2.011,76;R$ 0,00;5.00% do Bruto
Embu das Artes - SP;R$ 0,00;R$ 14,51;R$ 725,25;R$ 0,00;0.00% do Bruto
Extrema - MG;R$ 500,00;R$ 9,77;R$ 488,50;R$ 0,00;Fixo 500.00 semestre
