0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    18072012                                                                                                                                                                                                                                                                                                                                                                                                000001
1045421012005DIR_CREDIT     CONSTRUTORA CUNHA LTDA                  005339901000126NB PARTICIPACOES E EMPREENDIMENTOS LTDA AV TIRADENTES, 43 SALA 06               ARACAJU                                 49082600SE3645500001                                                                                                                                          011813343           010420120000021151S/N         23042012000453Venda do imóvel registrado na Matrícula nº 13.784 - 1ª Zona Imobiliáriade Aracajú.                                                                                                                                                              013170105000130184100-1      000002
1014421019252DIR_CREDIT     PROCORDIS S A                           028630531000187UNIMED SAO GONCALO - COOP DE TRAB MEDICORUA DRº BORMAN, 51 11ª ANDAR            NITEROI                                 24020320RJ3646300001                                                                                                                                          011524314           010720040000012385N/C         24042012000403PRESTAÇÃO DE SERVIÇOS CLÍNICOS E CIRÚRGICOS NAS ESPECIALIDADES DE CAR- DIOLOGIA CLÍNICA CIRÚRGICA E VASCULAR, ALÉM DE PRESTAR ASSISTÊNCIA MÉDICA DE PRONTO SOCORRO (EMERGÊNCIA E URGÊNCIA)                                                      030079479000164184100-2      000003
1015421011667DIR_CREDIT     HERTER CEREAIS LTDA                     007053693000987NIDERA SEMENTES LTDA                    RUA DONA LAURA, 320 CONJ. 701           PORTO ALEGRE                            90430090RS3647400001                                                                                                                                          011912620           26032012000002194213266       10072012017002Venda 1000 toneladas, equivalentes a 16.666,66 sacas de 60 kg de sojaem grãos, conforme Contrato de Compra e Venda nº 13266.                                                                                                                    004830828000128184100-3      000004
1008421022487COBR_CAUC_COR  EBP - EMPRESA BRASILEIRA DE PESCADO     033304981000110SUPERMERCADOS MUNDIAL LTDA              RUADONA EMILIA, 2                       RIO DE JANEIRO                          20765110RJ36479000010154492812399/      09072012900BRADESCO S/A        2907201200000000024637600CC                                                                                                                                                                                                                                                                                                                                                                                           184102-1      000005
1032421017285DIR_CREDIT     VIAPAV CONSTRUTORA LTDA                 083102293000145PM DE CAMBORIU                          RUA GETULIO VARGAS, 77 CENTRO           CAMBORIU                                88340000SC3649100001                                                                                                                                          011688927           090620100000020275076/2010    11052012000404Prestação de serviço com fornecimento de material para pavimentação einfraestrutura e para iluminação da Estrada Geral do Braço Inferior do Municí- pio de Camboriú.                                                                            003671437000145184102-2      000006
1021421011958DIR_CREDIT     USINA CAROLO S/A ACUCAR E ALCOOL        023314594000100ALESAT COMBUSTIVEIS S/A                 R. MANOEL DE CASTRO, 1170               NATAL                                   59064010RN3648300001                                                                                                                                          011915190           2210201000000160732010.US.000812072012000407venda do volume semanal de 135m³ de ETANOL ANIDRO COMBUSTÍVEL,destinadoao mercado interno,produzido na Safra 2011/2012 e 2012/2013.                                                                                                             055109474000168184105-1      000007
1020421001229COBR_CAUC_BIC  JARI CELULOSE,PAPEL E EMBALAGENS SA     049912199000385FAB DE PAPEL PAP N SENHORA DA           RUA COMENDADOR FUNABASHI TOKUJI, 170    ITAPIRA                                 13970970SP3649200001062165210028725 01  10072012021CAMPINAS            0809201200000000010133992CC                                                                                                                                                                                                                                                                                                                                                                                           184105-2      000008
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      063079099000189MARIOMAR GENEROS ALIMENTICIOS LTDA      RUA VERGUEIRO, 5481                     SAO PAULO                               04273000SP365200000100003596000175866   28062012900BRADESCO S/A        2607201200000000000300650CC                                                                                                                                                                                                                                                                                                                                                                                           184105-3      000009
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      043410869000117MERCADINHO BEM BARATO LTDA              AV ANTONIO SYLVIO CUNHA BUENO, N 386    DIADEMA                                 09970160SP365210000100005351000176046   28062012900BRADESCO S/A        1907201200000000000280000CC                                                                                                                                                                                                                                                                                                                                                                                           184105-4      000010
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      043410869000117MERCADINHO BEM BARATO LTDA              AV ANTONIO SYLVIO CUNHA BUENO, N 386    DIADEMA                                 09970160SP365210000200007109000177166   04072012900BRADESCO S/A        2507201200000000000024150CC                                                                                                                                                                                                                                                                                                                                                                                           184105-5      000011
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      004151987000287SUPERMERCADO BIG PUBLIC DE PINDA L      AV FORTUNATO MOREIRA, 170               PINDAMONHANGABA                         12400400SP365220000100004959000176004   28062012900BRADESCO S/A        1907201200000000000307623CC                                                                                                                                                                                                                                                                                                                                                                                           184105-6      000012
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      053601191000103SUPERMERCADO MIHARA LTDA                R MOTOMO MARDA,35                       MAIRIPORA                               07600000SP365230000100005149000176024   28062012900BRADESCO S/A        1907201200000000000320000CC                                                                                                                                                                                                                                                                                                                                                                                           184105-7      000013
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      067933531000108COMERCIAL DE AVES ABATIDAS JOAO DE      R DOUTOR FERREIRA DA LUZ, 126           SAO PAULO                               02971050SP365240000100004207000175928   28062012900BRADESCO S/A        1907201200000000000320860CC                                                                                                                                                                                                                                                                                                                                                                                           184105-8      000014
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      007173090000242SUPERMERCADO PATCHI LTDA.               AV DR JANUARIO MIRAGLIA,608             CAMPOS DO JORDA                         12460000SP365250000100004916000176000   28062012900BRADESCO S/A        1907201200000000000329536CC                                                                                                                                                                                                                                                                                                                                                                                           184105-9      000015
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      008842314000224ROYAL COMERCIO E DISTRIBUIDORA LTD      AV AMARAL PEIXOTO, 348                  VOLTA REDONDA                           27253221RJ365260000100005998000177054   03072012900BRADESCO S/A        3107201200000000000066000CC                                                                                                                                                                                                                                                                                                                                                                                           184105-10     000016
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      008842314000224ROYAL COMERCIO E DISTRIBUIDORA LTD      AV AMARAL PEIXOTO, 348                  VOLTA REDONDA                           27253221RJ365260000200006048000177059   03072012900BRADESCO S/A        3107201200000000000156000CC                                                                                                                                                                                                                                                                                                                                                                                           184105-11     000017
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      008842314000224ROYAL COMERCIO E DISTRIBUIDORA LTD      AV AMARAL PEIXOTO, 348                  VOLTA REDONDA                           27253221RJ365260000300006293000177085   04072012900BRADESCO S/A        0108201200000000000090600CC                                                                                                                                                                                                                                                                                                                                                                                           184105-12     000018
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      008842314000224ROYAL COMERCIO E DISTRIBUIDORA LTD      AV AMARAL PEIXOTO, 348                  VOLTA REDONDA                           27253221RJ365260000400006331000177089   04072012900BRADESCO S/A        0108201200000000000026100CC                                                                                                                                                                                                                                                                                                                                                                                           184105-13     000019
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      059229575000123COMERCIAL FASSAO DE ALIMENTOS LTDA      AV. SANTA CRUZ, 384                     TAUBATE                                 12030000SP365270000100004860000175994   28062012900BRADESCO S/A        2307201200000000000108600CC                                                                                                                                                                                                                                                                                                                                                                                           184105-14     000020
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      059229575000123COMERCIAL FASSAO DE ALIMENTOS LTDA      AV. SANTA CRUZ, 384                     TAUBATE                                 12030000SP365270000200007877000177244   04072012900BRADESCO S/A        2907201200000000000241665CC                                                                                                                                                                                                                                                                                                                                                                                           184105-15     000021
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      004375687000109COMERCIO ATACADISTA BOIS & BICOS L      R. INGAIBAS, N. 106                     SAO PAULO                               03363050SP365280000100004070000175915A  28062012900BRADESCO S/A        1907201200000000000185526CC                                                                                                                                                                                                                                                                                                                                                                                           184105-16     000022
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      004375687000109COMERCIO ATACADISTA BOIS & BICOS L      R. INGAIBAS, N. 106                     SAO PAULO                               03363050SP365280000200004088000175915B  28062012900BRADESCO S/A        2607201200000000000185526CC                                                                                                                                                                                                                                                                                                                                                                                           184105-17     000023
1021421015830COBR_CAUC_COR  ATIBAIA ALIMENTOS ABATED AVES LTDA      011150477000170SUPERMERCADO BOM X LTDA.                AV. JOAO MANOEL,420                     ARUJA                                   07400000SP365290000100005793000176090   28062012900BRADESCO S/A        0208201200000000000383000CC                                                                                                                                                                                                                                                                                                                                                                                           184105-18     000024
