0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    01122014                                                                                                                                                                                                                                                                                                                                                                                                000001
1028421009810COBR_CAUC_BIC  VALLEE S/A                              007954091000496INTERVET DO BRASIL VETERINARIA LTD      RUA EDGAR MARCHIORI 255-DISTRITO INDUSTRVINHEDO                                 13280000SP5019800001030858272034284022  27112014007PAULISTA            2612201400000000089600400CC                                                                                                                                                                                                                                                                                                                                                                                           335165-1      000002
1013421028180COBR_CAUC_BIC  CATA TECIDOS E EMB INDUSTRIA LTDA       017821246000127SIER - IND DE PROD PLASTICOS EIREL      RUA SAO PAULO,44                        MAIRIPORA                               07600000SP501990000104271050000031861   25112014007PAULISTA            1612201400000000015839901CC                                                                                                                                                                                                                                                                                                                                                                                           335165-2      000003
1032421020243COBR_CAUC_BIC  BARCELONA SECURITIZADORA S/A            053877684000170HIDROALL DO BRASIL LTDA                 ROD VISC PORTO SEGURO2760               VALINHOS                                13278327SP502000000103150161000258      26112014021CAMPINAS            2601201500000000011162268CC                                                                                                                                                                                                                                                                                                                                                                                           335165-3      000004
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP5020100001000076560000439001  26112014007PAULISTA            1712201400000000031174646CC                                                                                                                                                                                                                                                                                                                                                                                           335165-4      000005
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP5020100002000076990000438801  26112014007PAULISTA            1712201400000000056857742CC                                                                                                                                                                                                                                                                                                                                                                                           335165-5      000006
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      007255692000249PRATA DISTRIBUIDORA PRODS.HOSPS,LT      AV.CHAFIK FRAYHA,162                    POCOS DE CALDAS                         37704371MG502070000106026488579021-4    11112014600HSBC BANK BRASIL    1201201500000000001364750CC                                                                                                                                                                                                                                                                                                                                                                                           335165-6      000007
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      007255692000249PRATA DISTRIBUIDORA PRODS.HOSPS,LT      AV.CHAFIK FRAYHA,162                    POCOS DE CALDAS                         37704371MG502070000206026496579021-3    11112014600HSBC BANK BRASIL    0201201500000000001364750CC                                                                                                                                                                                                                                                                                                                                                                                           335165-7      000008
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      007255692000249PRATA DISTRIBUIDORA PRODS.HOSPS,LT      AV.CHAFIK FRAYHA,162                    POCOS DE CALDAS                         37704371MG502070000306026500579021-2    11112014600HSBC BANK BRASIL    2312201400000000001364750CC                                                                                                                                                                                                                                                                                                                                                                                           335165-8      000009
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      007255692000249PRATA DISTRIBUIDORA PRODS.HOSPS,LT      AV.CHAFIK FRAYHA,162                    POCOS DE CALDAS                         37704371MG502070000406026518579021-1    11112014600HSBC BANK BRASIL    1312201400000000001364750CC                                                                                                                                                                                                                                                                                                                                                                                           335165-9      000010
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      007255692000249PRATA DISTRIBUIDORA PRODS.HOSPS,LT      AV.CHAFIK FRAYHA,162                    POCOS DE CALDAS                         37704371MG502070000506027883579806-1    27112014600HSBC BANK BRASIL    1201201500000000001677200CC                                                                                                                                                                                                                                                                                                                                                                                           335165-10     000011
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      007255692000249PRATA DISTRIBUIDORA PRODS.HOSPS,LT      AV.CHAFIK FRAYHA,162                    POCOS DE CALDAS                         37704371MG502070000606027891579806-2    27112014600HSBC BANK BRASIL    2201201500000000001677200CC                                                                                                                                                                                                                                                                                                                                                                                           335165-11     000012
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      007255692000249PRATA DISTRIBUIDORA PRODS.HOSPS,LT      AV.CHAFIK FRAYHA,162                    POCOS DE CALDAS                         37704371MG502070000706027905579806-3    27112014600HSBC BANK BRASIL    0102201500000000001677200CC                                                                                                                                                                                                                                                                                                                                                                                           335165-12     000013
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      007255692000249PRATA DISTRIBUIDORA PRODS.HOSPS,LT      AV.CHAFIK FRAYHA,162                    POCOS DE CALDAS                         37704371MG502070000806027913579806-4    27112014600HSBC BANK BRASIL    1102201500000000001677200CC                                                                                                                                                                                                                                                                                                                                                                                           335165-13     000014
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      010749915000158PRESTOMEDI DISTRIB.DE PRODS.P/A SA      UA PERNAMBUCO,1647                      ERECHIM                                 99700000RS502080000106022105577566-2    12092014600HSBC BANK BRASIL    1212201400000000001571500CC                                                                                                                                                                                                                                                                                                                                                                                           335165-14     000015
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      005868574001090COMERCIAL ZARAGOZA IMP.EXP.LTDA         AV. DOM PEDRO I,6707                    TAUBATE                                 12091000SP502090000106022521577809-1    22092014007PAULISTA            0912201400000000000575741CC                                                                                                                                                                                                                                                                                                                                                                                           335165-15     000016
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      005868574001090COMERCIAL ZARAGOZA IMP.EXP.LTDA         AV. DOM PEDRO I,6707                    TAUBATE                                 12091000SP502090000206022539577809-2    22092014007PAULISTA            2412201400000000000575742CC                                                                                                                                                                                                                                                                                                                                                                                           335165-16     000017
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      005868574001090COMERCIAL ZARAGOZA IMP.EXP.LTDA         AV. DOM PEDRO I,6707                    TAUBATE                                 12091000SP502090000306022547577809-3    22092014007PAULISTA            0801201500000000000575742CC                                                                                                                                                                                                                                                                                                                                                                                           335165-17     000018
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      011011226000104KLIMA COM.DE MEDICAMENTOS LTDA          AV .21 DE ABRIL,976                     BR.COTEGIPE                             99740000RS502100000106026453579056-1    11112014600HSBC BANK BRASIL    0312201400000000000595000CC                                                                                                                                                                                                                                                                                                                                                                                           335165-18     000019
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      011011226000104KLIMA COM.DE MEDICAMENTOS LTDA          AV .21 DE ABRIL,976                     BR.COTEGIPE                             99740000RS502100000206026461579056-2    11112014600HSBC BANK BRASIL    1312201400000000000595000CC                                                                                                                                                                                                                                                                                                                                                                                           335165-19     000020
1036421020394COBR_CAUC_COR  LAGROTTA AZZURRA IND COM CONF LTDA      011011226000104KLIMA COM.DE MEDICAMENTOS LTDA          AV .21 DE ABRIL,976                     BR.COTEGIPE                             99740000RS502100000306026470579056-3    11112014600HSBC BANK BRASIL    2312201400000000000595000CC                                                                                                                                                                                                                                                                                                                                                                                           335165-20     000021
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      003452053000131RINECON COM.PRODS.HOSPS.LTDA            RUA MAL.FLORIANO PEIX,610-APTO.101      DUQUE DE CAXIAS                         25075020RJ502110000106017799576197-1    08082014014RIO DE JANEIRO      0912201400000000000449000CC                                                                                                                                                                                                                                                                                                                                                                                           335165-21     000022
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      003452053000131RINECON COM.PRODS.HOSPS.LTDA            RUA MAL.FLORIANO PEIX,610-APTO.101      DUQUE DE CAXIAS                         25075020RJ502110000206017802576197-2    08082014014RIO DE JANEIRO      1912201400000000000449000CC                                                                                                                                                                                                                                                                                                                                                                                           335165-22     000023
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      003452053000131RINECON COM.PRODS.HOSPS.LTDA            RUA MAL.FLORIANO PEIX,610-APTO.101      DUQUE DE CAXIAS                         25075020RJ502110000306017811576197-3    08082014014RIO DE JANEIRO      2912201400000000000449000CC                                                                                                                                                                                                                                                                                                                                                                                           335165-23     000024
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      003452053000131RINECON COM.PRODS.HOSPS.LTDA            RUA MAL.FLORIANO PEIX,610-APTO.101      DUQUE DE CAXIAS                         25075020RJ502110000406017829576197-4    08082014014RIO DE JANEIRO      0801201500000000000449000CC                                                                                                                                                                                                                                                                                                                                                                                           335165-24     000025
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      004027894000326DUPATRI HOSPITALAR COM.IMP.EXP.LTD      RUA SAO PAULO,31                        SANTOS                                  11075330SP502120000106023527578390-1    07102014023SANTOS              0512201400000000000967500CC                                                                                                                                                                                                                                                                                                                                                                                           335165-25     000026
