0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    19042012                                                                                                                                                                                                                                                                                                                                                                                                000001
1014421017616COBR_CAUC_BIC  GPC QUIMICA S/A                         097837181001119DURATEX S.A.                            AVENIDA PAULISTA, 1938 - 8 ANDAR        SAO PAULO                               01310942SP3478900001045147290005472     10042012007PAULISTA            2304201200000000010020757CC                                                                                                                                                                                                                                                                                                                                                                                           171319-1      000002
1014421017616COBR_CAUC_BIC  GPC QUIMICA S/A                         097837181001119DURATEX S.A.                            AVENIDA PAULISTA, 1938 - 8 ANDAR        SAO PAULO                               01310942SP3478900002045147370005475     11042012007PAULISTA            2304201200000000011057927CC                                                                                                                                                                                                                                                                                                                                                                                           171319-2      000003
1007421053971COBR_CAUC_BIC  VIDA ALIMENTOS LTDA                     011457034000126GOOD MEAL COM E TRANSP DE PROD ALI      RUA ARARIPE, 206                        SAO PAULO                               03215010SP3479000001011798520004284001  10042012007PAULISTA            3004201200000000011403000CC                                                                                                                                                                                                                                                                                                                                                                                           171319-3      000004
1006421011724COBR_CAUC_COR  MONT GRANITOS S/A                       007204217000243CALILA ADMINISTRACAO E COMERCIO LT      AV CONSUL ASSAF TRAD 4634               CAMPO GRANDE                            79062200MS347910000108958447710         10042012800UNIBANCO S/A        3005201200000000010860000CC                                                                                                                                                                                                                                                                                                                                                                                           171319-4      000005
1006421011724COBR_CAUC_COR  MONT GRANITOS S/A                       007204217000243CALILA ADMINISTRACAO E COMERCIO LT      AV CONSUL ASSAF TRAD 4634               CAMPO GRANDE                            79062200MS347910000208958455711         10042012800UNIBANCO S/A        3006201200000000010860000CC                                                                                                                                                                                                                                                                                                                                                                                           171319-5      000006
1029421012194COBR_CAUC_COR  SELETA IND COM E SERV DE CONC LTDA      006372009000100MARIANTE DE JESUS CORUJA                RUA OTTO ALFREDO MULLER, N71, SALA      TRAMANDAI                               95590000RS347920000100103231MQN050812   11042012900BRADESCO S/A        0508201200000000012000000CC                                                                                                                                                                                                                                                                                                                                                                                           171319-6      000007
1008421022487COBR_CAUC_COR  EBP - EMPRESA BRASILEIRA DE PESCADO     033304981000110SUPERMERCADOS MUNDIAL LTDA              RUADONA EMILIA, 2                       RIO DE JANEIRO                          20765110RJ3479300001014995319996/       30032012900BRADESCO S/A        1904201200000000022226400CC                                                                                                                                                                                                                                                                                                                                                                                           171319-7      000008
1008421022487COBR_CAUC_COR  EBP - EMPRESA BRASILEIRA DE PESCADO     033304981000110SUPERMERCADOS MUNDIAL LTDA              RUADONA EMILIA, 2                       RIO DE JANEIRO                          20765110RJ34793000020149956610002/      31032012900BRADESCO S/A        2004201200000000019733280CC                                                                                                                                                                                                                                                                                                                                                                                           171319-8      000009
1007421053076COBR_CAUC_BIC  WORLD TRACTOR COML IMP LTDA             033042730001348CIA SIDERURGICA NACIONAL                RUA ENG FRANCISCO PITTA BRITTO,138      SAO PAULO                               04753900SP3479400001011798102278        10042012007PAULISTA            3005201200000000020413604CC                                                                                                                                                                                                                                                                                                                                                                                           171319-9      000010
1007421053076COBR_CAUC_BIC  WORLD TRACTOR COML IMP LTDA             033042730001348CIA SIDERURGICA NACIONAL                RUA ENG FRANCISCO PITTA BRITTO,138      SAO PAULO                               04753900SP3479400002011798362276        10042012007PAULISTA            3005201200000000016097378CC                                                                                                                                                                                                                                                                                                                                                                                           171319-10     000011
1010000000000DIR_CREDIT     AGRO INDUSTRIAL TABU S.A.               050706019000126CAMPARI DO BRASIL LTDA                  ALAMEDA RIO NEGRO, 585 CJ 62            ALPHAVILLE                              06454000SP3477800001                                                                                                                                          011804710           010920110000021042252         10042012000403FORNECIMENTO DE DESTILADO ALCOOLICO DE CANA                                                                                                                                                                                                     009053646000101171320-1      000012
1021420930887COBR_CAUC_BIC  DEDINI S/A INDUSTRIAS DE BASE           075717355001177USINA DE ACUCAR SANTA TEREZINHA LT      AV MARCELO MESSIAS BUSIQUIA 847 PQ INDUSMARINGA                                 87065006PR348080000106315221153373-09-  12042012016CURITIBA            2704201200000000033000000CC                                                                                                                                                                                                                                                                                                                                                                                           171320-2      000013
1021420930887COBR_CAUC_BIC  DEDINI S/A INDUSTRIAS DE BASE           075717355001177USINA DE ACUCAR SANTA TEREZINHA LT      AV MARCELO MESSIAS BUSIQUIA 847 PQ INDUSMARINGA                                 87065006PR348080000206315239153344-09-  12042012016CURITIBA            2704201200000000011552000CC                                                                                                                                                                                                                                                                                                                                                                                           171320-3      000014
1021420930887COBR_CAUC_BIC  DEDINI S/A INDUSTRIAS DE BASE           075717355001177USINA DE ACUCAR SANTA TEREZINHA LT      AV MARCELO MESSIAS BUSIQUIA 847 PQ INDUSMARINGA                                 87065006PR348080000306315255152853-09-  12042012016CURITIBA            2704201200000000012292000CC                                                                                                                                                                                                                                                                                                                                                                                           171320-4      000015
1014421000268COBR_CAUC_BIC  DOARBELLEZA PRODUTOS DE BELEZA LTD      008055366000170MRIO COMERCIO DE COSMETICO E ALIME      AVN BRASIL 12900                        RIO DE JANEIRO                          21012351RJ3480900001045154070028681     14032012014RIO DE JANEIRO      1405201200000000011994409CC                                                                                                                                                                                                                                                                                                                                                                                           171320-5      000016
1014421000268COBR_CAUC_BIC  DOARBELLEZA PRODUTOS DE BELEZA LTD      008055366000170MRIO COMERCIO DE COSMETICO E ALIME      AVN BRASIL 12900                        RIO DE JANEIRO                          21012351RJ3480900002045154150028685     14032012014RIO DE JANEIRO      1405201200000000013592286CC                                                                                                                                                                                                                                                                                                                                                                                           171320-6      000017
1014421000268COBR_CAUC_COR  DOARBELLEZA PRODUTOS DE BELEZA LTD      066471517000258DPC DISTRIBUIDOR ATACADISTA S/A         ROD MG 329 KM 1,8                       CARATINGA                               35303136MG3481000001045153930029608     30032012900BRADESCO S/A        0207201200000000015038688CC                                                                                                                                                                                                                                                                                                                                                                                           171320-7      000018
1046421001443COBR_CAUC_COR  COSTAO DO SANTINHO TUR E LAZER LTDA     054995261000541STOLLER DO BRASIL                       RUA SELMA PARADA,201-2 ANDAR            CAMPINAS                                13091904SP348110000100005502134373      11042012900BRADESCO S/A        0205201200000000012961063CC                                                                                                                                                                                                                                                                                                                                                                                           171320-8      000019
1007421053076COBR_CAUC_BIC  WORLD TRACTOR COML IMP LTDA             033042730001348CIA SIDERURGICA NACIONAL                RUA ENG FRANCISCO PITTA BRITTO,138      SAO PAULO                               04753900SP3481200001011821282282        11042012007PAULISTA            3005201200000000016470939CC                                                                                                                                                                                                                                                                                                                                                                                           171320-9      000020
1019421009811DIR_CREDIT     TRATENGE ENGENHARIA LTDA                046523239000147PM DE SAO BERNARDO DO CAMPO             PC SAMUEL SABATINI, 50 CENTRO           SAO BERNARDO DO CAMP                    09750700SP3482200001                                                                                                                                          011820217           130820100000015224193/2010    12042012000403construcao do hospital de clinicas com area de 35.127,07 m2, em terreno situado à estrada dos alvarengas, nr 999, inclusive com fornecimento de projetos e instalacoes                                                                          006098460000180171320-10     000021
1044421013780DIR_CREDIT     LATICINIOS SAO PEDRO LTDA               008281073000100EMATER/RN                               BR 101 KM 0 CENTRO ADMINISTRATIVO ESTADOLAGOA NOVA                              59064901RN3482400001                                                                                                                                          011766580           220920100000017982107/10      30032012003901FORNECIMENTO DE LEITE PASTEURIZADO TIPO "C" PARA COMBATE À FOME -PROGRAMA DO LEITE NO ESTADO DO RN.                                                                                                                                             024589517000126171320-11     000022
1007421048919DIR_CREDIT     F C RENTAL LOCACAO MAQ. E VEIC LTDA     044780609000104PM DE BARRETOS                          RUA TRINTA, 564                         BARRETOS                                14780120SP3482500001                                                                                                                                          011800463           240520100000017535            26032012000403Serviços de recapeamento asfáltico nas avenidas de Barretos, contrato85/2010, execução de pavimentação asfáltica em CBUQ, contrato 087/2010, serviçode regularização com CBUQ, contrato 201/10.                                                 007230971000177171320-12     000023
1020421001229COBR_CAUC_COR  JARI CELULOSE,PAPEL E EMBALAGENS SA     084046101037194BUNGE ALIMENTOS S/A                     RUA PEDRO SIMON,33                      GASPAR                                  89110000SC3482600001061650130105396 01  15032012800UNIBANCO S/A        0105201200000000002247096CC                                                                                                                                                                                                                                                                                                                                                                                           171320-13     000024
