0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    08032012                                                                                                                                                                                                                                                                                                                                                                                                000001
1014441017721DIR_CREDIT     TV OMEGA LTDA                           030902803000100IGREJA INTERNACIONAL DA GRACA DE DEUS   ESR DOS BANDEIRANTES, 1000              TAQUARA                                 22710112RJ3391700001                                                                                                                                          011758188           280920090000010207            15022012000403CONTRATO DE CESSAO ONEROSA DE ESPAÇO TELEVISIVO E PRESTAÇÃO DE SERVIÇOS CONEXOS                                                                                                                                                                 002131538000322166011-1      000002
1014441017721DIR_CREDIT     TV OMEGA LTDA                           030902803000100IGREJA INTERNACIONAL DA GRACA DE DEUS   EST DOS BANDEIRANTES, 1000              TAQUARA                                 22710112RJ3391800001                                                                                                                                          011758188           010420100000012859            15022012000403Cessão onerosa de espaço televisivo,ref. programação a ser veiculada e exibida por todas as emissoras da rede tv!, de segunda a sexta-feira,c/duração de 3h e 30 min,c/início às 5h e término às 8h e 30min.                                    002131538000322166011-2      000003
1049000000000DIR_CREDIT     EMBRACOL EMPRESA BRASILEIRA DE CONS     079245296000160MEPAR MERCADO DE PARAFUSOS LTDA         RUA FERNANDO MACHADO, 3240-D            CHAPECO                                 89804000SC3416700001                                                                                                                                          481001533           140220120000020786            29022012000404Prestação, pelo contratado, a mão de obra e materiais para construçãoparcial de um edifício de fins comerciais com área construída de 5.603,35 m²,para execução de fundações,estruturas de concreto armado,alvenarias de tijolos.               003430901000101166011-3      000004
1015421001149DIR_CREDIT     GREMIO FOOTBALL PORTO ALEGRENSE         091235549002407VONPAR REFRESCOS S/A                    AV. ASSIS BRASIL 11200                  PORTO ALEGRE                            91140000RS3417900001                                                                                                                                          011772110           070220110000017629255/MKT/10  02032012000403PARCERIA COMERCIAL COM CLAUSULA DE EXCLUSIVIDADE DE COMERCIALIZAÇÃO DE PRODUTOS, MARKETING E DIVULGAÇÃO DE IMAGEM                                                                                                                               092797901000174166011-4      000005
1015421001149DIR_CREDIT     GREMIO FOOTBALL PORTO ALEGRENSE         087834883000113TRAMONTINA FARROUPILHA S/A              RODOVIA RS 122 KM 61                    FARROUPILHA                             95180000RS3418000001                                                                                                                                          011772110           130120110000017640S/N         02032012000403patrocinio da tramontina às equipes de futebol de campo do gremio, vi- sando à divulgação e estruturação da marca tramontina, de propriedade da patro-cinadora, atraves da inserção de sua marca tramontina.                                    092797901000174166011-5      000006
1028421002719COBR_CAUC_COR  SIPCAM UPL BRASIL S/A                   003831184000120JC FLORINDO                             AVENIDA DEPUTADO HITLER SANSAO, 345     BARRA DO BUGRES                         78390000MT342040000102756680DL01654301  29022012800UNIBANCO S/A        3004201200000000022000000CC                                                                                                                                                                                                                                                                                                                                                                                           166011-6      000007
1015421010253COBR_CAUC_BIC  MUNDIAL S/A PRODUTOS DE CONSUMO         050306471000109ETILUX INDUSTRIA E COMERCIO LTDA        RUA AMADEU POLI 940                     SAO PAULO                               02188020SP3420500001009244615600145502  05032012007PAULISTA            1306201200000000010010448CC                                                                                                                                                                                                                                                                                                                                                                                           166011-7      000008
1015421010253COBR_CAUC_BIC  MUNDIAL S/A PRODUTOS DE CONSUMO         050306471000109ETILUX INDUSTRIA E COMERCIO LTDA        RUA AMADEU POLI 940                     SAO PAULO                               02188020SP3420500002009244705600145503  05032012007PAULISTA            2006201200000000010010448CC                                                                                                                                                                                                                                                                                                                                                                                           166011-8      000009
1007421031242COBR_CAUC_BIC  GP GUARDA PATRIMONIAL DE S.P. LTDA      056998982000107BRISTOL MYERSSQUIBB FARMACEUTICA        RUA CARLOS GOMESN924                    SAO PAULO                               04743903SP34206000010004225077309       05032012007PAULISTA            0404201200000000017076057CC                                                                                                                                                                                                                                                                                                                                                                                           166011-9      000010
1028421003324COBR_CAUC_COR  UNIAO COMERCIO IMP. E EXP. LTDA         004716788000198RS PRODUTOS ALIMENTICIOS LTDA - ME      R VINHOSA PAVMT ,112 VINHO ITAPERU      ITAPERUNA                               28300000RJ3422400001009078000010027129  05122011900BRADESCO S/A        2703201200000000000139010CC                                                                                                                                                                                                                                                                                                                                                                                           166011-10     000011
