0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    29052013                                                                                                                                                                                                                                                                                                                                                                                                000001
1029141008057COBR_CAUC_BIC  COMERCIAL DE TABACOS MICHELON LTDA      005648120000385TABACUM INTERAMERICAN COM. EXP. FU      EST. RST 287 S/N KM 78,1,0              VENANCIO AIRES                          95800000RS42163000010995862121999/540A  21052013015PORTO ALEGRE        2608201300000000014474195TD                                                                                                                                                                                                                                                                                                                                                                                           238770-1      000002
1029141008057COBR_CAUC_BIC  COMERCIAL DE TABACOS MICHELON LTDA      005648120000385TABACUM INTERAMERICAN COM. EXP. FU      EST. RST 287 S/N KM 78,1,0              VENANCIO AIRES                          95800000RS42163000020995863922048/541A  21052013015PORTO ALEGRE        2808201300000000014475780TD                                                                                                                                                                                                                                                                                                                                                                                           238770-2      000003
1019421010259COBR_CAUC_COR  L & S INTERBANK FOMENTO LTDA            061156568002720CONSTRAN S.A. CONSTRUCOES E COMERC      AV. DO LAGO, O QD 13                    SAO SIMAO                               75890000GO4216400001067275880002-4      24042013900BRADESCO S/A        0906201300000000015977177CC                                                                                                                                                                                                                                                                                                                                                                                           238770-3      000004
1046421006020COBR_CAUC_BIC  RUELL IMPORTACAO E EXPORTACAO LTDA      004744781000341ADM COM. DE ROUPAS LTDA                 ALAMEDA STO AMARO,326                   SAO PAULO                               04745001SP4216200001019360971802/01     16052013007PAULISTA            1308201300000000010919670CC                                                                                                                                                                                                                                                                                                                                                                                           238770-4      000005
1046421006020COBR_CAUC_BIC  RUELL IMPORTACAO E EXPORTACAO LTDA      004744781000341ADM COM. DE ROUPAS LTDA                 ALAMEDA STO AMARO,326                   SAO PAULO                               04745001SP4216200002019361601802/05     16052013007PAULISTA            1312201300000000010919666CC                                                                                                                                                                                                                                                                                                                                                                                           238770-5      000006
1046421006020COBR_CAUC_BIC  RUELL IMPORTACAO E EXPORTACAO LTDA      004744781000341ADM COM. DE ROUPAS LTDA                 ALAMEDA STO AMARO,326                   SAO PAULO                               04745001SP4216200003019362081802/04     16052013007PAULISTA            1311201300000000010919666CC                                                                                                                                                                                                                                                                                                                                                                                           238770-6      000007
1046421006020COBR_CAUC_BIC  RUELL IMPORTACAO E EXPORTACAO LTDA      004744781000341ADM COM. DE ROUPAS LTDA                 ALAMEDA STO AMARO,326                   SAO PAULO                               04745001SP4216200004019362161802/03     16052013007PAULISTA            1310201300000000010919666CC                                                                                                                                                                                                                                                                                                                                                                                           238770-7      000008
1046421006020COBR_CAUC_BIC  RUELL IMPORTACAO E EXPORTACAO LTDA      004744781000341ADM COM. DE ROUPAS LTDA                 ALAMEDA STO AMARO,326                   SAO PAULO                               04745001SP4216200005019362241802/02     16052013007PAULISTA            1309201300000000010919666CC                                                                                                                                                                                                                                                                                                                                                                                           238770-8      000009
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  008528576000138R & J COMERCIO DE BATERIAS LTDA         AV AMARALINA 1320                       FEIRA DE SANTAN                         44028186BA422010000100664854024174316   12032013600HSBC BANK BRASIL    3001201400000000002214094CC                                                                                                                                                                                                                                                                                                                                                                                           238771-1      000010
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  000594953000125COMERCIAL AMAJAX LTDA.                  AV. JK , 2820                           GOVERNADOR VALA                         35045250MG422060000100664862024293717   12032013600HSBC BANK BRASIL    2202201400000000003322707CC                                                                                                                                                                                                                                                                                                                                                                                           238771-2      000011
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  000594953000125COMERCIAL AMAJAX LTDA.                  AV. JK , 2820                           GOVERNADOR VALA                         35045250MG422060000200664871024293718   12032013600HSBC BANK BRASIL    2203201400000000010000000CC                                                                                                                                                                                                                                                                                                                                                                                           238771-3      000012
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010353610000122ECOMBAT COM DE BATERIAS LTDA            TRV CAPITAO EUFRASIN DE ANDRADE N. 1024 CASTANHAL                               68743610PA422050000100664803025155003   02052013050BELEM               3011201300000000002085229CC                                                                                                                                                                                                                                                                                                                                                                                           238771-4      000013
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010353610000122ECOMBAT COM DE BATERIAS LTDA            TRV CAPITAO EUFRASIN DE ANDRADE N. 1024 CASTANHAL                               68743610PA422050000200664811025155004   02052013050BELEM               3012201300000000002085229CC                                                                                                                                                                                                                                                                                                                                                                                           238771-5      000014
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010353610000122ECOMBAT COM DE BATERIAS LTDA            TRV CAPITAO EUFRASIN DE ANDRADE N. 1024 CASTANHAL                               68743610PA422050000300664820025155005   02052013050BELEM               3001201400000000002085229CC                                                                                                                                                                                                                                                                                                                                                                                           238771-6      000015
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010353610000122ECOMBAT COM DE BATERIAS LTDA            TRV CAPITAO EUFRASIN DE ANDRADE N. 1024 CASTANHAL                               68743610PA422050000400664838025155006   02052013050BELEM               2802201400000000002085229CC                                                                                                                                                                                                                                                                                                                                                                                           238771-7      000016
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007400193000117J G MONTEIRO DA SILVA ME                RODOVIA TRANSAMAZONICA S N KM 1,5 LOTE 4MARABA                                  68502700PA42204000010066490125156407    02052013050BELEM               3011201300000000001927052CC                                                                                                                                                                                                                                                                                                                                                                                           238771-8      000017
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007400193000117J G MONTEIRO DA SILVA ME                RODOVIA TRANSAMAZONICA S N KM 1,5 LOTE 4MARABA                                  68502700PA42204000020066489725156408    02052013050BELEM               3012201300000000001927052CC                                                                                                                                                                                                                                                                                                                                                                                           238771-9      000018
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007400193000117J G MONTEIRO DA SILVA ME                RODOVIA TRANSAMAZONICA S N KM 1,5 LOTE 4MARABA                                  68502700PA42204000030066491925156409    02052013050BELEM               3001201400000000001927052CC                                                                                                                                                                                                                                                                                                                                                                                           238771-10     000019
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  014549574000128BETAJAX SUL BATERIAS LTDA ME            RUA GERALDO RODRIGUES SANCHES 100       SAO JOSE DO RIO                         15061395SP422030000100664846024559415   17102012022RIBEIRAO PRETO      1512201300000000004959254CC                                                                                                                                                                                                                                                                                                                                                                                           238771-11     000020
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  001564185000120COMERCIAL AMAJAX VITORIA LTDA           RUA BURARAMA 40                         VILA VELHA                              29111270ES422020000100664889024410316   12032013600HSBC BANK BRASIL    2201201400000000003697742CC                                                                                                                                                                                                                                                                                                                                                                                           238771-12     000021
1050421000089COBR_CAUC_BIC  ATIVO ALIMENTOS EXP E IMP EIRELI        028664456000337SUPERMERCADO CRISTAL LTDA               RUA ANTONIO JOSE BITTENCOURT 429        RIO DE JANEIRO                          26535000RJ421800000100454566192874/1    21052013014RIO DE JANEIRO      0706201300000000027038049CC                                                                                                                                                                                                                                                                                                                                                                                           238771-13     000022
1032420934675COBR_CAUC_BIC  ELIANE S/A REVESTIMENTOS CERAMICOS      010551329000285CCP MAGNOLIA EMPREENDIMENTOS IMOBI      AV DAS AMERICAS, 3500 BLOCO 1 SALA 408  RIO DE JANEIRO                          22640102RJ421780000101793960DPL204846A  21052013014RIO DE JANEIRO      1207201300000000018630225CC                                                                                                                                                                                                                                                                                                                                                                                           238771-14     000023
1024421008781COBR_CAUC_COR  GRUPAL AGROINDUSTRIAL S.A               002797149000179COOPERATIVA AGROPECUARIA SUL            R THOME DE SOUZA, 464                   XANXERE                                 89820000SC42179000010201576017432       22052013600HSBC BANK BRASIL    2206201300000000027000000CC                                                                                                                                                                                                                                                                                                                                                                                           238771-15     000024
