0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    23012015                                                                                                                                                                                                                                                                                                                                                                                                000001
1050421000089COBR_CAUC_BIC  ATIVO ALIMENTOS EXP E IMP EIRELI        013364572000100CRISTHA FOODS ALIMENTOS LTDA            R MARIA GONZAGA 19                      SAO JOAO DE MER                         25535482RJ505150000100630747292938/1    16012015014RIO DE JANEIRO      1502201500000000024523678CC                                                                                                                                                                                                                                                                                                                                                                                           341930-1      000002
1032421033965COBR_CAUC_BIC  TUPER S/A                               008070508012184RAIZEN ENERGIA S.A                      ACESSO B. COSTA PINTO, S/N AREA 1       PIRACICABA                              13411900SP5052100001032024380020763 01  19012015021CAMPINAS            0203201500000000011846356CC                                                                                                                                                                                                                                                                                                                                                                                           342411-1      000003
1048421002195COBR_CAUC_COR  SERVIMED COMERCIAL LTDA                 007433653000103MACER DISTR LTDA                        AV CORONEL NOGUEIRA PADILHA 605         SOROCABA                                17047310SP50522000010257299063488324    16012015900BRADESCO S/A        2002201500000000014186739CC                                                                                                                                                                                                                                                                                                                                                                                           342411-2      000004
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000106029207580193-3    04122014007PAULISTA            1203201500000000000220633CC                                                                                                                                                                                                                                                                                                                                                                                           342411-3      000005
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000206029215580193-2    04122014007PAULISTA            2502201500000000000220633CC                                                                                                                                                                                                                                                                                                                                                                                           342411-4      000006
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000306029444580196-3    04122014007PAULISTA            1203201500000000001052800CC                                                                                                                                                                                                                                                                                                                                                                                           342411-5      000007
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000406029452580196-2    04122014007PAULISTA            2502201500000000001052800CC                                                                                                                                                                                                                                                                                                                                                                                           342411-6      000008
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000506029461580196-1    04122014007PAULISTA            1002201500000000001052800CC                                                                                                                                                                                                                                                                                                                                                                                           342411-7      000009
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000606029479580194-3    04122014007PAULISTA            1203201500000000000176500CC                                                                                                                                                                                                                                                                                                                                                                                           342411-8      000010
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000706029487580194-2    04122014007PAULISTA            2502201500000000000176500CC                                                                                                                                                                                                                                                                                                                                                                                           342411-9      000011
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000806029495580194-1    04122014007PAULISTA            1002201500000000000176500CC                                                                                                                                                                                                                                                                                                                                                                                           342411-10     000012
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260000906029509580193-1.   04122014007PAULISTA            1002201500000000000220634CC                                                                                                                                                                                                                                                                                                                                                                                           342411-11     000013
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260001006029738580234-1    08122014007PAULISTA            1402201500000000000544000CC                                                                                                                                                                                                                                                                                                                                                                                           342411-12     000014
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260001106029746580234-2    08122014007PAULISTA            0103201500000000000544000CC                                                                                                                                                                                                                                                                                                                                                                                           342411-13     000015
1036421020394COBR_CAUC_BIC  LAGROTTA AZZURRA IND COM CONF LTDA      054801535000433CENTRO METROPOLITANO DE COSMETICOS      AV.LAURO DE GUDMAO S,200-LT.2 QD.B      GUARULHOS                               07140010SP505260001206029754580234-3    08122014007PAULISTA            1603201500000000000544000CC                                                                                                                                                                                                                                                                                                                                                                                           342411-14     000016
