0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    02042012                                                                                                                                                                                                                                                                                                                                                                                                000001
1032420934675COBR_CAUC_BIC  ELIANE S/A REVESTIMENTOS CERAMICOS      013306123000105CONSORCIO TRANSCARIOCA BRT              RUA NACIONAL, 287                       RIO DE JANEIRO                          22710091RJ345800000100410641NDP003639B  27032012014RIO DE JANEIRO      0205201200000000012500000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-1      000002
1032420934675COBR_CAUC_BIC  ELIANE S/A REVESTIMENTOS CERAMICOS      013306123000105CONSORCIO TRANSCARIOCA BRT              RUA NACIONAL, 287                       RIO DE JANEIRO                          22710091RJ345800000200410650NDP003639C  27032012014RIO DE JANEIRO      0406201200000000012500000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-2      000003
1006441006860COBR_CAUC_COR  MONT GRANITOS S/A                       007204217000243CALILA ADMINISTRACAO E COMERCIO SA      R. CONSUL ASSAF TRAD,4634               CAMPO GRANDE                            79062200MS345810000108943784702-1       28032012900BRADESCO S/A        3004201200000000010860000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-3      000004
1006441000781COBR_CAUC_COR  IMARF BENEFICIAMENTO DE GRANITOS LT     007204217000243CALILA ADMINISTRACAO E COMERCIO         R. CONSUL ASSAF TRAD,4634               CAMPO GRANDE                            79062200MS3458200001089437761673-1      28032012800UNIBANCO S/A        3004201200000000018429473CC                                                                                                                                                                                                                                                                                                                                                                                           169112-4      000005
1046421006771COBR_CAUC_BIC  MILANO ESTRUTURAS METALICAS LTDA        058580465000491ALUSA ENGENHARIA SA                     AV DR CARDOSO DE MELLO, ,1855-BL 1      SAO PAULO                               04548005SP34583000010141724319000/01    27032012007PAULISTA            2505201200000000020000000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-5      000006
1046421006771COBR_CAUC_BIC  MILANO ESTRUTURAS METALICAS LTDA        058580465000491ALUSA ENGENHARIA SA                     AV DR CARDOSO DE MELLO, ,1855-BL 1      SAO PAULO                               04548005SP34583000020141725119001/01    27032012007PAULISTA            3005201200000000020000000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-6      000007
1046421006771COBR_CAUC_BIC  MILANO ESTRUTURAS METALICAS LTDA        058580465000491ALUSA ENGENHARIA SA                     AV DR CARDOSO DE MELLO, ,1855-BL 1      SAO PAULO                               04548005SP34583000030141726019002/01    27032012007PAULISTA            2506201200000000020000000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-7      000008
1046421006771COBR_CAUC_BIC  MILANO ESTRUTURAS METALICAS LTDA        058580465000491ALUSA ENGENHARIA SA                     AV DR CARDOSO DE MELLO, ,1855-BL 1      SAO PAULO                               04548005SP34583000040141727819003/01    27032012007PAULISTA            2906201200000000020000000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-8      000009
1046421006771COBR_CAUC_BIC  MILANO ESTRUTURAS METALICAS LTDA        058580465000491ALUSA ENGENHARIA SA                     AV DR CARDOSO DE MELLO, ,1855-BL 1      SAO PAULO                               04548005SP34583000050141728619006/01    27032012007PAULISTA            2007201200000000020000000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-9      000010
1046421006771COBR_CAUC_BIC  MILANO ESTRUTURAS METALICAS LTDA        058580465000491ALUSA ENGENHARIA SA                     AV DR CARDOSO DE MELLO, ,1855-BL 1      SAO PAULO                               04548005SP34583000060141729419007/01    27032012007PAULISTA            2507201200000000020000000CC                                                                                                                                                                                                                                                                                                                                                                                           169112-10     000011
1032421006615COBR_CAUC_BIC  LATINA TEXTIL INDUSTRIA LTDA            006149440000191GIMATEX COMERCIO DE TECIDOS LTDA        ALMIRANTE BARROSO,252                   SAO PAULO                               03025000SP34584000010041585624280 01    27032012007PAULISTA            2404201200000000010123726CC                                                                                                                                                                                                                                                                                                                                                                                           169112-11     000012
1007421032516COBR_CAUC_BIC  NITRIFLEX SP IND E COM DE BORRACHAS     0459853710033953M DO BRASIL LTDA.                      VIA ANHAGUERA, KM 110                   SUMARE                                  13065830SP345850000101157441000953801   28032012021CAMPINAS            0704201200000000010465651CC                                                                                                                                                                                                                                                                                                                                                                                           169112-12     000013
