0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    19122014                                                                                                                                                                                                                                                                                                                                                                                                000001
1007421034080COBR_CAUC_BIC  SIDMEX INTERNACIONAL LTDA               012812360000258CAPRION COMERCIO DE PRODUTOS TEXTE      R. RIBEIRO DE ,282-6O ANDAR- SALA       SAO PAULO                               01122000SP503120000103512711110713      12122014007PAULISTA            2302201500000000012965474CC                                                                                                                                                                                                                                                                                                                                                                                           337577-1      000002
1007421055095COBR_CAUC_COR  PLASTER COM DE RESINAS PLAST EIRELI     044207389000116TEXTIL NORBERTO SIMIONATO S/A           R MARIA SIMIONE SIMIONATO,210           ARARAS                                  13606053SP503130000100024359045665/A    05122014900BRADESCO S/A        0501201500000000017902500CC                                                                                                                                                                                                                                                                                                                                                                                           337577-2      000003
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100001032121642735J       14082014700BANCO REAL- ABN AMRO1007201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-3      000004
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100002032122022735D       14082014700BANCO REAL- ABN AMRO1001201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-4      000005
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100003032122112735E       14082014700BANCO REAL- ABN AMRO1002201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-5      000006
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100004032122292735F       14082014700BANCO REAL- ABN AMRO1003201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-6      000007
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100005032122372735G       14082014700BANCO REAL- ABN AMRO1004201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-7      000008
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100006032122452735H       14082014700BANCO REAL- ABN AMRO1005201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-8      000009
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100007032122532735I       14082014700BANCO REAL- ABN AMRO1006201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-9      000010
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100008032125632736D       14082014700BANCO REAL- ABN AMRO1001201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-10     000011
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100009032125712736E       14082014700BANCO REAL- ABN AMRO1002201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-11     000012
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100010032125802736F       14082014700BANCO REAL- ABN AMRO1003201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-12     000013
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100011032125982736G       14082014700BANCO REAL- ABN AMRO1004201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-13     000014
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100012032126012736H       14082014700BANCO REAL- ABN AMRO1005201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-14     000015
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100013032126102736I       14082014700BANCO REAL- ABN AMRO1006201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-15     000016
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         086879947000130VALDIR LIMA SOUZA                       ROD BR101 S/N,0                         NOVA VICOSA                             45920000BA5032100014032126282736J       14082014700BANCO REAL- ABN AMRO1007201500000000001750000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-16     000017
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         012802557000125DESTAQUE TERRAPLENAGEM LTDA             RUA GUAIRA,1774                         CACOAL                                  76967482RO50322000010337567503043435E   24072014700BANCO REAL- ABN AMRO1502201500000000011200000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-17     000018
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         012802557000125DESTAQUE TERRAPLENAGEM LTDA             RUA GUAIRA,1774                         CACOAL                                  76967482RO50322000020337569103043435H   24072014700BANCO REAL- ABN AMRO1505201500000000011200000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-18     000019
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         012802557000125DESTAQUE TERRAPLENAGEM LTDA             RUA GUAIRA,1774                         CACOAL                                  76967482RO50322000030337571303043435G   24072014700BANCO REAL- ABN AMRO1504201500000000011200000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-19     000020
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         012802557000125DESTAQUE TERRAPLENAGEM LTDA             RUA GUAIRA,1774                         CACOAL                                  76967482RO50322000040337572103043435F   24072014700BANCO REAL- ABN AMRO1503201500000000011200000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-20     000021
1007421076122COBR_CAUC_COR  BMC HYUNDAI S.A                         012802557000125DESTAQUE TERRAPLENAGEM LTDA             RUA GUAIRA,1774                         CACOAL                                  76967482RO50322000050337575603043435D   24072014700BANCO REAL- ABN AMRO1501201500000000011200000CC                                                                                                                                                                                                                                                                                                                                                                                           337577-21     000022
1031421009896COBR_CAUC_COR  LATICINIOS LATCO LTDA                   005391760000190COLINA ALIMENTOS LTDA                   RUA DAS FIGUEIRAS, 70 GALPAO 2          CARIACICA                               29156846ES503230000101031447217504/1    13122014900BRADESCO S/A        2012201400000000020975634CC                                                                                                                                                                                                                                                                                                                                                                                           337756-1      000023
1013421028180COBR_CAUC_BIC  CATA TECIDOS E EMB INDUSTRIA LTDA       020736198000183JR COMM COMERCIO DE TERMOPLASTICOS      RUA PELOTAS,233 CJ 42                   SAO PAULO                               04012000SP503240000104275349000032215   12122014007PAULISTA            0201201500000000016087562CC                                                                                                                                                                                                                                                                                                                                                                                           337756-2      000024
1007421034080COBR_CAUC_BIC  SIDMEX INTERNACIONAL LTDA               013586587000104HF DO BRASIL IMP. E COM. DE POLIME      NELLY PELLEGRINO,463                    SAO CAETANO DO                          09580140SP503250000103518654082014      15122014007PAULISTA            1004201500000000020423773CC                                                                                                                                                                                                                                                                                                                                                                                           337756-3      000025
1043421010006COBR_CAUC_COR  ELFA MEDICAMENTOS LTDA                  008680639000339UNIMED JOAO PESSOA COOPERATIVA DE       AV. MINISTRO JOSE AMERICO DE ALMEIDA1450JOAO PESSOA                             58040300PB503260000100137362000059895   10122014900BRADESCO S/A        0902201500000000013306088CC                                                                                                                                                                                                                                                                                                                                                                                           337756-4      000026
1018421034770COBR_CAUC_COR  PETROPOLIS IND PROD DE LIMPEZA LTDA     013463913000358OLEOPLAN NORDESTE IND.DE BIODIESEL      ROD.BR-122 KM-32                        IRAQUARA                                46980000BA503320000100047001001208211   26112014900BRADESCO S/A        1712201400000000006479620CC                                                                                                                                                                                                                                                                                                                                                                                           337756-5      000027
1018421034770COBR_CAUC_COR  PETROPOLIS IND PROD DE LIMPEZA LTDA     013463913000358OLEOPLAN NORDESTE IND.DE BIODIESEL      ROD.BR-122 KM-32                        IRAQUARA                                46980000BA503320000200047019001214761   12122014900BRADESCO S/A        0101201500000000006722660CC                                                                                                                                                                                                                                                                                                                                                                                           337756-6      000028
1050421000089COBR_CAUC_COR  ATIVO ALIMENTOS EXP E IMP EIRELI        027497684000135FRISA FRIGORIFICO RIO DOCE SA           R FIORAVANTE ROSSI 4000                 COLATINA                                29704700ES503420000100627614287662/1    16122014600HSBC BANK BRASIL    1301201500000000016695000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-1      000029
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     005695036001041AUTOMOTO AUTOMOVEIS E MOTOS DO AMA      AV. DANIEL DE LA TOUCHE,51--            SAO LUIS                                65000000MA503480000103978870024893/14   07112014042SAO LUIS            3012201400000000000220000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-2      000030
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     005695036001041AUTOMOTO AUTOMOVEIS E MOTOS DO AMA      AV. DANIEL DE LA TOUCHE,51--            SAO LUIS                                65000000MA503480000203980459025014/14   20112014042SAO LUIS            3012201400000000000280000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-3      000031
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     005695036001041AUTOMOTO AUTOMOVEIS E MOTOS DO AMA      AV. DANIEL DE LA TOUCHE,51--            SAO LUIS                                65000000MA503480000303984420025239/14   11122014042SAO LUIS            3001201500000000000280000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-4      000032
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     001759451000170BICHO SADIO LTDA                        AV. SAO LUIS REI DE FRANCA, ,33--       SAO LUIS                                65000000MA503490000103981536025037/14   26112014042SAO LUIS            2012201400000000000200000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-5      000033
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     001759451000170BICHO SADIO LTDA                        AV. SAO LUIS REI DE FRANCA, ,33--       SAO LUIS                                65000000MA503490000203984411025240/14   11122014042SAO LUIS            2001201500000000000200000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-6      000034
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     001759451000170BICHO SADIO LTDA                        AV. SAO LUIS REI DE FRANCA, ,33--       SAO LUIS                                65000000MA503490000303984438025241/14   11122014042SAO LUIS            1501201500000000000381600CC                                                                                                                                                                                                                                                                                                                                                                                           338095-7      000035
1042421002382COBR_CAUC_COR  RADIO E TV DIFUSORA DO MARANHAO LTD     011401795000166ALINE DOS SANTOS BENTO - ME             RUA SORIANO ALBUQUERQUE, ,10--          CRATO                                   63100970CE503500000103983237025118/14   02122014800UNIBANCO S/A        1501201500000000000915200CC                                                                                                                                                                                                                                                                                                                                                                                           338095-8      000036
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     009101602000100SUPREMA ONCFECCOES DA MODA LTDA -       RUA OSWALDO CRUZ, ,253                  SAO LUIS                                65020250MA503510000103981382025059/14   26112014042SAO LUIS            3012201400000000000325000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-9      000037
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     009101602000100SUPREMA ONCFECCOES DA MODA LTDA -       RUA OSWALDO CRUZ, ,253                  SAO LUIS                                65020250MA503510000203983245025126/14   02122014042SAO LUIS            1501201500000000000325000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-10     000038
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     009101602000100SUPREMA ONCFECCOES DA MODA LTDA -       RUA OSWALDO CRUZ, ,253                  SAO LUIS                                65020250MA503510000303983318025127/14   02122014042SAO LUIS            2501201500000000000325000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-11     000039
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     063574008000181C. JANIO DE P. DE SA CONFECCOES         RUA GRANDE, ,373-A                      SAO LUIS                                65000000MA50352000010397642724773/14    16102014042SAO LUIS            2012201400000000000500000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-12     000040
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     063574008000181C. JANIO DE P. DE SA CONFECCOES         RUA GRANDE, ,373-A                      SAO LUIS                                65000000MA503520000203978977024882/14   07112014042SAO LUIS            3012201400000000000500000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-13     000041
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     001637668000107SAO LUIS SHOPPIG CENTER S/C LTDA        AV. EUCLIDES FIGUEREDO,,1000            SAO LUIS                                65076820MA503530000103981471025069/14   26112014042SAO LUIS            2912201400000000000574622CC                                                                                                                                                                                                                                                                                                                                                                                           338095-14     000042
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     001637668000107SAO LUIS SHOPPIG CENTER S/C LTDA        AV. EUCLIDES FIGUEREDO,,1000            SAO LUIS                                65076820MA503530000203983652025137/14   09122014042SAO LUIS            3101201500000000000575014CC                                                                                                                                                                                                                                                                                                                                                                                           338095-15     000043
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     001098983022778PAQUETA CALCADOS LTDA                   RUA OSWALDO CRUZ, ,549--                SAO LUIS                                65020250MA503540000103984314025253/14   11122014042SAO LUIS            1801201500000000000117504CC                                                                                                                                                                                                                                                                                                                                                                                           338095-16     000044
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     001098983022778PAQUETA CALCADOS LTDA                   RUA OSWALDO CRUZ, ,549--                SAO LUIS                                65020250MA503540000203984454025243/14   11122014042SAO LUIS            1801201500000000001077377CC                                                                                                                                                                                                                                                                                                                                                                                           338095-17     000045
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     016670085022205LOCALIZA RENT A CAR                     AV. DOS HOLANDESES, ,18-QD. 36          SAO LUIS                                65071380MA503550000103980386025009/14   20112014042SAO LUIS            2612201400000000000179000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-18     000046
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     016670085022205LOCALIZA RENT A CAR                     AV. DOS HOLANDESES, ,18-QD. 36          SAO LUIS                                65071380MA503550000203980939025024/14   24112014042SAO LUIS            2612201400000000000258720CC                                                                                                                                                                                                                                                                                                                                                                                           338095-19     000047
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     016670085022205LOCALIZA RENT A CAR                     AV. DOS HOLANDESES, ,18-QD. 36          SAO LUIS                                65071380MA503550000303981455025066/14   26112014042SAO LUIS            2612201400000000000282000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-20     000048
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     016670085022205LOCALIZA RENT A CAR                     AV. DOS HOLANDESES, ,18-QD. 36          SAO LUIS                                65071380MA503550000403981838025091/14   27112014042SAO LUIS            2512201400000000000158720CC                                                                                                                                                                                                                                                                                                                                                                                           338095-21     000049
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     016670085022205LOCALIZA RENT A CAR                     AV. DOS HOLANDESES, ,18-QD. 36          SAO LUIS                                65071380MA503550000503982419025106/14   28112014042SAO LUIS            2612201400000000000195000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-22     000050
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     016670085022205LOCALIZA RENT A CAR                     AV. DOS HOLANDESES, ,18-QD. 36          SAO LUIS                                65071380MA503550000603984331025255/14   11122014042SAO LUIS            2501201500000000000517440CC                                                                                                                                                                                                                                                                                                                                                                                           338095-23     000051
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     013530973000184NOVO MUNDO AMAZONIA MOVEIS E UTILI      R C-266, QUADRA 606 LOTE 16,S/N --      GOIANIA                                 74280280GO503560000103982397025104/14   28112014018GOIANIA             3012201400000000000112000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-24     000052
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     013530973000184NOVO MUNDO AMAZONIA MOVEIS E UTILI      R C-266, QUADRA 606 LOTE 16,S/N --      GOIANIA                                 74280280GO503560000203982401025105/14   28112014018GOIANIA             3012201400000000000408000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-25     000053
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     013530973000184NOVO MUNDO AMAZONIA MOVEIS E UTILI      R C-266, QUADRA 606 LOTE 16,S/N --      GOIANIA                                 74280280GO503560000303983644025135/14   09122014018GOIANIA             1501201500000000000984000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-26     000054
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     013530973000184NOVO MUNDO AMAZONIA MOVEIS E UTILI      R C-266, QUADRA 606 LOTE 16,S/N --      GOIANIA                                 74280280GO503560000403982389025103/14   28112014018GOIANIA             3012201400000000000126000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-27     000055
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     003650060000148EMPRESA MARANHENSE DE ADM. PORTUAR      AV. DOS PORTUGUESES, ,0--               SAO LUIS                                65085370MA503570000103984730025270/14   15122014042SAO LUIS            1501201500000000000120000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-28     000056
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     003650060000148EMPRESA MARANHENSE DE ADM. PORTUAR      AV. DOS PORTUGUESES, ,0--               SAO LUIS                                65085370MA503570000203984951025283/14   16122014042SAO LUIS            1501201500000000000844800CC                                                                                                                                                                                                                                                                                                                                                                                           338095-29     000057
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     003650060000148EMPRESA MARANHENSE DE ADM. PORTUAR      AV. DOS PORTUGUESES, ,0--               SAO LUIS                                65085370MA503570000303985035025284/14   16122014042SAO LUIS            1501201500000000000704000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-30     000058
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     062895230000113CREDI-SHOP ADM. DE CARTOES DE CRED      AV. FREI SERAFIM,2648--                  TERESINA                               64001020PI503580000103983288025122/14   02122014042SAO LUIS            1501201500000000001688417CC                                                                                                                                                                                                                                                                                                                                                                                           338095-31     000059
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     007234453001365TOYOLEX AUTOS LTDA                      AVENIDA DOS HOLANDESES, QD/31,20        SAO LUIS - MA                           65071380MA503590000103979477024918/14   12112014042SAO LUIS            3012201400000000000360000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-32     000060
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     007234453001365TOYOLEX AUTOS LTDA                      AVENIDA DOS HOLANDESES, QD/31,20        SAO LUIS - MA                           65071380MA503590000203982371025102/14   28112014042SAO LUIS            3012201400000000000360000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-33     000061
1042421002382COBR_CAUC_BIC  RADIO E TV DIFUSORA DO MARANHAO LTD     007234453001365TOYOLEX AUTOS LTDA                      AVENIDA DOS HOLANDESES, QD/31,20        SAO LUIS - MA                           65071380MA503590000303984381025260/14   11122014042SAO LUIS            3001201500000000001080000CC                                                                                                                                                                                                                                                                                                                                                                                           338095-34     000062
