0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    12112014                                                                                                                                                                                                                                                                                                                                                                                                000001
1050421001492COBR_CAUC_COR  M J NOVAES DE LIMA & CIA LTDA           003384037000159MASTROTTO BRASIL S.A                    ROD BR 101, KM 201,201                  CACHOEIRA                               44300000BA50054000010000312214/6425B    06112014900BRADESCO S/A        2811201400000000012876692CC                                                                                                                                                                                                                                                                                                                                                                                           332394-1      000002
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000013370626187JOAO DIOGENES RODRIGUES CASTILHO        RUA MARANHAO,935                        GOIATUBA                                75600000GO50055000010307182658547       10112014600HSBC BANK BRASIL    0505201500000000021386000CC                                                                                                                                                                                                                                                                                                                                                                                           332394-2      000003
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000048494836153JOSE ADONIZETE DA COSTA                 AV SANTA CATARINA ,180                  GOIATUBA                                75600000GO50056000010307183458548       10112014600HSBC BANK BRASIL    2004201500000000021584000CC                                                                                                                                                                                                                                                                                                                                                                                           332394-3      000004
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000082255210134CRISTIANO LOPES ARANTES                 RUA URUGUAI,85                          ITUMBIARA                               75503970GO50057000010307181858546       10112014800UNIBANCO S/A        3004201500000000010412000CC                                                                                                                                                                                                                                                                                                                                                                                           332394-4      000005
1046421000994DIR_CREDIT     COOPERATIVA DE EXTRACAO DE CARVAO M     002474103000119TRACTEBEL ENERGIA S/A                   RUA PASCHOAL APOSTOLO PITSICA__5064     FLORIANOPOLIS                           88025255SC5006100001                                                                                                                                          141000986           010120060000005604DGT NAJL 05.10112014000703fornecimento de 18 mil toneladas de carvão energético ipo ce 4500                                                                                                                                                                               080967540000188332394-5      000006
1018421012458COBR_CAUC_BIC  WAVE PRODUTOS MEDICOS LTDA              004585802000161ANGIOCARDIS - DIAGNOSTICOS E TERAP      PRACA GILSON ALVES DE SOUZA,140         GOIANIA                                 74210250GO50062000010383727422189       16092014018GOIANIA             1411201400000000000320000CC                                                                                                                                                                                                                                                                                                                                                                                           332394-6      000007
1018421012458COBR_CAUC_BIC  WAVE PRODUTOS MEDICOS LTDA              004585802000161ANGIOCARDIS - DIAGNOSTICOS E TERAP      PRACA GILSON ALVES DE SOUZA,140         GOIANIA                                 74210250GO50062000020388164820597       11092014018GOIANIA             2012201400000000003884000CC                                                                                                                                                                                                                                                                                                                                                                                           332394-7      000008
1018421012458COBR_CAUC_BIC  WAVE PRODUTOS MEDICOS LTDA              010717589000105CENTRO GOIANO DE CATETERISMO LTDA       RUA C 148,854-SALA H                    GOIANIA                                 74465539GO50063000010388162122019       25082014018GOIANIA             2011201400000000000490000CC                                                                                                                                                                                                                                                                                                                                                                                           332394-8      000009
1018421012458COBR_CAUC_BIC  WAVE PRODUTOS MEDICOS LTDA              010717589000105CENTRO GOIANO DE CATETERISMO LTDA       RUA C 148,854-SALA H                    GOIANIA                                 74465539GO50063000020388163022021       25082014018GOIANIA             2011201400000000000440000CC                                                                                                                                                                                                                                                                                                                                                                                           332394-9      000010
1018421012458COBR_CAUC_BIC  WAVE PRODUTOS MEDICOS LTDA              010717589000105CENTRO GOIANO DE CATETERISMO LTDA       RUA C 148,854-SALA H                    GOIANIA                                 74465539GO50063000030388612722307       29092014018GOIANIA             1511201400000000000660000CC                                                                                                                                                                                                                                                                                                                                                                                           332394-10     000011
