0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    21112012                                                                                                                                                                                                                                                                                                                                                                                                000001
1003421007502DIR_CREDIT     CONSTRUTORES ASSOCIADOS LTDA            004887055000116CIA DE HAB. DO ESTADO DO PARA - COHAB/PAPASSAGEM GAMA MALCHER 361               PARA                                    66613115PA3854400001                                                                                                                                          481018830           26022008000000517202/2008     26102012000404EXECUCAO DE OBRAS DE URBANIZACAO, SANEAMENTO E HABITACAO DO PROGRAMA DEACELERACAO DO CRESCIMENTO - PAC                                                                                                                                          005303995000183205810-1      000002
1008420932455COBR_CAUC_COR  SANTANA TEXTIL S/A                      078876950005300CIA HERING                              RUA HERMANN HERING 1790                 BLUMENAU                                89010900SC386310000100528465090566*     15102012900BRADESCO S/A        1202201300000000010601010CC                                                                                                                                                                                                                                                                                                                                                                                           205810-2      000003
1019421004658COBR_CAUC_COR  S/A ESTADO DE MINAS                     003471344000177CAOA MONTADORA DE VEICULOS SA           R11 SN FAZ BARREIRO DO MEIO             ANAPOLIS                                75133590GO3863200001011836361444558-1   31102012900BRADESCO S/A        3011201200000000010221120CC                                                                                                                                                                                                                                                                                                                                                                                           205810-3      000004
1019421004658COBR_CAUC_COR  S/A ESTADO DE MINAS                     003657848000186FUNDACAO ASSIS CHATEAUBRIAND            SIG SUL QUADRA 02 340 LOTE 01           BRASILIA                                70610901DF3863300001011836011435767-1   31102012900BRADESCO S/A        1511201200000000013849888CC                                                                                                                                                                                                                                                                                                                                                                                           205810-4      000005
1021420930887COBR_CAUC_COR  DEDINI S/A INDUSTRIAS DE BASE           007912062000119USINA LAGUNA - ALCOOL E ACUCAR LTD      ROD MS-476, KM 04, S N ZONA RURAL FESTA BATAIPORA                               79760000MS386340000106358221196013-2-2  01112012900BRADESCO S/A        2011201200000000011000000CC                                                                                                                                                                                                                                                                                                                                                                                           205810-5      000006
1007420931444COBR_CAUC_BIC  PLASINCO LTDA                           014197209000100CORDEIRO CABOS ELETRICOS SA             RUAILJIMA,1036                          FERRAZ DE VASCO                         08534000SP38635000010153350824024-3     29102012007PAULISTA            2812201200000000016168546CC                                                                                                                                                                                                                                                                                                                                                                                           205810-6      000007
1007420931444COBR_CAUC_BIC  PLASINCO LTDA                           014197209000100CORDEIRO CABOS ELETRICOS SA             RUAILJIMA,1036                          FERRAZ DE VASCO                         08534000SP38635000020153351624024-2     29102012007PAULISTA            1312201200000000016168546CC                                                                                                                                                                                                                                                                                                                                                                                           205810-7      000008
1007420931444COBR_CAUC_BIC  PLASINCO LTDA                           014197209000100CORDEIRO CABOS ELETRICOS SA             RUAILJIMA,1036                          FERRAZ DE VASCO                         08534000SP38635000030153352424024-1     29102012007PAULISTA            2811201200000000016168546CC                                                                                                                                                                                                                                                                                                                                                                                           205810-8      000009
1007420931444COBR_CAUC_BIC  PLASINCO LTDA                           014197209000100CORDEIRO CABOS ELETRICOS SA             RUAILJIMA,1036                          FERRAZ DE VASCO                         08534000SP38635000040153360524024-4     29102012007PAULISTA            1201201300000000016168546CC                                                                                                                                                                                                                                                                                                                                                                                           205810-9      000010
1007421035337COBR_CAUC_BIC  COMERCIAL IMP.E EXP.CANTAREIRA LTDA     007047767000115ATACORIZANIA LTDA                       ROD 40 KM 688 CEASA PAV U LOJA 20, 0    CONTAGEM                                32145900MG38636000010153362197648-001   01112012019BELO HORIZONTE      1211201200000000018550000CC                                                                                                                                                                                                                                                                                                                                                                                           205810-10     000011
1007421035337COBR_CAUC_BIC  COMERCIAL IMP.E EXP.CANTAREIRA LTDA     007047767000115ATACORIZANIA LTDA                       ROD 40 KM 688 CEASA PAV U LOJA 20, 0    CONTAGEM                                32145900MG38636000020153363097649-001   01112012019BELO HORIZONTE      1211201200000000018550000CC                                                                                                                                                                                                                                                                                                                                                                                           205810-11     000012
1047421002243COBR_CAUC_COR  ARGE LTDA                               072456809000133CYBELAR COMERCIO E INDUSTRIA LTDA       ROD. CORNELIO PIRES, KM 78              TIETÒ                                   18530000SP3863700001015462910027415     01112012900BRADESCO S/A        1611201200000000010423632CC                                                                                                                                                                                                                                                                                                                                                                                           205810-12     000013
1007421056385COBR_CAUC_COR  TERRA NOVA TRADING S/A                  013859972000188RITRAMA AUTOADESIVOS COMERCIO LTDA      ROD.VICE-PREFEITO HERMENEGILDO T,1      JUNDIAI                                 13213086SP386580000100000697TI08863-PB  05112012900BRADESCO S/A        0811201200000000010487496CC                                                                                                                                                                                                                                                                                                                                                                                           205814-1      000014
1046421007255COBR_CAUC_BIC  MAESTRO DO BRASIL IND METALUR LTDA      076639285002110FERRAGENS NEGRAO COMERCIAL LTDA         RUA PROFESSOR ALGACYR MUNHOZ MADER,,2800CURITIBA - PR                           81310020PR38659000010164993425091-1/1   25102012016CURITIBA            2311201200000000011630425CC                                                                                                                                                                                                                                                                                                                                                                                           205814-2      000015
1048421000338COBR_CAUC_COR  FRIGOESTRELA S.A. EM RECUP JUDICIAL     008386287000141BERMAS MARACANAU IND E COM DE COUR      AV CONTORNOS/NDISTRITO INDUSTRIAL       MARACANAU                               61939160CE3866000001030364470001371501  01112012900BRADESCO S/A        0112201200000000029570940CC                                                                                                                                                                                                                                                                                                                                                                                           205814-3      000016
1048421000338COBR_CAUC_COR  FRIGOESTRELA S.A. EM RECUP JUDICIAL     008386287000141BERMAS MARACANAU IND E COM DE COUR      AV CONTORNOS/NDISTRITO INDUSTRIAL       MARACANAU                               61939160CE3866000002030364550001371601  01112012900BRADESCO S/A        0112201200000000016750893CC                                                                                                                                                                                                                                                                                                                                                                                           205814-4      000017
1048421000338COBR_CAUC_COR  FRIGOESTRELA S.A. EM RECUP JUDICIAL     008386287000141BERMAS MARACANAU IND E COM DE COUR      AV CONTORNOS/NDISTRITO INDUSTRIAL       MARACANAU                               61939160CE3866000003030364630001371701  01112012900BRADESCO S/A        0112201200000000014578029CC                                                                                                                                                                                                                                                                                                                                                                                           205814-5      000018
1031421009993COBR_CAUC_BIC  VAMOL INDUSTRIA MOVELEIRA LTDA          056642960000100LOJAS CEM S/A                           RODOV. ENG. ERMENTO O PENTEADO,0        SALTO                                   13322100SP38661000010508751078357-1/1   29102012021CAMPINAS            2811201200000000011940000CC                                                                                                                                                                                                                                                                                                                                                                                           205814-6      000019
1010421024356COBR_CAUC_COR  DIST EQUADOR DE PROD PETROLEO LTDA      007283719000207VESTING SERVICOS E OBRAS DE DRAGAG      AV CAMPO SALES, 3200                    PORTO VELHO                             76801246RO38662000010000122057466       31102012900BRADESCO S/A        1011201200000000080000101CC                                                                                                                                                                                                                                                                                                                                                                                           205814-7      000020
1020421001717COBR_CAUC_COR  H-BUSTER DA AMAZONIA IND COM LTDA       010772760000170RICARDO ELETRO ATACADO LTDA             ESTRADA AEROPORTO AREMBEPE,KM 3,5       LAURO DE FREITA                         42700000BA386630000106255403020355.1/1  01112012900BRADESCO S/A        3001201300000000046875000CC                                                                                                                                                                                                                                                                                                                                                                                           205814-8      000021
