0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    30112012                                                                                                                                                                                                                                                                                                                                                                                                000001
1045421013184DIR_CREDIT     AUTO VIACAO MODELO S A                  032857930000152SETRANSP SIND TRANSP URB ARACAJU        AV TANCREDO NEVES, 2061                 ARACAJU                                 49040490SE3886600001                                                                                                                                          011998971           300820120000022589S/N         16112012000403Serviço de transporte urbano de passageiros de Aracajú-Sergipe.                                                                                                                                                                                 010428943000173207724-1      000002
1016421019267COBR_CAUC_BIC  COBRAZEM AGROINDUSTRIAL LTDA            084874726000496KAEFER AGRO INDUSTRIAL                  ROD BR 467, KM 03,0-CX POSTAL 227       CASCAVEL                                85802970PR3886200001037855620038876-1   08112012016CURITIBA            1112201200000000012750000CC                                                                                                                                                                                                                                                                                                                                                                                           207724-2      000003
1021420930887COBR_CAUC_COR  DEDINI S/A INDUSTRIAS DE BASE           047254396000167J PILON S A AC E ALC                    FAZ SANTA MARIA, CX. P. 19, S N SAO FRANCERQUILHO                               18520000SP388700000106358752197176-2-2  09112012900BRADESCO S/A        1001201300000000013600000CC                                                                                                                                                                                                                                                                                                                                                                                           207733-1      000004
1048421000338COBR_CAUC_COR  FRIGOESTRELA S.A. EM RECUP JUDICIAL     008386287000141BERMAS MARACANAU IND E COM DE COUR      AV CONTORNOS/NDISTRITO INDUSTRIAL       MARACANAU                               61939160CE3887100001031537290001384401  16112012900BRADESCO S/A        1612201200000000030324267CC                                                                                                                                                                                                                                                                                                                                                                                           207733-2      000005
1024420934410COBR_CAUC_BIC  INTERCOOP INT SUIN MED NORTE MT LTD     038711826000131LINCON INDUSTRIA E COMERCIO LTDA        RUA JOSE MARIA DE LACERDA 205,2058      CONTAGEM                                32210120MG38872000010199837990168       13112012019BELO HORIZONTE      1112201200000000017929130CC                                                                                                                                                                                                                                                                                                                                                                                           207733-3      000006
1022421007800COBR_CAUC_COR  LEAO ENGENHARIA S/A                     010140603000142SCIRP PARTICIPACOES LTDA                RUA ANGELINA MAFFEI VITA,200            SAO PAULO                               01455070SP388730000100001138030331/1.1  16112012900BRADESCO S/A        2512201200000000010946757CC                                                                                                                                                                                                                                                                                                                                                                                           207733-4      000007
1038421002945COBR_CAUC_COR  NEOLIDER COM.IMP.E EXP.DE ACOS LTDA     045765914000181CENTRAL ENERGETICA MORENO ACUCAR E      ROD SP 253 KM 160,0-S/N                 LUIS ANTONIO                            14210000SP388750000109930831048073      31102012800UNIBANCO S/A        2012201200000000033715130CC                                                                                                                                                                                                                                                                                                                                                                                           207733-5      000008
1037421008520COBR_CAUC_BIC  OCEANO IND.GRAFICA E EDITORA LTDA       008108543000562TEXTO EDITORES LTDA                     ESTRADA MARICA MARQUES,10-LOTE 03       SAO PAULO                               06529210SP38874000010456910029977       19112012007PAULISTA            1802201300000000010804000CC                                                                                                                                                                                                                                                                                                                                                                                           207733-6      000009
1031421009993COBR_CAUC_BIC  VAMOL INDUSTRIA MOVELEIRA LTDA          084683432017029LOJAS SALFER S/A                        RUA RUI BARBOSA,1300                    JOINVILLE                               89219521SC38876000010511041478717-1/1   03112012032BLUMENAU            1303201300000000013144485CC                                                                                                                                                                                                                                                                                                                                                                                           207733-7      000010
1031421009993COBR_CAUC_BIC  VAMOL INDUSTRIA MOVELEIRA LTDA          084683432017029LOJAS SALFER S/A                        RUA RUI BARBOSA,1300                    JOINVILLE                               89219521SC38876000020511042278470-1/1   30102012032BLUMENAU            1103201300000000012193125CC                                                                                                                                                                                                                                                                                                                                                                                           207733-8      000011
1007421035337COBR_CAUC_BIC  COMERCIAL IMP.E EXP.CANTAREIRA LTDA     027668086000343BOMBONIERE ESTRELA 112 LTDA             R TEIXEIRA RIBEIRO, 265                 RIO DE JANEIRO                          21040241RJ38900000010158058198659-001   19112012014RIO DE JANEIRO      2112201200000000033340700CC                                                                                                                                                                                                                                                                                                                                                                                           207753-1      000012
1043421010006COBR_CAUC_COR  ELFA MEDICAMENTOS LTDA                  009112236000194HOSPITAL NAPOLEAO LAUREANO              RUA CAPITAO JOSE PESSOA, 1140           JOAO PESSOA                             58015170PB389010000100018355000006791   14112012900BRADESCO S/A        1401201300000000011032514CC                                                                                                                                                                                                                                                                                                                                                                                           207753-2      000013
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000010109834005009301DP  25102012021CAMPINAS            2002201300000000000360208CC                                                                                                                                                                                                                                                                                                                                                                                           207753-3      000014
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000020093389004727101DP  15082012021CAMPINAS            1912201200000000000654843CC                                                                                                                                                                                                                                                                                                                                                                                           207753-4      000015
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000030093390304740001DP  20082012021CAMPINAS            1912201200000000000485623CC                                                                                                                                                                                                                                                                                                                                                                                           207753-5      000016
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000040093391104746801DP  21082012021CAMPINAS            1912201200000000000485623CC                                                                                                                                                                                                                                                                                                                                                                                           207753-6      000017
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000050093386504750501DP  22082012021CAMPINAS            2612201200000000001593237CC                                                                                                                                                                                                                                                                                                                                                                                           207753-7      000018
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000060093387304750701DP  22082012021CAMPINAS            2612201200000000000412032CC                                                                                                                                                                                                                                                                                                                                                                                           207753-8      000019
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000070093388104755201DP  23082012021CAMPINAS            2612201200000000001799291CC                                                                                                                                                                                                                                                                                                                                                                                           207753-9      000020
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000080093383104755401DP  23082012021CAMPINAS            2612201200000000000654843CC                                                                                                                                                                                                                                                                                                                                                                                           207753-10     000021
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000090093384904760101DP  25082012021CAMPINAS            2612201200000000002249371CC                                                                                                                                                                                                                                                                                                                                                                                           207753-11     000022
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000100093385704760401DP  25082012021CAMPINAS            2612201200000000001000174CC                                                                                                                                                                                                                                                                                                                                                                                           207753-12     000023
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000110093380604761501DP  27082012021CAMPINAS            2612201200000000000720874CC                                                                                                                                                                                                                                                                                                                                                                                           207753-13     000024
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000120093381404763501DP  27082012021CAMPINAS            2612201200000000001124905CC                                                                                                                                                                                                                                                                                                                                                                                           207753-14     000025
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000130093382204763701DP  27082012021CAMPINAS            2612201200000000001397255CC                                                                                                                                                                                                                                                                                                                                                                                           207753-15     000026
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000140096879104819301DP  10092012021CAMPINAS            0901201300000000001802995CC                                                                                                                                                                                                                                                                                                                                                                                           207753-16     000027
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000150096880404819501DP  10092012021CAMPINAS            0901201300000000001235701CC                                                                                                                                                                                                                                                                                                                                                                                           207753-17     000028
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000160096881204820601DP  11092012021CAMPINAS            0901201300000000000475272CC                                                                                                                                                                                                                                                                                                                                                                                           207753-18     000029
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000170096876604823001DP  11092012021CAMPINAS            0901201300000000002933881CC                                                                                                                                                                                                                                                                                                                                                                                           207753-19     000030
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000180096877404823201DP  11092012021CAMPINAS            0901201300000000000427241CC                                                                                                                                                                                                                                                                                                                                                                                           207753-20     000031
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000190096878204826701DP  12092012021CAMPINAS            1601201300000000002603678CC                                                                                                                                                                                                                                                                                                                                                                                           207753-21     000032
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000200096873104827401DP  12092012021CAMPINAS            1601201300000000000493979CC                                                                                                                                                                                                                                                                                                                                                                                           207753-22     000033
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000210096874004832201DP  13092012021CAMPINAS            1601201300000000000349806CC                                                                                                                                                                                                                                                                                                                                                                                           207753-23     000034
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000220096875804833401DP  14092012021CAMPINAS            1601201300000000000806360CC                                                                                                                                                                                                                                                                                                                                                                                           207753-24     000035
1032421019997COBR_CAUC_BIC  METALURGICA DUQUE S/A                   060736279001846MABE BRASIL ELETRODOMESTICOSLTDA        PQ. INDL BSH CONTINENTALS/N             Hortolândia                             13184970SP38923000230096870704836901DP  14092012021CAMPINAS            1601201300000000000556692CC                                                                                                                                                                                                                                                                                                                                                                                           207753-25     000036
