0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    13022014                                                                                                                                                                                                                                                                                                                                                                                                000001
1009421012831COBR_CAUC_COR  ASA ALIMENTOS S/A                       007209331000185REGINA AGROINDUSTRIAL S/A               ESTRADA DO AQUIRAZ,801                  FORTALEZA                               60840970CE4638800001001497000047041     08022014900BRADESCO S/A        0803201400000000012412800CC                                                                                                                                                                                                                                                                                                                                                                                           284621-1      000002
1009421012831COBR_CAUC_COR  ASA ALIMENTOS S/A                       000083809899615VALDIR VAGNER FERREIRA E OUTROS         ROD BR 262, SN KM 426                   IGARATINGA                              35695000MG4638900001001496700046975     07022014900BRADESCO S/A        1202201400000000011457482CC                                                                                                                                                                                                                                                                                                                                                                                           284621-2      000003
1007421055095COBR_CAUC_COR  PLASTER IND COM RESINAS PLAS EIRELI     003430341000195UNIPLEN IND DE POLIMEROS LTDA           RUA BILAC,280                           DIADEMA                                 09912260SP463900000100018278039400/A    07022014900BRADESCO S/A        2603201400000000011037469CC                                                                                                                                                                                                                                                                                                                                                                                           284621-3      000004
1048421003043COBR_CAUC_COR  FRIGOL S.A. EM RECUPERACAO JUDICIAL     000885125000146CAVALCANTE COMERCIO DE CARNES LTDA      RUA PADRE PERDIGAO SAMPAIO, 807         FORTALEZA                               60361010CE46391000010006682500000277-1  07022014900BRADESCO S/A        1003201400000000010725032CC                                                                                                                                                                                                                                                                                                                                                                                           284621-4      000005
1048421003043COBR_CAUC_COR  FRIGOL S.A. EM RECUPERACAO JUDICIAL     000885125000146CAVALCANTE COMERCIO DE CARNES LTDA      RUA PADRE PERDIGAO SAMPAIO, 807         FORTALEZA                               60361010CE46391000020006685000000280-1  07022014900BRADESCO S/A        1003201400000000010911432CC                                                                                                                                                                                                                                                                                                                                                                                           284621-5      000006
1048421003043COBR_CAUC_COR  FRIGOL S.A. EM RECUPERACAO JUDICIAL     067620377000114MINERVA.S.A                             AV.ANTONIO MANSO BERNARDES,S/N          BARRETOS                                14781545SP46392000010006675200032945-1  08022014900BRADESCO S/A        1003201400000000024451668CC                                                                                                                                                                                                                                                                                                                                                                                           284621-6      000007
1048421003043COBR_CAUC_COR  FRIGOL S.A. EM RECUPERACAO JUDICIAL     067620377000114MINERVA.S.A                             AV.ANTONIO MANSO BERNARDES,S/N          BARRETOS                                14781545SP46392000020006684100000279-1  07022014900BRADESCO S/A        1003201400000000024440996CC                                                                                                                                                                                                                                                                                                                                                                                           284621-7      000008
1028421002921COBR_CAUC_COR  MATABOI ALIMENTOS S/A - EM REC.JUD.     028800001000130SUPER MERCADO REAL DE EDEN LTDA         AVENIDA BRASIL, 20204                   RIO DE JANEIRO                          21515000RJ4642100001005280600037821501  10022014900BRADESCO S/A        1203201400000000016059613CC                                                                                                                                                                                                                                                                                                                                                                                           284923-1      000009
1022421007800COBR_CAUC_COR  LEAO ENGENHARIA S/A                     009075892000164MGRV ENGENHARIA E CONSTRUCOES LTDA      RUA L 6 433                             BARRETOS                                14787085SP464220000101037454008408/1.1  23122013900BRADESCO S/A        1202201400000000013494600CC                                                                                                                                                                                                                                                                                                                                                                                           284923-2      000010
1022421007800COBR_CAUC_COR  LEAO ENGENHARIA S/A                     009075892000164MGRV ENGENHARIA E CONSTRUCOES LTDA      RUA L 6 433                             BARRETOS                                14787085SP464220000201037462008409/1.1  23122013900BRADESCO S/A        1202201400000000017463600CC                                                                                                                                                                                                                                                                                                                                                                                           284923-3      000011
1036421016893COBR_CAUC_COR  TECAL ALUMINIO DA AMAZONIA LTDA         002672357000141FCC DO BRASIL LTDA                      RUA MOGNO                               MANAUS                                  69075170AM4642300001059930930000056942  10022014900BRADESCO S/A        2402201400000000021349900CC                                                                                                                                                                                                                                                                                                                                                                                           284923-4      000012
