0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista , 1048 12º andar                           BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    07072010                                                                                                                                                                                                                                                                                                                                                                                                000001
1014421012444COBR_CAUC_COR  HOTEIS OTHON S/A.                       007575651000310VRG LINHAS AEREAS S A                   PCA SEN SALGADO FILHO S N SALA 02       RIO DE JANEIRO                          20021971RJ2305700001000600571200289601  02072010900BRADESCO S/A        2707201000000000030736500CC                                                                                                                                                                                                                                                                                                                                                                                           105011-1      000002
1029140511987COBR_CAUC_BIC  BRASFUMO IND BRAS DE FUMOS S/A          033876145000100ALLIANCE ONE BRASIL EXPORTADORA DE      RUA THOMAZ GONZAGA, 666                 VERA CRUZ                               96880000RS23058000010922686701072010    01072010015PORTO ALEGRE        2607201000000000050409730TD                                                                                                                                                                                                                                                                                                                                                                                           105011-2      000003
1014421011391COBR_CAUC_BIC  CENTRAL NACIONAL DE PRODUCOES LTDA      002415583000147IGREJA MUNDIAL DO PODER DE DEUS         RUA CARNEIRO LEAO, 439                  SAO PAULO                               03015000SP2305900001042495701495/A      30062010014RIO DE JANEIRO      3110201000000000050000000CC                                                                                                                                                                                                                                                                                                                                                                                           105011-3      000004
1007421009131COBR_CAUC_BIC  KASINSKI FABRICADORA DE VEIC LTDA       009474976000170PANORAMA COMERCIO DE MOTOS LTD          AV. BRASIL, 996                         RIBEIRAO PIRES                          09400005SP230600000109971768F010066411  30062010038ABC                 2709201000000000010400943CC                                                                                                                                                                                                                                                                                                                                                                                           105011-4      000005
1007420931444COBR_CAUC_COR  PLASINCO LTDA                           002554135000124ACOME DO BRASIL LTDA                    RUA VEREADOR FRANCOIS ABIB,400          IRATI                                   84500000PR2308600001099730015912-A      01072010600HSBC BANK BRASIL    3107201000000000040685052CC                                                                                                                                                                                                                                                                                                                                                                                           105152-1      000006
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N Z RURAL           PIRASSUNUNGA                            13631301SP2308700001039231098097/01     08062010021CAMPINAS            0908201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           105152-2      000007
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N Z RURAL           PIRASSUNUNGA                            13631301SP2308700002039231178097/02     08062010021CAMPINAS            1008201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           105152-3      000008
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N Z RURAL           PIRASSUNUNGA                            13631301SP2308700003039231258097/03     08062010021CAMPINAS            1108201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           105152-4      000009
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N Z RURAL           PIRASSUNUNGA                            13631301SP2308700004039231338097/04     08062010021CAMPINAS            1208201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           105152-5      000010
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N Z RURAL           PIRASSUNUNGA                            13631301SP2308700005039231418097/05     08062010021CAMPINAS            1308201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           105152-6      000011
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N Z RURAL           PIRASSUNUNGA                            13631301SP2308700006039231508097/06     08062010021CAMPINAS            1608201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           105152-7      000012
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N Z RURAL           PIRASSUNUNGA                            13631301SP2308700007039231688097/07     08062010021CAMPINAS            1708201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           105152-8      000013
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N Z RURAL           PIRASSUNUNGA                            13631301SP2308700008039231768097/08     08062010021CAMPINAS            1808201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           105152-9      000014
1016141008940COBR_CAUC_COR  COOPERATIVA RIO DO PEIXE                083310441000117AURORA S/A                              RUA JOAO MARTINS,219                    CHAPECO                                 89803901SC230880000102797338530420      24062010900BRADESCO S/A        2307201000000000017656483TD                                                                                                                                                                                                                                                                                                                                                                                           105152-10     000015
1016141008940COBR_CAUC_COR  COOPERATIVA RIO DO PEIXE                083310441000117AURORA S/A                              RUA JOAO MARTINS,219                    CHAPECO                                 89803901SC230880000202797478530196      23062010900BRADESCO S/A        0608201000000000014000652TD                                                                                                                                                                                                                                                                                                                                                                                           105152-11     000016
1028421003120COBR_CAUC_COR  DISTRIBUIDORA WANCHOVIA LTDA            008544703000192ROGE COM E DIST DE PROD DE HIG000       AV. DO PROGRESSO, 1001 SALA 2           JARINU                                  13240000SP2308900001026205910000014091  18052010900BRADESCO S/A        0308201000000000010189217CC                                                                                                                                                                                                                                                                                                                                                                                           105152-12     000017
9000016                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000018
