0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    27082012                                                                                                                                                                                                                                                                                                                                                                                                000001
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  000769104000165MERCANTIL DE BATERIAS SERGIPE LTDA      RUA ELIZEU DOS SANTOS 350               ARACAJU                                 49072230SE373700002000592063024238903   27072012045ARACAJU             2611201200000000000048662CC                                                                                                                                                                                                                                                                                                                                                                                           190601-200    000002
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  000769104000165MERCANTIL DE BATERIAS SERGIPE LTDA      RUA ELIZEU DOS SANTOS 350               ARACAJU                                 49072230SE373700002100592161024239001   27072012045ARACAJU             2509201200000000000269937CC                                                                                                                                                                                                                                                                                                                                                                                           190601-201    000003
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  000769104000165MERCANTIL DE BATERIAS SERGIPE LTDA      RUA ELIZEU DOS SANTOS 350               ARACAJU                                 49072230SE373700002200592179024239002   27072012045ARACAJU             2510201200000000000269937CC                                                                                                                                                                                                                                                                                                                                                                                           190601-202    000004
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  000769104000165MERCANTIL DE BATERIAS SERGIPE LTDA      RUA ELIZEU DOS SANTOS 350               ARACAJU                                 49072230SE373700002300592187024239003   27072012045ARACAJU             2611201200000000000270017CC                                                                                                                                                                                                                                                                                                                                                                                           190601-203    000005
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  008528576000138R & J COMERCIO DE BATERIAS LTDA         AV AMARALINA 1320                       FEIRA DE SANTAN                         44028186BA373710000100595631024138903   06082012600HSBC BANK BRASIL    0611201200000000003895673CC                                                                                                                                                                                                                                                                                                                                                                                           190601-204    000006
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  008528576000138R & J COMERCIO DE BATERIAS LTDA         AV AMARALINA 1320                       FEIRA DE SANTAN                         44028186BA373710000200595640024142504   06082012600HSBC BANK BRASIL    1411201200000000004704561CC                                                                                                                                                                                                                                                                                                                                                                                           190601-205    000007
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  000133779000113GIJAX COMERCIAL LTDA EPP                RUA JOSE BONIFACIO 665                  FRANCA                                  14405110SP37372000010059561500267261    03082012022RIBEIRAO PRETO      0510201200000000004808947CC                                                                                                                                                                                                                                                                                                                                                                                           190601-206    000008
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  000133779000113GIJAX COMERCIAL LTDA EPP                RUA JOSE BONIFACIO 665                  FRANCA                                  14405110SP37372000020059562300267754    03082012022RIBEIRAO PRETO      1411201200000000003845629CC                                                                                                                                                                                                                                                                                                                                                                                           190601-207    000009
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  014549574000128BETAJAX SUL BATERIAS LTDA ME            RUA GERALDO RODRIGUES SANCHES 100       SAO JOSE DO RIO                         15061395SP373730000100571350024089202   23062012047AGENCIA RIO PRETO   0409201200000000000050823CC                                                                                                                                                                                                                                                                                                                                                                                           190601-208    000010
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  014549574000128BETAJAX SUL BATERIAS LTDA ME            RUA GERALDO RODRIGUES SANCHES 100       SAO JOSE DO RIO                         15061395SP373730000200570426002580803   21062012047AGENCIA RIO PRETO   0409201200000000000112699CC                                                                                                                                                                                                                                                                                                                                                                                           190601-209    000011
