0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    15032012                                                                                                                                                                                                                                                                                                                                                                                                000001
1007421053971COBR_CAUC_BIC  VIDA ALIMENTOS LTDA                     011457034000126GOOD MEAL COM E TRANSP DE PROD ALI      RUA ARARIPE, 206                        SAO PAULO                               03215010SP3427900001011269610004135701  08032012007PAULISTA            3003201200000000016445000CC                                                                                                                                                                                                                                                                                                                                                                                           166717-1      000002
1007421031242COBR_CAUC_BIC  GP GUARDA PATRIMONIAL DE S.P. LTDA      001588770000836DIVEO DO BRASIL TELECOMUNICACOES        AVENIDA CECI1850                        BARUERI                                 06460120SP34280000010004323077595       08032012007PAULISTA            0204201200000000014306951CC                                                                                                                                                                                                                                                                                                                                                                                           166717-2      000003
1024421007416COBR_CAUC_COR  ATLAS AGROINDUSTRIAL LTDA               091830836000683OLFAR S/A ALIMENTO E ENERGIA            BR 153 KM 53 FUNDOS                     ERECHIM                                 99700000RS342810000101965853030294      09032012900BRADESCO S/A        2305201200000000011875000CC                                                                                                                                                                                                                                                                                                                                                                                           166717-3      000004
1016421022586COBR_CAUC_COR  BRAMAX IMP EXP COM DE MAQUINAS LTDA     012944170000456CANTAGALO GENERAL GRANIS SA             AV PARANA ,366                          PRIMAVERA DO LE                         78850000MT342820000103348073783/1       08022012800UNIBANCO S/A        3105201200000000015000000CC                                                                                                                                                                                                                                                                                                                                                                                           166717-4      000005
1013421015630DIR_CREDIT     LEMOSPASSOS AL E TERC SERV ADM LTDA     013699404000167SECRETARIA DE ADM. PENIT E RESSOCIALIZA 4ªAVENIDA, S/N - PLATAFORMA 6           SALVADOR                                40301155BA3371900001                                                                                                                                          481024320           150720060000002721020/SDJDH/2003022012000404Prestação de serviços de fornecimento de refeições para PenitenciáriaLemos Brito e a Cadeia Pública, ambas localizadas em Salvador - BA.                                                                                                        013530225000100166719-1      000006
1007421006183COBR_CAUC_BIC  NITRIFLEX S/A IND E COMERCIO            087870952000144BORRACHAS VIPAL S/A                     AV.SEVERO DULLIUS,1395                  PORTO ALEGRE                            90200310RS343070000101127305001403501   09032012015PORTO ALEGRE        2303201200000000020303117CC                                                                                                                                                                                                                                                                                                                                                                                           166719-2      000007
1007420931444COBR_CAUC_BIC  PLASINCO LTDA                           066007857000141WIREX CABLE SA                          ESTR JACAREI STA BRANCA,0-PREDIO A      STA BRANCA                              12325310SP34308000010112720818878-1     08032012007PAULISTA            2903201200000000014216133CC                                                                                                                                                                                                                                                                                                                                                                                           166719-3      000008
1007420931444COBR_CAUC_BIC  PLASINCO LTDA                           066007857000141WIREX CABLE SA                          ESTR JACAREI STA BRANCA,0-PREDIO A      STA BRANCA                              12325310SP34308000020112728318878-2     08032012007PAULISTA            0504201200000000014216133CC                                                                                                                                                                                                                                                                                                                                                                                           166719-4      000009
1016421000809COBR_CAUC_BIC  LOGIKA DISTRIBUIDORA COSMETICOS LTD     025769266000124ARCOM S/A                               ANEL VIARIO AYRTON SENNA, 2001          UBERLANDIA                              38414512MG3430900001033481110014192/01  28022012028UBERLANDIA          0705201200000000016228800CC                                                                                                                                                                                                                                                                                                                                                                                           166719-5      000010
1016421000809COBR_CAUC_BIC  LOGIKA DISTRIBUIDORA COSMETICOS LTD     025769266000124ARCOM S/A                               ANEL VIARIO AYRTON SENNA, 2001          UBERLANDIA                              38414512MG3430900002033481200014193/01  28022012028UBERLANDIA          0705201200000000013397916CC                                                                                                                                                                                                                                                                                                                                                                                           166719-6      000011
1016421019267COBR_CAUC_BIC  COBRAZEM AGROINDUSTRIAL LTDA            002489004000100GLOBOSUINOS AGROPECUARIA S/A            ROD BR 467, KM 03 ,0-CX POSTAL 227      CASCAVEL                                85802970PR3431000001033483670031262-01  05032012016CURITIBA            0504201200000000020250000CC                                                                                                                                                                                                                                                                                                                                                                                           166719-7      000012
1016421019267COBR_CAUC_BIC  COBRAZEM AGROINDUSTRIAL LTDA            002489004000100GLOBOSUINOS AGROPECUARIA S/A            ROD BR 467, KM 03 ,0-CX POSTAL 227      CASCAVEL                                85802970PR3431000002033483750031263-01  05032012016CURITIBA            0504201200000000020250000CC                                                                                                                                                                                                                                                                                                                                                                                           166719-8      000013
1016421019267COBR_CAUC_BIC  COBRAZEM AGROINDUSTRIAL LTDA            002489004000100GLOBOSUINOS AGROPECUARIA S/A            ROD BR 467, KM 03 ,0-CX POSTAL 227      CASCAVEL                                85802970PR3431000003033483830031264-01  05032012016CURITIBA            1704201200000000020250000CC                                                                                                                                                                                                                                                                                                                                                                                           166719-9      000014
1050421000089COBR_CAUC_COR  ATIVO ALIMENTOS LTDA                    012023966003734BONANZA SUPERMERCADOS LTDA              ROD BR-232 KM137 CAMARAS 03 E 04 S/N 0  CARUARU                                 55034640PE343110000100315264127332/1    10032012800UNIBANCO S/A        1404201200000000015275324CC                                                                                                                                                                                                                                                                                                                                                                                           166719-10     000015
1046421004183COBR_CAUC_COR  GOLBRASIL INDUSTRIA QUIMICA LTDA        011630976000164SERPAT DISTRIBUIDORA LTDA               RUA GERONCIO THIVES- 550                SAO JOSE                                88117290SC34323000010138025121139/2     01022012900BRADESCO S/A        1403201200000000000157500CC                                                                                                                                                                                                                                                                                                                                                                                           166719-11     000016
1046421004183COBR_CAUC_COR  GOLBRASIL INDUSTRIA QUIMICA LTDA        011630976000164SERPAT DISTRIBUIDORA LTDA               RUA GERONCIO THIVES- 550                SAO JOSE                                88117290SC34323000020138026921139/3     01022012900BRADESCO S/A        2803201200000000000157781CC                                                                                                                                                                                                                                                                                                                                                                                           166719-12     000017
1046421004183COBR_CAUC_COR  GOLBRASIL INDUSTRIA QUIMICA LTDA        006061787000188NOVACASA TINTAS LTDA                    AV. DOM PEDRO II , 1844                 SANTA ROSA                              98900000RS34324000010137940621107/4     30012012900BRADESCO S/A        1903201200000000000531400CC                                                                                                                                                                                                                                                                                                                                                                                           166719-13     000018
1046421004183COBR_CAUC_COR  GOLBRASIL INDUSTRIA QUIMICA LTDA        006061787000188NOVACASA TINTAS LTDA                    AV. DOM PEDRO II , 1844                 SANTA ROSA                              98900000RS34324000020137941421107/5     30012012900BRADESCO S/A        2603201200000000000531460CC                                                                                                                                                                                                                                                                                                                                                                                           166719-14     000019
1046421004183COBR_CAUC_BIC  GOLBRASIL INDUSTRIA QUIMICA LTDA        076771385000152MIARA KRUGER CIA LTDA                   RUA DOM PEDRO II - 1055                 PONTA GROSSA                            84053000PR34325000010138030721142/4     01022012016CURITIBA            2103201200000000001191800CC                                                                                                                                                                                                                                                                                                                                                                                           166719-15     000020
1046421004183COBR_CAUC_BIC  GOLBRASIL INDUSTRIA QUIMICA LTDA        076771385000152MIARA KRUGER CIA LTDA                   RUA DOM PEDRO II - 1055                 PONTA GROSSA                            84053000PR34325000020138031521142/5     01022012016CURITIBA            2803201200000000001191800CC                                                                                                                                                                                                                                                                                                                                                                                           166719-16     000021
1046421004183COBR_CAUC_BIC  GOLBRASIL INDUSTRIA QUIMICA LTDA        005002196000177DGOIAS DISTRIBUIDORA DE TINTAS LTD      AV. VERA CRUZ - 471 QD 17 LT 17         GOIANIA                                 74675830GO34326000010135585020287/4     28122011018GOIANIA             2103201200000000005899942CC                                                                                                                                                                                                                                                                                                                                                                                           166719-17     000022
1046421004183COBR_CAUC_BIC  GOLBRASIL INDUSTRIA QUIMICA LTDA        005746774000180ALPI DISTRIBUIDORA DE TINTAS LTDA       RUA CLOVIS HUGUENEY - 72                VARZEA GRANDE                           78110328MT34327000010135551520288/4     28122011024CUIABA              2103201200000000005512512CC                                                                                                                                                                                                                                                                                                                                                                                           166719-18     000023
1046421004183COBR_CAUC_BIC  GOLBRASIL INDUSTRIA QUIMICA LTDA        005746774000180ALPI DISTRIBUIDORA DE TINTAS LTDA       RUA CLOVIS HUGUENEY - 72                VARZEA GRANDE                           78110328MT34327000020138032321143/3     01022012024CUIABA              1403201200000000004291860CC                                                                                                                                                                                                                                                                                                                                                                                           166719-19     000024
9000023                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000025
