0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    08052014                                                                                                                                                                                                                                                                                                                                                                                                000001
1046421006399DIR_CREDIT     CARBONIFERA CRICIUMA S/A                002474103000208TRACTEBEL ENERGIA S/A                   AVENIDA PAULO SANTOS MELLO, S/NR        CAPIVARI DE BAIXO                       88745000SC4741200001                                                                                                                                          012569469           011220100000020197DGT.NAJL.05.30042014000404compra de carvão mineral tipo CE 4500.                                                                                                                                                                                                          083647909000163299091-1      000002
1016421009571COBR_CAUC_BIC  IMPORTADORA DE FRUTAS LA VIOLETERA      004641376003828SUPERMERCADOS BH COMERCIO DE ALIME      AVENIDA GERALDO ROCHA 200               CONTAGEM                                32183054MG4741400001044817960029408901  30042014019BELO HORIZONTE      1106201400000000011502435CC                                                                                                                                                                                                                                                                                                                                                                                           299091-2      000003
1007421072259COBR_CAUC_COR  BOMBRIL S/A                             047079496000790MARANHAO DISTRIBUICAO S.A.              R ANUAR PACHA 400                       CATANDUVA                               15800670SP4741500001028905330058088001  30042014900BRADESCO S/A        2105201400000000010174395CC                                                                                                                                                                                                                                                                                                                                                                                           299091-3      000004
1048421000338COBR_CAUC_COR  FRIGOESTRELA S.A. EM RECUP JUDICIAL     023439441001323ARMAZEM MATEUS S.A.                     AV ENGENHEIRO EMILIANO MACIEIRA DE      SAO LUIS                                65095602MA4741600001080532510111190101  30042014900BRADESCO S/A        3005201400000000014719664CC                                                                                                                                                                                                                                                                                                                                                                                           299091-4      000005
1031421011181COBR_CAUC_BIC  AGROIND IRMAOS DALLA COSTA LTDA         072200637000132RIOJA FRIGORIFICO LTDA.                 RUA DA CEVADA NR. 110 112S.TRIGO11100110RIO DE JANEIRO                          21011080RJ47417000010539122732908/1     03052014014RIO DE JANEIRO      3105201400000000010530000CC                                                                                                                                                                                                                                                                                                                                                                                           299091-5      000006
1016421019909COBR_CAUC_BIC  TROMBINI EMBALAGENS S/A                 006538082000290ROUSSELOT GELATINAS DO BRASIL LTDA      RUA SANTO AGOSTINHO 280 ARCADAS         AMPARO                                  13908000SP47418000010448181825957-1     02052014021CAMPINAS            1306201400000000012799674CC                                                                                                                                                                                                                                                                                                                                                                                           299091-6      000007
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      046239901000131ANDORINHA COMERCIO E DISTRIBUICAO       ALAMEDA MARIA TEREZA                    VALINHOS                                13278181SP4741900001000008640000320601  02052014900BRADESCO S/A        0107201400000000025232770CC                                                                                                                                                                                                                                                                                                                                                                                           299091-7      000008
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      046239901000131ANDORINHA COMERCIO E DISTRIBUICAO       ALAMEDA MARIA TEREZA                    VALINHOS                                13278181SP4741900002000008720000320701  02052014900BRADESCO S/A        0107201400000000019545181CC                                                                                                                                                                                                                                                                                                                                                                                           299091-8      000009
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4742000001000006510000318401  29042014900BRADESCO S/A        1305201400000000020545922CC                                                                                                                                                                                                                                                                                                                                                                                           299091-9      000010
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4742000002000006860000318701  29042014900BRADESCO S/A        2005201400000000016827103CC                                                                                                                                                                                                                                                                                                                                                                                           299091-10     000011
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4742000003000007240000319401  30042014900BRADESCO S/A        2105201400000000011279520CC                                                                                                                                                                                                                                                                                                                                                                                           299091-11     000012
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4742000004000007590000317501  29042014900BRADESCO S/A        2005201400000000031953741CC                                                                                                                                                                                                                                                                                                                                                                                           299091-12     000013
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4742000005000007750000317701  29042014900BRADESCO S/A        2005201400000000032017465CC                                                                                                                                                                                                                                                                                                                                                                                           299091-13     000014
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4742000006000007910000319601  30042014900BRADESCO S/A        1405201400000000036465923CC                                                                                                                                                                                                                                                                                                                                                                                           299091-14     000015
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4742000007000008210000319801  30042014900BRADESCO S/A        2105201400000000012015302CC                                                                                                                                                                                                                                                                                                                                                                                           299091-15     000016
1021421017050COBR_CAUC_COR  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4742000008000008300000320001  30042014900BRADESCO S/A        2105201400000000019976965CC                                                                                                                                                                                                                                                                                                                                                                                           299091-16     000017
1029421011376COBR_CAUC_BIC  VOGES METALURGIA LT-EM REC.JUDICIAL     033284522000626HITACHI AR CONDICIONADO DO BRASIL       AV PAULISTA - CJ 71 - 7(O) ANDAR 854    SAO PAULO                               01310913SP4742600001001265250263813001  06052014007PAULISTA            3006201400000000010389302CC                                                                                                                                                                                                                                                                                                                                                                                           299342-1      000018
1048421002195COBR_CAUC_COR  SERVIMED COMERCIAL LTDA                 054375647003738DROGAL FARMACEUTICA LTDA                AV DR CASSIO P PADOVANI 1910            PIRACICABA                              13405190SP47427000010193459692082021    05052014900BRADESCO S/A        0206201400000000011677481CC                                                                                                                                                                                                                                                                                                                                                                                           299342-2      000019
1048421002195COBR_CAUC_COR  SERVIMED COMERCIAL LTDA                 054375647003738DROGAL FARMACEUTICA LTDA                AV DR CASSIO P PADOVANI 1910            PIRACICABA                              13405190SP47427000020193460092082221    05052014900BRADESCO S/A        3006201400000000010159908CC                                                                                                                                                                                                                                                                                                                                                                                           299342-3      000020
1008421001102COBR_CAUC_COR  IRACEMA IND COM CASTANHA CAJU LTDA      004175027000338GLOBALBEV BEBIDAS E ALIMENTOS SA        AVNOSSA SENHORA DO CARMO, 900           BELO HORIZONTE                          30330000MG4742800001091163810105072623  28042014800UNIBANCO S/A        2706201400000000013084370CC                                                                                                                                                                                                                                                                                                                                                                                           299342-4      000021
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000102802164038788 00B  30042014046FLORIANOPOLIS       0508201400000000005305339CC                                                                                                                                                                                                                                                                                                                                                                                           299342-5      000022
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000202801907038057 00A  30042014046FLORIANOPOLIS       3007201400000000002158059CC                                                                                                                                                                                                                                                                                                                                                                                           299342-6      000023
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000302801915038057 00B  30042014046FLORIANOPOLIS       0508201400000000002158059CC                                                                                                                                                                                                                                                                                                                                                                                           299342-7      000024
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000402801923038057 00C  30042014046FLORIANOPOLIS       1308201400000000002158060CC                                                                                                                                                                                                                                                                                                                                                                                           299342-8      000025
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000502801931038268 00C  29042014046FLORIANOPOLIS       1208201400000000004061929CC                                                                                                                                                                                                                                                                                                                                                                                           299342-9      000026
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000602801974038458 00A  30042014046FLORIANOPOLIS       3007201400000000003122203CC                                                                                                                                                                                                                                                                                                                                                                                           299342-10     000027
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000702801982038458 00B  30042014046FLORIANOPOLIS       0508201400000000003122203CC                                                                                                                                                                                                                                                                                                                                                                                           299342-11     000028
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000802801991038458 00C  30042014046FLORIANOPOLIS       1308201400000000003122202CC                                                                                                                                                                                                                                                                                                                                                                                           299342-12     000029
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480000902802008038607 00A  30042014046FLORIANOPOLIS       3007201400000000005497067CC                                                                                                                                                                                                                                                                                                                                                                                           299342-13     000030
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001002802016038607 00B  30042014046FLORIANOPOLIS       0508201400000000005497067CC                                                                                                                                                                                                                                                                                                                                                                                           299342-14     000031
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001102802024038607 00C  30042014046FLORIANOPOLIS       1308201400000000005497068CC                                                                                                                                                                                                                                                                                                                                                                                           299342-15     000032
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001202802032038641 00A  30042014046FLORIANOPOLIS       3007201400000000002017609CC                                                                                                                                                                                                                                                                                                                                                                                           299342-16     000033
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001302802041038641 00B  30042014046FLORIANOPOLIS       0508201400000000002017609CC                                                                                                                                                                                                                                                                                                                                                                                           299342-17     000034
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001402802059038641 00C  30042014046FLORIANOPOLIS       1308201400000000002017609CC                                                                                                                                                                                                                                                                                                                                                                                           299342-18     000035
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001502802067038720 00A  30042014046FLORIANOPOLIS       3007201400000000003467617CC                                                                                                                                                                                                                                                                                                                                                                                           299342-19     000036
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001602802075038720 00B  30042014046FLORIANOPOLIS       0508201400000000003467617CC                                                                                                                                                                                                                                                                                                                                                                                           299342-20     000037
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001702802083038720 00C  30042014046FLORIANOPOLIS       1308201400000000003467616CC                                                                                                                                                                                                                                                                                                                                                                                           299342-21     000038
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001802802091038741 00A  30042014046FLORIANOPOLIS       3007201400000000003859035CC                                                                                                                                                                                                                                                                                                                                                                                           299342-22     000039
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480001902802105038741 00B  30042014046FLORIANOPOLIS       0508201400000000003859035CC                                                                                                                                                                                                                                                                                                                                                                                           299342-23     000040
1032421030290COBR_CAUC_BIC  PROIMPORT BRASIL S/A                    000374121000101BRASILUX IND COMERCIO IMPORTACAO E      ROD BR 470, KM 67, 2135 GALPAO A - B    INDAIAL                                 89130000SC474480002002802113038741 00C  30042014046FLORIANOPOLIS       1308201400000000003859036CC                                                                                                                                                                                                                                                                                                                                                                                           299342-24     000041
